♠8,♣4,♥9,♣J,♠Q | Pair
♦10,♣6,♦6,♣3,♠J | Pair
♦10,♣6,♦6,♣3,♠J | Pair
♦10,♠Q,♦6,♠5,♠J | Pair
♦10,♠Q,♦6,♠5,♠J | Pair
♦10,♠Q,♦6,♣3,♠J | Pair
♦10,♠Q,♦6,♣3,♠J | Pair
♦10,♠Q,♠5,♣3,♠J | Pair
♦10,♠Q,♠5,♣3,♠J | Pair
♣6,♠Q,♦6,♠5,♣3 | Pair
♣6,♠Q,♦6,♠5,♣3 | Pair
♣6,♠Q,♦6,♠5,♠J | Pair
♣6,♠Q,♦6,♠5,♠J | Pair
♣6,♠Q,♦6,♠5,♠J | Pair
♣6,♠Q,♦6,♠5,♠J | Pair
♣6,♠Q,♦6,♣3,♠J | Pair
♣6,♠Q,♦6,♣3,♠J | Pair
♣6,♠Q,♦6,♣3,♠J | Pair
♣6,♠Q,♦6,♣3,♠J | Pair
♣6,♠Q,♠5,♣3,♠J | Pair
♣6,♠Q,♠5,♣3,♠J | Pair
♣6,♦6,♠5,♣3,♠J | Pair
♣6,♦6,♠5,♣3,♠J | Pair
♠Q,♦6,♠5,♣3,♠J | Pair
♠Q,♦6,♠5,♣3,♠J | Pair
