♠3,♦7,♥5,♠J,♣5 | Pair
♣2,♣5,♥Q,♦T,♣Q | Pair
♣2,♠8,♦3,♥Q,♣Q | Pair
♣2,♠8,♥Q,♦T,♣Q | Pair
♣2,♦3,♥Q,♦T,♣Q | Pair
♦A,♣5,♠8,♥Q,♣Q | Pair
♦A,♣5,♦3,♥Q,♣Q | Pair
♦A,♣5,♥Q,♦T,♣Q | Pair
♦A,♠8,♦3,♥Q,♣Q | Pair
♦A,♠8,♥Q,♦T,♣Q | Pair
♦A,♦3,♥Q,♦T,♣Q | Pair
♣5,♠8,♦3,♥Q,♣Q | Pair
♣5,♠8,♥Q,♦T,♣Q | Pair
♣5,♦3,♥Q,♦T,♣Q | Pair
♠8,♦3,♥Q,♦T,♣Q | Pair
