♠7,♦7,♦3,♥8,♣2 | Pair
♦3,♥8,♣7,♣3,♦Q | Pair
♦3,♥8,♣7,♣3,♠2 | Pair
♦3,♥8,♣7,♣3,♦T | Pair
♦3,♥8,♣7,♣3,♥4 | Pair
♦3,♥8,♣7,♣3,♣5 | Pair
♦3,♥8,♣7,♣3,♣J | Pair
♦3,♥8,♦J,♠Q,♣3 | Pair
♦3,♥8,♦J,♠Q,♦Q | Pair
♦3,♥8,♦J,♠Q,♣J | Pair
♦3,♥8,♦J,♣3,♦Q | Pair
♦3,♥8,♦J,♣3,♠2 | Pair
♦3,♥8,♦J,♣3,♦T | Pair
♦3,♥8,♦J,♣3,♥4 | Pair
♦3,♥8,♦J,♣3,♣5 | Pair
♦3,♥8,♦J,♣3,♣J | Two Pairs
♦3,♥8,♦J,♦Q,♣J | Pair
♦3,♥8,♦J,♠2,♣J | Pair
♦3,♥8,♦J,♦T,♣J | Pair
♦3,♥8,♦J,♥4,♣J | Pair
♦3,♥8,♦J,♣5,♣J | Pair
♦3,♥8,♠Q,♣3,♦Q | Two Pairs
♦3,♥8,♠Q,♣3,♠2 | Pair
♦3,♥8,♠Q,♣3,♦T | Pair
♦3,♥8,♠Q,♣3,♥4 | Pair
♦3,♥8,♠Q,♣3,♣5 | Pair
♦3,♥8,♠Q,♣3,♣J | Pair
♦3,♥8,♠Q,♦Q,♠2 | Pair
♦3,♥8,♠Q,♦Q,♦T | Pair
♦3,♥8,♠Q,♦Q,♥4 | Pair
♦3,♥8,♠Q,♦Q,♣5 | Pair
♦3,♥8,♠Q,♦Q,♣J | Pair
♦3,♥8,♣3,♦Q,♠2 | Pair
♦3,♥8,♣3,♦Q,♦T | Pair
♦3,♥8,♣3,♦Q,♥4 | Pair
♦3,♥8,♣3,♦Q,♣5 | Pair
♦3,♥8,♣3,♦Q,♣J | Pair
♦3,♥8,♣3,♠2,♦T | Pair
♦3,♥8,♣3,♠2,♥4 | Pair
♦3,♥8,♣3,♠2,♣5 | Pair
♦3,♥8,♣3,♠2,♣J | Pair
♦3,♥8,♣3,♦T,♥4 | Pair
♦3,♥8,♣3,♦T,♣5 | Pair
♦3,♥8,♣3,♦T,♣J | Pair
♦3,♥8,♣3,♥4,♣5 | Pair
♦3,♥8,♣3,♥4,♣J | Pair
♦3,♥8,♣3,♣5,♣J | Pair
♦3,♣2,♣7,♦J,♣3 | Pair
♦3,♣2,♣7,♦J,♠2 | Pair
♦3,♣2,♣7,♦J,♣J | Pair
♦3,♣2,♣7,♠Q,♣3 | Pair
♦3,♣2,♣7,♠Q,♦Q | Pair
♦3,♣2,♣7,♠Q,♠2 | Pair
♦3,♣2,♣7,♣3,♦Q | Pair
♦3,♣2,♣7,♣3,♠2 | Two Pairs
♦3,♣2,♣7,♣3,♦T | Pair
♦3,♣2,♣7,♣3,♥4 | Pair
♦3,♣2,♣7,♣3,♣5 | Pair
♦3,♣2,♣7,♣3,♣J | Pair
♦3,♣2,♣7,♦Q,♠2 | Pair
♦3,♣2,♣7,♠2,♦T | Pair
♦3,♣2,♣7,♠2,♥4 | Pair
♦3,♣2,♣7,♠2,♣5 | Pair
♦3,♣2,♣7,♠2,♣J | Pair
♦3,♣2,♦J,♠Q,♣3 | Pair
♦3,♣2,♦J,♠Q,♦Q | Pair
♦3,♣2,♦J,♠Q,♠2 | Pair
♦3,♣2,♦J,♠Q,♣J | Pair
♦3,♣2,♦J,♣3,♦Q | Pair
♦3,♣2,♦J,♣3,♠2 | Two Pairs
♦3,♣2,♦J,♣3,♦T | Pair
♦3,♣2,♦J,♣3,♥4 | Pair
♦3,♣2,♦J,♣3,♣5 | Pair
♦3,♣2,♦J,♣3,♣J | Two Pairs
♦3,♣2,♦J,♦Q,♠2 | Pair
♦3,♣2,♦J,♦Q,♣J | Pair
♦3,♣2,♦J,♠2,♦T | Pair
♦3,♣2,♦J,♠2,♥4 | Pair
♦3,♣2,♦J,♠2,♣5 | Pair
♦3,♣2,♦J,♠2,♣J | Two Pairs
♦3,♣2,♦J,♦T,♣J | Pair
♦3,♣2,♦J,♥4,♣J | Pair
♦3,♣2,♦J,♣5,♣J | Pair
♦3,♣2,♠Q,♣3,♦Q | Two Pairs
♦3,♣2,♠Q,♣3,♠2 | Two Pairs
♦3,♣2,♠Q,♣3,♦T | Pair
♦3,♣2,♠Q,♣3,♥4 | Pair
♦3,♣2,♠Q,♣3,♣5 | Pair
♦3,♣2,♠Q,♣3,♣J | Pair
♦3,♣2,♠Q,♦Q,♠2 | Two Pairs
♦3,♣2,♠Q,♦Q,♦T | Pair
♦3,♣2,♠Q,♦Q,♥4 | Pair
♦3,♣2,♠Q,♦Q,♣5 | Pair
♦3,♣2,♠Q,♦Q,♣J | Pair
♦3,♣2,♠Q,♠2,♦T | Pair
♦3,♣2,♠Q,♠2,♥4 | Pair
♦3,♣2,♠Q,♠2,♣5 | Pair
♦3,♣2,♠Q,♠2,♣J | Pair
♦3,♣2,♣3,♦Q,♠2 | Two Pairs
♦3,♣2,♣3,♦Q,♦T | Pair
♦3,♣2,♣3,♦Q,♥4 | Pair
♦3,♣2,♣3,♦Q,♣5 | Pair
♦3,♣2,♣3,♦Q,♣J | Pair
♦3,♣2,♣3,♠2,♦T | Two Pairs
♦3,♣2,♣3,♠2,♥4 | Two Pairs
♦3,♣2,♣3,♠2,♣5 | Two Pairs
♦3,♣2,♣3,♠2,♣J | Two Pairs
♦3,♣2,♣3,♦T,♥4 | Pair
♦3,♣2,♣3,♦T,♣5 | Pair
♦3,♣2,♣3,♦T,♣J | Pair
♦3,♣2,♣3,♥4,♣5 | Pair
♦3,♣2,♣3,♥4,♣J | Pair
♦3,♣2,♣3,♣5,♣J | Pair
♦3,♣2,♦Q,♠2,♦T | Pair
♦3,♣2,♦Q,♠2,♥4 | Pair
♦3,♣2,♦Q,♠2,♣5 | Pair
♦3,♣2,♦Q,♠2,♣J | Pair
♦3,♣2,♠2,♦T,♥4 | Pair
♦3,♣2,♠2,♦T,♣5 | Pair
♦3,♣2,♠2,♦T,♣J | Pair
♦3,♣2,♠2,♥4,♣5 | Pair
♦3,♣2,♠2,♥4,♣J | Pair
♦3,♣2,♠2,♣5,♣J | Pair
♦3,♣7,♦J,♠Q,♣3 | Pair
♦3,♣7,♦J,♠Q,♦Q | Pair
♦3,♣7,♦J,♠Q,♣J | Pair
♦3,♣7,♦J,♣3,♦Q | Pair
♦3,♣7,♦J,♣3,♠2 | Pair
♦3,♣7,♦J,♣3,♦T | Pair
♦3,♣7,♦J,♣3,♥4 | Pair
♦3,♣7,♦J,♣3,♣5 | Pair
♦3,♣7,♦J,♣3,♣J | Two Pairs
♦3,♣7,♦J,♦Q,♣J | Pair
♦3,♣7,♦J,♠2,♣J | Pair
♦3,♣7,♦J,♦T,♣J | Pair
♦3,♣7,♦J,♥4,♣J | Pair
♦3,♣7,♦J,♣5,♣J | Pair
♦3,♣7,♠Q,♣3,♦Q | Two Pairs
♦3,♣7,♠Q,♣3,♠2 | Pair
♦3,♣7,♠Q,♣3,♦T | Pair
♦3,♣7,♠Q,♣3,♥4 | Pair
♦3,♣7,♠Q,♣3,♣5 | Pair
♦3,♣7,♠Q,♣3,♣J | Pair
♦3,♣7,♠Q,♦Q,♠2 | Pair
♦3,♣7,♠Q,♦Q,♦T | Pair
♦3,♣7,♠Q,♦Q,♥4 | Pair
♦3,♣7,♠Q,♦Q,♣5 | Pair
♦3,♣7,♠Q,♦Q,♣J | Pair
♦3,♣7,♣3,♦Q,♠2 | Pair
♦3,♣7,♣3,♦Q,♦T | Pair
♦3,♣7,♣3,♦Q,♥4 | Pair
♦3,♣7,♣3,♦Q,♣5 | Pair
♦3,♣7,♣3,♦Q,♣J | Pair
♦3,♣7,♣3,♠2,♦T | Pair
♦3,♣7,♣3,♠2,♥4 | Pair
♦3,♣7,♣3,♠2,♣5 | Pair
♦3,♣7,♣3,♠2,♣J | Pair
♦3,♣7,♣3,♦T,♥4 | Pair
♦3,♣7,♣3,♦T,♣5 | Pair
♦3,♣7,♣3,♦T,♣J | Pair
♦3,♣7,♣3,♥4,♣5 | Pair
♦3,♣7,♣3,♥4,♣J | Pair
♦3,♣7,♣3,♣5,♣J | Pair
♦3,♦J,♠Q,♣3,♦Q | Two Pairs
♦3,♦J,♠Q,♣3,♠2 | Pair
♦3,♦J,♠Q,♣3,♦T | Pair
♦3,♦J,♠Q,♣3,♥4 | Pair
♦3,♦J,♠Q,♣3,♣5 | Pair
♦3,♦J,♠Q,♣3,♣J | Two Pairs
♦3,♦J,♠Q,♦Q,♠2 | Pair
♦3,♦J,♠Q,♦Q,♦T | Pair
♦3,♦J,♠Q,♦Q,♥4 | Pair
♦3,♦J,♠Q,♦Q,♣5 | Pair
♦3,♦J,♠Q,♦Q,♣J | Two Pairs
♦3,♦J,♠Q,♠2,♣J | Pair
♦3,♦J,♠Q,♦T,♣J | Pair
♦3,♦J,♠Q,♥4,♣J | Pair
♦3,♦J,♠Q,♣5,♣J | Pair
♦3,♦J,♣3,♦Q,♠2 | Pair
♦3,♦J,♣3,♦Q,♦T | Pair
♦3,♦J,♣3,♦Q,♥4 | Pair
♦3,♦J,♣3,♦Q,♣5 | Pair
♦3,♦J,♣3,♦Q,♣J | Two Pairs
♦3,♦J,♣3,♠2,♦T | Pair
♦3,♦J,♣3,♠2,♥4 | Pair
♦3,♦J,♣3,♠2,♣5 | Pair
♦3,♦J,♣3,♠2,♣J | Two Pairs
♦3,♦J,♣3,♦T,♥4 | Pair
♦3,♦J,♣3,♦T,♣5 | Pair
♦3,♦J,♣3,♦T,♣J | Two Pairs
♦3,♦J,♣3,♥4,♣5 | Pair
♦3,♦J,♣3,♥4,♣J | Two Pairs
♦3,♦J,♣3,♣5,♣J | Two Pairs
♦3,♦J,♦Q,♠2,♣J | Pair
♦3,♦J,♦Q,♦T,♣J | Pair
♦3,♦J,♦Q,♥4,♣J | Pair
♦3,♦J,♦Q,♣5,♣J | Pair
♦3,♦J,♠2,♦T,♣J | Pair
♦3,♦J,♠2,♥4,♣J | Pair
♦3,♦J,♠2,♣5,♣J | Pair
♦3,♦J,♦T,♥4,♣J | Pair
♦3,♦J,♦T,♣5,♣J | Pair
♦3,♦J,♥4,♣5,♣J | Pair
♦3,♠Q,♣3,♦Q,♠2 | Two Pairs
♦3,♠Q,♣3,♦Q,♦T | Two Pairs
♦3,♠Q,♣3,♦Q,♥4 | Two Pairs
♦3,♠Q,♣3,♦Q,♣5 | Two Pairs
♦3,♠Q,♣3,♦Q,♣J | Two Pairs
♦3,♠Q,♣3,♠2,♦T | Pair
♦3,♠Q,♣3,♠2,♥4 | Pair
♦3,♠Q,♣3,♠2,♣5 | Pair
♦3,♠Q,♣3,♠2,♣J | Pair
♦3,♠Q,♣3,♦T,♥4 | Pair
♦3,♠Q,♣3,♦T,♣5 | Pair
♦3,♠Q,♣3,♦T,♣J | Pair
♦3,♠Q,♣3,♥4,♣5 | Pair
♦3,♠Q,♣3,♥4,♣J | Pair
♦3,♠Q,♣3,♣5,♣J | Pair
♦3,♠Q,♦Q,♠2,♦T | Pair
♦3,♠Q,♦Q,♠2,♥4 | Pair
♦3,♠Q,♦Q,♠2,♣5 | Pair
♦3,♠Q,♦Q,♠2,♣J | Pair
♦3,♠Q,♦Q,♦T,♥4 | Pair
♦3,♠Q,♦Q,♦T,♣5 | Pair
♦3,♠Q,♦Q,♦T,♣J | Pair
♦3,♠Q,♦Q,♥4,♣5 | Pair
♦3,♠Q,♦Q,♥4,♣J | Pair
♦3,♠Q,♦Q,♣5,♣J | Pair
♦3,♣3,♦Q,♠2,♦T | Pair
♦3,♣3,♦Q,♠2,♥4 | Pair
♦3,♣3,♦Q,♠2,♣5 | Pair
♦3,♣3,♦Q,♠2,♣J | Pair
♦3,♣3,♦Q,♦T,♥4 | Pair
♦3,♣3,♦Q,♦T,♣5 | Pair
♦3,♣3,♦Q,♦T,♣J | Pair
♦3,♣3,♦Q,♥4,♣5 | Pair
♦3,♣3,♦Q,♥4,♣J | Pair
♦3,♣3,♦Q,♣5,♣J | Pair
♦3,♣3,♠2,♦T,♥4 | Pair
♦3,♣3,♠2,♦T,♣5 | Pair
♦3,♣3,♠2,♦T,♣J | Pair
♦3,♣3,♠2,♥4,♣5 | Pair
♦3,♣3,♠2,♥4,♣J | Pair
♦3,♣3,♠2,♣5,♣J | Pair
♦3,♣3,♦T,♥4,♣5 | Pair
♦3,♣3,♦T,♥4,♣J | Pair
♦3,♣3,♦T,♣5,♣J | Pair
♦3,♣3,♥4,♣5,♣J | Pair
♥8,♣2,♣7,♦J,♠2 | Pair
♥8,♣2,♣7,♦J,♣J | Pair
♥8,♣2,♣7,♠Q,♦Q | Pair
♥8,♣2,♣7,♠Q,♠2 | Pair
♥8,♣2,♣7,♣3,♠2 | Pair
♥8,♣2,♣7,♦Q,♠2 | Pair
♥8,♣2,♣7,♠2,♦T | Pair
♥8,♣2,♣7,♠2,♥4 | Pair
♥8,♣2,♣7,♠2,♣5 | Pair
♥8,♣2,♣7,♠2,♣J | Pair
♥8,♣2,♦J,♠Q,♦Q | Pair
♥8,♣2,♦J,♠Q,♠2 | Pair
♥8,♣2,♦J,♠Q,♣J | Pair
♥8,♣2,♦J,♣3,♠2 | Pair
♥8,♣2,♦J,♣3,♣J | Pair
♥8,♣2,♦J,♦Q,♠2 | Pair
♥8,♣2,♦J,♦Q,♣J | Pair
♥8,♣2,♦J,♠2,♦T | Pair
♥8,♣2,♦J,♠2,♥4 | Pair
♥8,♣2,♦J,♠2,♣5 | Pair
♥8,♣2,♦J,♠2,♣J | Two Pairs
♥8,♣2,♦J,♦T,♣J | Pair
♥8,♣2,♦J,♥4,♣J | Pair
♥8,♣2,♦J,♣5,♣J | Pair
♥8,♣2,♠Q,♣3,♦Q | Pair
♥8,♣2,♠Q,♣3,♠2 | Pair
♥8,♣2,♠Q,♦Q,♠2 | Two Pairs
♥8,♣2,♠Q,♦Q,♦T | Pair
♥8,♣2,♠Q,♦Q,♥4 | Pair
♥8,♣2,♠Q,♦Q,♣5 | Pair
♥8,♣2,♠Q,♦Q,♣J | Pair
♥8,♣2,♠Q,♠2,♦T | Pair
♥8,♣2,♠Q,♠2,♥4 | Pair
♥8,♣2,♠Q,♠2,♣5 | Pair
♥8,♣2,♠Q,♠2,♣J | Pair
♥8,♣2,♣3,♦Q,♠2 | Pair
♥8,♣2,♣3,♠2,♦T | Pair
♥8,♣2,♣3,♠2,♥4 | Pair
♥8,♣2,♣3,♠2,♣5 | Pair
♥8,♣2,♣3,♠2,♣J | Pair
♥8,♣2,♦Q,♠2,♦T | Pair
♥8,♣2,♦Q,♠2,♥4 | Pair
♥8,♣2,♦Q,♠2,♣5 | Pair
♥8,♣2,♦Q,♠2,♣J | Pair
♥8,♣2,♠2,♦T,♥4 | Pair
♥8,♣2,♠2,♦T,♣5 | Pair
♥8,♣2,♠2,♦T,♣J | Pair
♥8,♣2,♠2,♥4,♣5 | Pair
♥8,♣2,♠2,♥4,♣J | Pair
♥8,♣2,♠2,♣5,♣J | Pair
♥8,♣7,♦J,♠Q,♦Q | Pair
♥8,♣7,♦J,♠Q,♣J | Pair
♥8,♣7,♦J,♣3,♣J | Pair
♥8,♣7,♦J,♦Q,♣J | Pair
♥8,♣7,♦J,♠2,♣J | Pair
♥8,♣7,♦J,♦T,♣J | Pair
♥8,♣7,♦J,♥4,♣J | Pair
♥8,♣7,♦J,♣5,♣J | Pair
♥8,♣7,♠Q,♣3,♦Q | Pair
♥8,♣7,♠Q,♦Q,♠2 | Pair
♥8,♣7,♠Q,♦Q,♦T | Pair
♥8,♣7,♠Q,♦Q,♥4 | Pair
♥8,♣7,♠Q,♦Q,♣5 | Pair
♥8,♣7,♠Q,♦Q,♣J | Pair
♥8,♦J,♠Q,♣3,♦Q | Pair
♥8,♦J,♠Q,♣3,♣J | Pair
♥8,♦J,♠Q,♦Q,♠2 | Pair
♥8,♦J,♠Q,♦Q,♦T | Pair
♥8,♦J,♠Q,♦Q,♥4 | Pair
♥8,♦J,♠Q,♦Q,♣5 | Pair
♥8,♦J,♠Q,♦Q,♣J | Two Pairs
♥8,♦J,♠Q,♠2,♣J | Pair
♥8,♦J,♠Q,♦T,♣J | Pair
♥8,♦J,♠Q,♥4,♣J | Pair
♥8,♦J,♠Q,♣5,♣J | Pair
♥8,♦J,♣3,♦Q,♣J | Pair
♥8,♦J,♣3,♠2,♣J | Pair
♥8,♦J,♣3,♦T,♣J | Pair
♥8,♦J,♣3,♥4,♣J | Pair
♥8,♦J,♣3,♣5,♣J | Pair
♥8,♦J,♦Q,♠2,♣J | Pair
♥8,♦J,♦Q,♦T,♣J | Pair
♥8,♦J,♦Q,♥4,♣J | Pair
♥8,♦J,♦Q,♣5,♣J | Pair
♥8,♦J,♠2,♦T,♣J | Pair
♥8,♦J,♠2,♥4,♣J | Pair
♥8,♦J,♠2,♣5,♣J | Pair
♥8,♦J,♦T,♥4,♣J | Pair
♥8,♦J,♦T,♣5,♣J | Pair
♥8,♦J,♥4,♣5,♣J | Pair
♥8,♠Q,♣3,♦Q,♠2 | Pair
♥8,♠Q,♣3,♦Q,♦T | Pair
♥8,♠Q,♣3,♦Q,♥4 | Pair
♥8,♠Q,♣3,♦Q,♣5 | Pair
♥8,♠Q,♣3,♦Q,♣J | Pair
♥8,♠Q,♦Q,♠2,♦T | Pair
♥8,♠Q,♦Q,♠2,♥4 | Pair
♥8,♠Q,♦Q,♠2,♣5 | Pair
♥8,♠Q,♦Q,♠2,♣J | Pair
♥8,♠Q,♦Q,♦T,♥4 | Pair
♥8,♠Q,♦Q,♦T,♣5 | Pair
♥8,♠Q,♦Q,♦T,♣J | Pair
♥8,♠Q,♦Q,♥4,♣5 | Pair
♥8,♠Q,♦Q,♥4,♣J | Pair
♥8,♠Q,♦Q,♣5,♣J | Pair
♣2,♣7,♦J,♠Q,♦Q | Pair
♣2,♣7,♦J,♠Q,♠2 | Pair
♣2,♣7,♦J,♠Q,♣J | Pair
♣2,♣7,♦J,♣3,♠2 | Pair
♣2,♣7,♦J,♣3,♣J | Pair
♣2,♣7,♦J,♦Q,♠2 | Pair
♣2,♣7,♦J,♦Q,♣J | Pair
♣2,♣7,♦J,♠2,♦T | Pair
♣2,♣7,♦J,♠2,♥4 | Pair
♣2,♣7,♦J,♠2,♣5 | Pair
♣2,♣7,♦J,♠2,♣J | Two Pairs
♣2,♣7,♦J,♦T,♣J | Pair
♣2,♣7,♦J,♥4,♣J | Pair
♣2,♣7,♦J,♣5,♣J | Pair
♣2,♣7,♠Q,♣3,♦Q | Pair
♣2,♣7,♠Q,♣3,♠2 | Pair
♣2,♣7,♠Q,♦Q,♠2 | Two Pairs
♣2,♣7,♠Q,♦Q,♦T | Pair
♣2,♣7,♠Q,♦Q,♥4 | Pair
♣2,♣7,♠Q,♦Q,♣5 | Pair
♣2,♣7,♠Q,♦Q,♣J | Pair
♣2,♣7,♠Q,♠2,♦T | Pair
♣2,♣7,♠Q,♠2,♥4 | Pair
♣2,♣7,♠Q,♠2,♣5 | Pair
♣2,♣7,♠Q,♠2,♣J | Pair
♣2,♣7,♣3,♦Q,♠2 | Pair
♣2,♣7,♣3,♠2,♦T | Pair
♣2,♣7,♣3,♠2,♥4 | Pair
♣2,♣7,♣3,♠2,♣5 | Pair
♣2,♣7,♣3,♠2,♣J | Pair
♣2,♣7,♣3,♣5,♣J | Flush
♣2,♣7,♦Q,♠2,♦T | Pair
♣2,♣7,♦Q,♠2,♥4 | Pair
♣2,♣7,♦Q,♠2,♣5 | Pair
♣2,♣7,♦Q,♠2,♣J | Pair
♣2,♣7,♠2,♦T,♥4 | Pair
♣2,♣7,♠2,♦T,♣5 | Pair
♣2,♣7,♠2,♦T,♣J | Pair
♣2,♣7,♠2,♥4,♣5 | Pair
♣2,♣7,♠2,♥4,♣J | Pair
♣2,♣7,♠2,♣5,♣J | Pair
♣2,♦J,♠Q,♣3,♦Q | Pair
♣2,♦J,♠Q,♣3,♠2 | Pair
♣2,♦J,♠Q,♣3,♣J | Pair
♣2,♦J,♠Q,♦Q,♠2 | Two Pairs
♣2,♦J,♠Q,♦Q,♦T | Pair
♣2,♦J,♠Q,♦Q,♥4 | Pair
♣2,♦J,♠Q,♦Q,♣5 | Pair
♣2,♦J,♠Q,♦Q,♣J | Two Pairs
♣2,♦J,♠Q,♠2,♦T | Pair
♣2,♦J,♠Q,♠2,♥4 | Pair
♣2,♦J,♠Q,♠2,♣5 | Pair
♣2,♦J,♠Q,♠2,♣J | Two Pairs
♣2,♦J,♠Q,♦T,♣J | Pair
♣2,♦J,♠Q,♥4,♣J | Pair
♣2,♦J,♠Q,♣5,♣J | Pair
♣2,♦J,♣3,♦Q,♠2 | Pair
♣2,♦J,♣3,♦Q,♣J | Pair
♣2,♦J,♣3,♠2,♦T | Pair
♣2,♦J,♣3,♠2,♥4 | Pair
♣2,♦J,♣3,♠2,♣5 | Pair
♣2,♦J,♣3,♠2,♣J | Two Pairs
♣2,♦J,♣3,♦T,♣J | Pair
♣2,♦J,♣3,♥4,♣J | Pair
♣2,♦J,♣3,♣5,♣J | Pair
♣2,♦J,♦Q,♠2,♦T | Pair
♣2,♦J,♦Q,♠2,♥4 | Pair
♣2,♦J,♦Q,♠2,♣5 | Pair
♣2,♦J,♦Q,♠2,♣J | Two Pairs
♣2,♦J,♦Q,♦T,♣J | Pair
♣2,♦J,♦Q,♥4,♣J | Pair
♣2,♦J,♦Q,♣5,♣J | Pair
♣2,♦J,♠2,♦T,♥4 | Pair
♣2,♦J,♠2,♦T,♣5 | Pair
♣2,♦J,♠2,♦T,♣J | Two Pairs
♣2,♦J,♠2,♥4,♣5 | Pair
♣2,♦J,♠2,♥4,♣J | Two Pairs
♣2,♦J,♠2,♣5,♣J | Two Pairs
♣2,♦J,♦T,♥4,♣J | Pair
♣2,♦J,♦T,♣5,♣J | Pair
♣2,♦J,♥4,♣5,♣J | Pair
♣2,♠Q,♣3,♦Q,♠2 | Two Pairs
♣2,♠Q,♣3,♦Q,♦T | Pair
♣2,♠Q,♣3,♦Q,♥4 | Pair
♣2,♠Q,♣3,♦Q,♣5 | Pair
♣2,♠Q,♣3,♦Q,♣J | Pair
♣2,♠Q,♣3,♠2,♦T | Pair
♣2,♠Q,♣3,♠2,♥4 | Pair
♣2,♠Q,♣3,♠2,♣5 | Pair
♣2,♠Q,♣3,♠2,♣J | Pair
♣2,♠Q,♦Q,♠2,♦T | Two Pairs
♣2,♠Q,♦Q,♠2,♥4 | Two Pairs
♣2,♠Q,♦Q,♠2,♣5 | Two Pairs
♣2,♠Q,♦Q,♠2,♣J | Two Pairs
♣2,♠Q,♦Q,♦T,♥4 | Pair
♣2,♠Q,♦Q,♦T,♣5 | Pair
♣2,♠Q,♦Q,♦T,♣J | Pair
♣2,♠Q,♦Q,♥4,♣5 | Pair
♣2,♠Q,♦Q,♥4,♣J | Pair
♣2,♠Q,♦Q,♣5,♣J | Pair
♣2,♠Q,♠2,♦T,♥4 | Pair
♣2,♠Q,♠2,♦T,♣5 | Pair
♣2,♠Q,♠2,♦T,♣J | Pair
♣2,♠Q,♠2,♥4,♣5 | Pair
♣2,♠Q,♠2,♥4,♣J | Pair
♣2,♠Q,♠2,♣5,♣J | Pair
♣2,♣3,♦Q,♠2,♦T | Pair
♣2,♣3,♦Q,♠2,♥4 | Pair
♣2,♣3,♦Q,♠2,♣5 | Pair
♣2,♣3,♦Q,♠2,♣J | Pair
♣2,♣3,♠2,♦T,♥4 | Pair
♣2,♣3,♠2,♦T,♣5 | Pair
♣2,♣3,♠2,♦T,♣J | Pair
♣2,♣3,♠2,♥4,♣5 | Pair
♣2,♣3,♠2,♥4,♣J | Pair
♣2,♣3,♠2,♣5,♣J | Pair
♣2,♦Q,♠2,♦T,♥4 | Pair
♣2,♦Q,♠2,♦T,♣5 | Pair
♣2,♦Q,♠2,♦T,♣J | Pair
♣2,♦Q,♠2,♥4,♣5 | Pair
♣2,♦Q,♠2,♥4,♣J | Pair
♣2,♦Q,♠2,♣5,♣J | Pair
♣2,♠2,♦T,♥4,♣5 | Pair
♣2,♠2,♦T,♥4,♣J | Pair
♣2,♠2,♦T,♣5,♣J | Pair
♣2,♠2,♥4,♣5,♣J | Pair
♣7,♦J,♠Q,♣3,♦Q | Pair
♣7,♦J,♠Q,♣3,♣J | Pair
♣7,♦J,♠Q,♦Q,♠2 | Pair
♣7,♦J,♠Q,♦Q,♦T | Pair
♣7,♦J,♠Q,♦Q,♥4 | Pair
♣7,♦J,♠Q,♦Q,♣5 | Pair
♣7,♦J,♠Q,♦Q,♣J | Two Pairs
♣7,♦J,♠Q,♠2,♣J | Pair
♣7,♦J,♠Q,♦T,♣J | Pair
♣7,♦J,♠Q,♥4,♣J | Pair
♣7,♦J,♠Q,♣5,♣J | Pair
♣7,♦J,♣3,♦Q,♣J | Pair
♣7,♦J,♣3,♠2,♣J | Pair
♣7,♦J,♣3,♦T,♣J | Pair
♣7,♦J,♣3,♥4,♣J | Pair
♣7,♦J,♣3,♣5,♣J | Pair
♣7,♦J,♦Q,♠2,♣J | Pair
♣7,♦J,♦Q,♦T,♣J | Pair
♣7,♦J,♦Q,♥4,♣J | Pair
♣7,♦J,♦Q,♣5,♣J | Pair
♣7,♦J,♠2,♦T,♣J | Pair
♣7,♦J,♠2,♥4,♣J | Pair
♣7,♦J,♠2,♣5,♣J | Pair
♣7,♦J,♦T,♥4,♣J | Pair
♣7,♦J,♦T,♣5,♣J | Pair
♣7,♦J,♥4,♣5,♣J | Pair
♣7,♠Q,♣3,♦Q,♠2 | Pair
♣7,♠Q,♣3,♦Q,♦T | Pair
♣7,♠Q,♣3,♦Q,♥4 | Pair
♣7,♠Q,♣3,♦Q,♣5 | Pair
♣7,♠Q,♣3,♦Q,♣J | Pair
♣7,♠Q,♦Q,♠2,♦T | Pair
♣7,♠Q,♦Q,♠2,♥4 | Pair
♣7,♠Q,♦Q,♠2,♣5 | Pair
♣7,♠Q,♦Q,♠2,♣J | Pair
♣7,♠Q,♦Q,♦T,♥4 | Pair
♣7,♠Q,♦Q,♦T,♣5 | Pair
♣7,♠Q,♦Q,♦T,♣J | Pair
♣7,♠Q,♦Q,♥4,♣5 | Pair
♣7,♠Q,♦Q,♥4,♣J | Pair
♣7,♠Q,♦Q,♣5,♣J | Pair
♦J,♠Q,♣3,♦Q,♠2 | Pair
♦J,♠Q,♣3,♦Q,♦T | Pair
♦J,♠Q,♣3,♦Q,♥4 | Pair
♦J,♠Q,♣3,♦Q,♣5 | Pair
♦J,♠Q,♣3,♦Q,♣J | Two Pairs
♦J,♠Q,♣3,♠2,♣J | Pair
♦J,♠Q,♣3,♦T,♣J | Pair
♦J,♠Q,♣3,♥4,♣J | Pair
♦J,♠Q,♣3,♣5,♣J | Pair
♦J,♠Q,♦Q,♠2,♦T | Pair
♦J,♠Q,♦Q,♠2,♥4 | Pair
♦J,♠Q,♦Q,♠2,♣5 | Pair
♦J,♠Q,♦Q,♠2,♣J | Two Pairs
♦J,♠Q,♦Q,♦T,♥4 | Pair
♦J,♠Q,♦Q,♦T,♣5 | Pair
♦J,♠Q,♦Q,♦T,♣J | Two Pairs
♦J,♠Q,♦Q,♥4,♣5 | Pair
♦J,♠Q,♦Q,♥4,♣J | Two Pairs
♦J,♠Q,♦Q,♣5,♣J | Two Pairs
♦J,♠Q,♠2,♦T,♣J | Pair
♦J,♠Q,♠2,♥4,♣J | Pair
♦J,♠Q,♠2,♣5,♣J | Pair
♦J,♠Q,♦T,♥4,♣J | Pair
♦J,♠Q,♦T,♣5,♣J | Pair
♦J,♠Q,♥4,♣5,♣J | Pair
♦J,♣3,♦Q,♠2,♣J | Pair
♦J,♣3,♦Q,♦T,♣J | Pair
