♠J,♥7,♣T,♣2,♣J | Pair
♣2,♠3,♣J,♠T,♥3 | Pair
♣2,♠3,♣J,♥3,♠6 | Pair
♣2,♠3,♣J,♥3,♦8 | Pair
♣2,♠3,♣J,♥3,♣4 | Pair
♣2,♠3,♠T,♥3,♠6 | Pair
♣2,♠3,♠T,♥3,♦8 | Pair
♣2,♠3,♠T,♥3,♣4 | Pair
♣2,♠3,♥3,♠6,♦8 | Pair
♣2,♠3,♥3,♠6,♣4 | Pair
♣2,♠3,♥3,♦8,♣4 | Pair
♣Q,♠5,♥8,♠Q,♠3 | Pair
♣Q,♠5,♥8,♠Q,♣J | Pair
♣Q,♠5,♥8,♠Q,♠T | Pair
♣Q,♠5,♥8,♠Q,♥3 | Pair
♣Q,♠5,♥8,♠Q,♠6 | Pair
♣Q,♠5,♥8,♠Q,♦8 | Two Pairs
♣Q,♠5,♥8,♠Q,♣4 | Pair
♣Q,♠5,♥8,♠3,♥3 | Pair
♣Q,♠5,♥8,♠3,♦8 | Pair
♣Q,♠5,♥8,♣J,♦8 | Pair
♣Q,♠5,♥8,♠T,♦8 | Pair
♣Q,♠5,♥8,♥3,♦8 | Pair
♣Q,♠5,♥8,♠6,♦8 | Pair
♣Q,♠5,♥8,♦8,♣4 | Pair
♣Q,♠5,♠Q,♠3,♣J | Pair
♣Q,♠5,♠Q,♠3,♠T | Pair
♣Q,♠5,♠Q,♠3,♥3 | Two Pairs
♣Q,♠5,♠Q,♠3,♠6 | Pair
♣Q,♠5,♠Q,♠3,♦8 | Pair
♣Q,♠5,♠Q,♠3,♣4 | Pair
♣Q,♠5,♠Q,♣J,♠T | Pair
♣Q,♠5,♠Q,♣J,♥3 | Pair
♣Q,♠5,♠Q,♣J,♠6 | Pair
♣Q,♠5,♠Q,♣J,♦8 | Pair
♣Q,♠5,♠Q,♣J,♣4 | Pair
♣Q,♠5,♠Q,♠T,♥3 | Pair
♣Q,♠5,♠Q,♠T,♠6 | Pair
♣Q,♠5,♠Q,♠T,♦8 | Pair
♣Q,♠5,♠Q,♠T,♣4 | Pair
♣Q,♠5,♠Q,♥3,♠6 | Pair
♣Q,♠5,♠Q,♥3,♦8 | Pair
♣Q,♠5,♠Q,♥3,♣4 | Pair
♣Q,♠5,♠Q,♠6,♦8 | Pair
♣Q,♠5,♠Q,♠6,♣4 | Pair
♣Q,♠5,♠Q,♦8,♣4 | Pair
♣Q,♠5,♠3,♣J,♥3 | Pair
♣Q,♠5,♠3,♠T,♥3 | Pair
♣Q,♠5,♠3,♥3,♠6 | Pair
♣Q,♠5,♠3,♥3,♦8 | Pair
♣Q,♠5,♠3,♥3,♣4 | Pair
♣Q,♥8,♠Q,♠3,♣J | Pair
♣Q,♥8,♠Q,♠3,♠T | Pair
♣Q,♥8,♠Q,♠3,♥3 | Two Pairs
♣Q,♥8,♠Q,♠3,♠6 | Pair
♣Q,♥8,♠Q,♠3,♦8 | Two Pairs
♣Q,♥8,♠Q,♠3,♣4 | Pair
♣Q,♥8,♠Q,♣J,♠T | Pair
♣Q,♥8,♠Q,♣J,♥3 | Pair
♣Q,♥8,♠Q,♣J,♠6 | Pair
♣Q,♥8,♠Q,♣J,♦8 | Two Pairs
♣Q,♥8,♠Q,♣J,♣4 | Pair
♣Q,♥8,♠Q,♠T,♥3 | Pair
♣Q,♥8,♠Q,♠T,♠6 | Pair
♣Q,♥8,♠Q,♠T,♦8 | Two Pairs
♣Q,♥8,♠Q,♠T,♣4 | Pair
♣Q,♥8,♠Q,♥3,♠6 | Pair
♣Q,♥8,♠Q,♥3,♦8 | Two Pairs
♣Q,♥8,♠Q,♥3,♣4 | Pair
♣Q,♥8,♠Q,♠6,♦8 | Two Pairs
♣Q,♥8,♠Q,♠6,♣4 | Pair
♣Q,♥8,♠Q,♦8,♣4 | Two Pairs
♣Q,♥8,♠3,♣J,♥3 | Pair
♣Q,♥8,♠3,♣J,♦8 | Pair
♣Q,♥8,♠3,♠T,♥3 | Pair
♣Q,♥8,♠3,♠T,♦8 | Pair
♣Q,♥8,♠3,♥3,♠6 | Pair
♣Q,♥8,♠3,♥3,♦8 | Two Pairs
♣Q,♥8,♠3,♥3,♣4 | Pair
♣Q,♥8,♠3,♠6,♦8 | Pair
♣Q,♥8,♠3,♦8,♣4 | Pair
♣Q,♥8,♣J,♠T,♦8 | Pair
♣Q,♥8,♣J,♥3,♦8 | Pair
♣Q,♥8,♣J,♠6,♦8 | Pair
♣Q,♥8,♣J,♦8,♣4 | Pair
♣Q,♥8,♠T,♥3,♦8 | Pair
♣Q,♥8,♠T,♠6,♦8 | Pair
♣Q,♥8,♠T,♦8,♣4 | Pair
♣Q,♥8,♥3,♠6,♦8 | Pair
♣Q,♥8,♥3,♦8,♣4 | Pair
♣Q,♥8,♠6,♦8,♣4 | Pair
♣Q,♠Q,♠3,♣J,♠T | Pair
♣Q,♠Q,♠3,♣J,♥3 | Two Pairs
♣Q,♠Q,♠3,♣J,♠6 | Pair
♣Q,♠Q,♠3,♣J,♦8 | Pair
♣Q,♠Q,♠3,♣J,♣4 | Pair
♣Q,♠Q,♠3,♠T,♥3 | Two Pairs
♣Q,♠Q,♠3,♠T,♠6 | Pair
♣Q,♠Q,♠3,♠T,♦8 | Pair
♣Q,♠Q,♠3,♠T,♣4 | Pair
♣Q,♠Q,♠3,♥3,♠6 | Two Pairs
♣Q,♠Q,♠3,♥3,♦8 | Two Pairs
♣Q,♠Q,♠3,♥3,♣4 | Two Pairs
♣Q,♠Q,♠3,♠6,♦8 | Pair
♣Q,♠Q,♠3,♠6,♣4 | Pair
♣Q,♠Q,♠3,♦8,♣4 | Pair
♣Q,♠Q,♣J,♠T,♥3 | Pair
♣Q,♠Q,♣J,♠T,♠6 | Pair
♣Q,♠Q,♣J,♠T,♦8 | Pair
♣Q,♠Q,♣J,♠T,♣4 | Pair
♣Q,♠Q,♣J,♥3,♠6 | Pair
♣Q,♠Q,♣J,♥3,♦8 | Pair
♣Q,♠Q,♣J,♥3,♣4 | Pair
♣Q,♠Q,♣J,♠6,♦8 | Pair
♣Q,♠Q,♣J,♠6,♣4 | Pair
♣Q,♠Q,♣J,♦8,♣4 | Pair
♣Q,♠Q,♠T,♥3,♠6 | Pair
♣Q,♠Q,♠T,♥3,♦8 | Pair
♣Q,♠Q,♠T,♥3,♣4 | Pair
♣Q,♠Q,♠T,♠6,♦8 | Pair
♣Q,♠Q,♠T,♠6,♣4 | Pair
♣Q,♠Q,♠T,♦8,♣4 | Pair
♣Q,♠Q,♥3,♠6,♦8 | Pair
♣Q,♠Q,♥3,♠6,♣4 | Pair
♣Q,♠Q,♥3,♦8,♣4 | Pair
♣Q,♠Q,♠6,♦8,♣4 | Pair
♣Q,♠3,♣J,♠T,♥3 | Pair
♣Q,♠3,♣J,♥3,♠6 | Pair
♣Q,♠3,♣J,♥3,♦8 | Pair
♣Q,♠3,♣J,♥3,♣4 | Pair
♣Q,♠3,♠T,♥3,♠6 | Pair
♣Q,♠3,♠T,♥3,♦8 | Pair
♣Q,♠3,♠T,♥3,♣4 | Pair
♣Q,♠3,♥3,♠6,♦8 | Pair
♣Q,♠3,♥3,♠6,♣4 | Pair
♣Q,♠3,♥3,♦8,♣4 | Pair
♠5,♥8,♠Q,♠3,♥3 | Pair
♠5,♥8,♠Q,♠3,♦8 | Pair
♠5,♥8,♠Q,♣J,♦8 | Pair
♠5,♥8,♠Q,♠T,♦8 | Pair
♠5,♥8,♠Q,♥3,♦8 | Pair
♠5,♥8,♠Q,♠6,♦8 | Pair
♠5,♥8,♠Q,♦8,♣4 | Pair
♠5,♥8,♠3,♣J,♥3 | Pair
♠5,♥8,♠3,♣J,♦8 | Pair
♠5,♥8,♠3,♠T,♥3 | Pair
♠5,♥8,♠3,♠T,♦8 | Pair
♠5,♥8,♠3,♥3,♠6 | Pair
♠5,♥8,♠3,♥3,♦8 | Two Pairs
♠5,♥8,♠3,♥3,♣4 | Pair
♠5,♥8,♠3,♠6,♦8 | Pair
♠5,♥8,♠3,♦8,♣4 | Pair
♠5,♥8,♣J,♠T,♦8 | Pair
♠5,♥8,♣J,♥3,♦8 | Pair
♠5,♥8,♣J,♠6,♦8 | Pair
♠5,♥8,♣J,♦8,♣4 | Pair
♠5,♥8,♠T,♥3,♦8 | Pair
♠5,♥8,♠T,♠6,♦8 | Pair
♠5,♥8,♠T,♦8,♣4 | Pair
♠5,♥8,♥3,♠6,♦8 | Pair
♠5,♥8,♥3,♦8,♣4 | Pair
♠5,♥8,♠6,♦8,♣4 | Pair
♠5,♠Q,♠3,♣J,♥3 | Pair
♠5,♠Q,♠3,♠T,♥3 | Pair
♠5,♠Q,♠3,♠T,♠6 | Flush
♠5,♠Q,♠3,♥3,♠6 | Pair
♠5,♠Q,♠3,♥3,♦8 | Pair
♠5,♠Q,♠3,♥3,♣4 | Pair
♠5,♠3,♣J,♠T,♥3 | Pair
♠5,♠3,♣J,♥3,♠6 | Pair
♠5,♠3,♣J,♥3,♦8 | Pair
♠5,♠3,♣J,♥3,♣4 | Pair
♠5,♠3,♠T,♥3,♠6 | Pair
♠5,♠3,♠T,♥3,♦8 | Pair
♠5,♠3,♠T,♥3,♣4 | Pair
♠5,♠3,♥3,♠6,♦8 | Pair
♠5,♠3,♥3,♠6,♣4 | Pair
♠5,♠3,♥3,♦8,♣4 | Pair
♥8,♠Q,♠3,♣J,♥3 | Pair
♥8,♠Q,♠3,♣J,♦8 | Pair
♥8,♠Q,♠3,♠T,♥3 | Pair
♥8,♠Q,♠3,♠T,♦8 | Pair
♥8,♠Q,♠3,♥3,♠6 | Pair
♥8,♠Q,♠3,♥3,♦8 | Two Pairs
♥8,♠Q,♠3,♥3,♣4 | Pair
♥8,♠Q,♠3,♠6,♦8 | Pair
♥8,♠Q,♠3,♦8,♣4 | Pair
♥8,♠Q,♣J,♠T,♦8 | Pair
♥8,♠Q,♣J,♥3,♦8 | Pair
♥8,♠Q,♣J,♠6,♦8 | Pair
♥8,♠Q,♣J,♦8,♣4 | Pair
♥8,♠Q,♠T,♥3,♦8 | Pair
♥8,♠Q,♠T,♠6,♦8 | Pair
♥8,♠Q,♠T,♦8,♣4 | Pair
♥8,♠Q,♥3,♠6,♦8 | Pair
♥8,♠Q,♥3,♦8,♣4 | Pair
♥8,♠Q,♠6,♦8,♣4 | Pair
♥8,♠3,♣J,♠T,♥3 | Pair
♥8,♠3,♣J,♠T,♦8 | Pair
♥8,♠3,♣J,♥3,♠6 | Pair
♥8,♠3,♣J,♥3,♦8 | Two Pairs
♥8,♠3,♣J,♥3,♣4 | Pair
♥8,♠3,♣J,♠6,♦8 | Pair
♥8,♠3,♣J,♦8,♣4 | Pair
♥8,♠3,♠T,♥3,♠6 | Pair
♥8,♠3,♠T,♥3,♦8 | Two Pairs
♥8,♠3,♠T,♥3,♣4 | Pair
♥8,♠3,♠T,♠6,♦8 | Pair
♥8,♠3,♠T,♦8,♣4 | Pair
♥8,♠3,♥3,♠6,♦8 | Two Pairs
♥8,♠3,♥3,♠6,♣4 | Pair
♥8,♠3,♥3,♦8,♣4 | Two Pairs
♥8,♠3,♠6,♦8,♣4 | Pair
♥8,♣J,♠T,♥3,♦8 | Pair
♥8,♣J,♠T,♠6,♦8 | Pair
♥8,♣J,♠T,♦8,♣4 | Pair
♥8,♣J,♥3,♠6,♦8 | Pair
♥8,♣J,♥3,♦8,♣4 | Pair
♥8,♣J,♠6,♦8,♣4 | Pair
♥8,♠T,♥3,♠6,♦8 | Pair
♥8,♠T,♥3,♦8,♣4 | Pair
♥8,♠T,♠6,♦8,♣4 | Pair
♥8,♥3,♠6,♦8,♣4 | Pair
♠Q,♠3,♣J,♠T,♥3 | Pair
♠Q,♠3,♣J,♥3,♠6 | Pair
♠Q,♠3,♣J,♥3,♦8 | Pair
♠Q,♠3,♣J,♥3,♣4 | Pair
♠Q,♠3,♠T,♥3,♠6 | Pair
♠Q,♠3,♠T,♥3,♦8 | Pair
♠Q,♠3,♠T,♥3,♣4 | Pair
♠Q,♠3,♥3,♠6,♦8 | Pair
♠Q,♠3,♥3,♠6,♣4 | Pair
♠Q,♠3,♥3,♦8,♣4 | Pair
♠3,♣J,♠T,♥3,♠6 | Pair
♠3,♣J,♠T,♥3,♦8 | Pair
♠3,♣J,♠T,♥3,♣4 | Pair
♠3,♣J,♥3,♠6,♦8 | Pair
♠3,♣J,♥3,♠6,♣4 | Pair
♠3,♣J,♥3,♦8,♣4 | Pair
♠3,♠T,♥3,♠6,♦8 | Pair
♠3,♠T,♥3,♠6,♣4 | Pair
♠3,♠T,♥3,♦8,♣4 | Pair
♠3,♥3,♠6,♦8,♣4 | Pair
