♦7, ♠10, ♥K, ♣3, ♥3 | pair
♠10, ♣3, ♠9, ♥K, ♥K | pair
♠10, ♣3, ♠9, ♥K, ♣10 | pair
♠10, ♣3, ♠9, ♥K, ♣10 | pair
♠10, ♣3, ♠9, ♥4, ♣10 | pair
♠10, ♣3, ♠9, ♣2, ♣10 | pair
♠10, ♣3, ♠9, ♦Q, ♣10 | pair
♠10, ♣3, ♠9, ♣10, ♠A | pair
♠10, ♣3, ♠9, ♥3, ♠7 | pair
♠10, ♣3, ♠9, ♥3, ♣A | pair
♠10, ♣3, ♠9, ♥3, ♥K | pair
♠10, ♣3, ♠9, ♥3, ♥K | pair
♠10, ♣3, ♠9, ♥3, ♥4 | pair
♠10, ♣3, ♠9, ♥3, ♣2 | pair
♠10, ♣3, ♠9, ♥3, ♦Q | pair
♠10, ♣3, ♠9, ♥3, ♣10 | two pairs
♠10, ♣3, ♠9, ♥3, ♠A | pair
♠10, ♣3, ♠9, ♠7, ♣10 | pair
♠10, ♣3, ♠9, ♣A, ♣10 | pair
♠10, ♣3, ♠9, ♣A, ♠A | pair
♠10, ♣3, ♠9, ♥K, ♥K | pair
♠10, ♣3, ♠9, ♥K, ♣10 | pair
♠10, ♣3, ♠9, ♥K, ♣10 | pair
♠10, ♣3, ♠9, ♥4, ♣10 | pair
♠10, ♣3, ♠9, ♣2, ♣10 | pair
♠10, ♣3, ♠9, ♦Q, ♣10 | pair
♠10, ♣3, ♠9, ♣10, ♠A | pair
♠10, ♣3, ♥3, ♠7, ♣A | pair
♠10, ♣3, ♥3, ♠7, ♥K | pair
♠10, ♣3, ♥3, ♠7, ♥K | pair
♠10, ♣3, ♥3, ♠7, ♥4 | pair
♠10, ♣3, ♥3, ♠7, ♣2 | pair
♠10, ♣3, ♥3, ♠7, ♦Q | pair
♠10, ♣3, ♥3, ♠7, ♣10 | two pairs
♠10, ♣3, ♥3, ♠7, ♠A | pair
♠10, ♣3, ♥3, ♣A, ♥K | pair
♠10, ♣3, ♥3, ♣A, ♥K | pair
♠10, ♣3, ♥3, ♣A, ♥4 | pair
♠10, ♣3, ♥3, ♣A, ♣2 | pair
♠10, ♣3, ♥3, ♣A, ♦Q | pair
♠10, ♣3, ♥3, ♣A, ♣10 | two pairs
♠10, ♣3, ♥3, ♣A, ♠A | two pairs
♠10, ♣3, ♥3, ♥K, ♥K | two pairs
♠10, ♣3, ♥3, ♥K, ♥4 | pair
♠10, ♣3, ♥3, ♥K, ♣2 | pair
♠10, ♣3, ♥3, ♥K, ♦Q | pair
♠10, ♣3, ♥3, ♥K, ♣10 | two pairs
♠10, ♣3, ♥3, ♥K, ♠A | pair
♠10, ♣3, ♥3, ♥K, ♥4 | pair
♠10, ♣3, ♥3, ♥K, ♣2 | pair
♠10, ♣3, ♥3, ♥K, ♦Q | pair
♠10, ♣3, ♥3, ♥K, ♣10 | two pairs
♠10, ♣3, ♥3, ♥K, ♠A | pair
♠10, ♣3, ♥3, ♥4, ♣2 | pair
♠10, ♣3, ♥3, ♥4, ♦Q | pair
♠10, ♣3, ♥3, ♥4, ♣10 | two pairs
♠10, ♣3, ♥3, ♥4, ♠A | pair
♠10, ♣3, ♥3, ♣2, ♦Q | pair
♠10, ♣3, ♥3, ♣2, ♣10 | two pairs
♠10, ♣3, ♥3, ♣2, ♠A | pair
♠10, ♣3, ♥3, ♦Q, ♣10 | two pairs
♠10, ♣3, ♥3, ♦Q, ♠A | pair
♠10, ♣3, ♥3, ♣10, ♠A | two pairs
♠10, ♣3, ♠7, ♣A, ♣10 | pair
♠10, ♣3, ♠7, ♣A, ♠A | pair
♠10, ♣3, ♠7, ♥K, ♥K | pair
♠10, ♣3, ♠7, ♥K, ♣10 | pair
♠10, ♣3, ♠7, ♥K, ♣10 | pair
♠10, ♣3, ♠7, ♥4, ♣10 | pair
♠10, ♣3, ♠7, ♣2, ♣10 | pair
♠10, ♣3, ♠7, ♦Q, ♣10 | pair
♠10, ♣3, ♠7, ♣10, ♠A | pair
♠10, ♣3, ♣A, ♥K, ♥K | pair
♠10, ♣3, ♣A, ♥K, ♣10 | pair
♠10, ♣3, ♣A, ♥K, ♠A | pair
♠10, ♣3, ♣A, ♥K, ♣10 | pair
♠10, ♣3, ♣A, ♥K, ♠A | pair
♠10, ♣3, ♣A, ♥4, ♣10 | pair
♠10, ♣3, ♣A, ♥4, ♠A | pair
♠10, ♣3, ♣A, ♣2, ♣10 | pair
♠10, ♣3, ♣A, ♣2, ♠A | pair
♠10, ♣3, ♣A, ♦Q, ♣10 | pair
♠10, ♣3, ♣A, ♦Q, ♠A | pair
♠10, ♣3, ♣A, ♣10, ♠A | two pairs
♠10, ♣3, ♥K, ♥K, ♥4 | pair
♠10, ♣3, ♥K, ♥K, ♣2 | pair
♠10, ♣3, ♥K, ♥K, ♦Q | pair
♠10, ♣3, ♥K, ♥K, ♣10 | two pairs
♠10, ♣3, ♥K, ♥K, ♠A | pair
♠10, ♣3, ♥K, ♥4, ♣10 | pair
♠10, ♣3, ♥K, ♣2, ♣10 | pair
♠10, ♣3, ♥K, ♦Q, ♣10 | pair
♠10, ♣3, ♥K, ♣10, ♠A | pair
♠10, ♣3, ♥K, ♥4, ♣10 | pair
♠10, ♣3, ♥K, ♣2, ♣10 | pair
♠10, ♣3, ♥K, ♦Q, ♣10 | pair
♠10, ♣3, ♥K, ♣10, ♠A | pair
♠10, ♣3, ♥4, ♣2, ♣10 | pair
♠10, ♣3, ♥4, ♦Q, ♣10 | pair
♠10, ♣3, ♥4, ♣10, ♠A | pair
♠10, ♣3, ♣2, ♦Q, ♣10 | pair
♠10, ♣3, ♣2, ♣10, ♠A | pair
♠10, ♣3, ♦Q, ♣10, ♠A | pair
♠10, ♠9, ♠9, ♥3, ♠7 | pair
♠10, ♠9, ♠9, ♥3, ♣A | pair
♠10, ♠9, ♠9, ♥3, ♥K | pair
♠10, ♠9, ♠9, ♥3, ♥K | pair
♠10, ♠9, ♠9, ♥3, ♥4 | pair
♠10, ♠9, ♠9, ♥3, ♣2 | pair
♠10, ♠9, ♠9, ♥3, ♦Q | pair
♠10, ♠9, ♠9, ♥3, ♣10 | two pairs
♠10, ♠9, ♠9, ♥3, ♠A | pair
♠10, ♠9, ♠9, ♠7, ♣A | pair
♠10, ♠9, ♠9, ♠7, ♥K | pair
♠10, ♠9, ♠9, ♠7, ♥K | pair
♠10, ♠9, ♠9, ♠7, ♥4 | pair
♠10, ♠9, ♠9, ♠7, ♣2 | pair
♠10, ♠9, ♠9, ♠7, ♦Q | pair
♠10, ♠9, ♠9, ♠7, ♣10 | two pairs
♠10, ♠9, ♠9, ♠7, ♠A | flush
♠10, ♠9, ♠9, ♣A, ♥K | pair
♠10, ♠9, ♠9, ♣A, ♥K | pair
♠10, ♠9, ♠9, ♣A, ♥4 | pair
♠10, ♠9, ♠9, ♣A, ♣2 | pair
♠10, ♠9, ♠9, ♣A, ♦Q | pair
♠10, ♠9, ♠9, ♣A, ♣10 | two pairs
♠10, ♠9, ♠9, ♣A, ♠A | two pairs
♠10, ♠9, ♠9, ♥K, ♥K | two pairs
♠10, ♠9, ♠9, ♥K, ♥4 | pair
♠10, ♠9, ♠9, ♥K, ♣2 | pair
♠10, ♠9, ♠9, ♥K, ♦Q | pair
♠10, ♠9, ♠9, ♥K, ♣10 | two pairs
♠10, ♠9, ♠9, ♥K, ♠A | pair
♠10, ♠9, ♠9, ♥K, ♥4 | pair
♠10, ♠9, ♠9, ♥K, ♣2 | pair
♠10, ♠9, ♠9, ♥K, ♦Q | pair
♠10, ♠9, ♠9, ♥K, ♣10 | two pairs
♠10, ♠9, ♠9, ♥K, ♠A | pair
♠10, ♠9, ♠9, ♥4, ♣2 | pair
♠10, ♠9, ♠9, ♥4, ♦Q | pair
♠10, ♠9, ♠9, ♥4, ♣10 | two pairs
♠10, ♠9, ♠9, ♥4, ♠A | pair
♠10, ♠9, ♠9, ♣2, ♦Q | pair
♠10, ♠9, ♠9, ♣2, ♣10 | two pairs
♠10, ♠9, ♠9, ♣2, ♠A | pair
♠10, ♠9, ♠9, ♦Q, ♣10 | two pairs
♠10, ♠9, ♠9, ♦Q, ♠A | pair
♠10, ♠9, ♠9, ♣10, ♠A | two pairs
♠10, ♠9, ♥3, ♠7, ♣10 | pair
♠10, ♠9, ♥3, ♣A, ♣10 | pair
♠10, ♠9, ♥3, ♣A, ♠A | pair
♠10, ♠9, ♥3, ♥K, ♥K | pair
♠10, ♠9, ♥3, ♥K, ♣10 | pair
♠10, ♠9, ♥3, ♥K, ♣10 | pair
♠10, ♠9, ♥3, ♥4, ♣10 | pair
♠10, ♠9, ♥3, ♣2, ♣10 | pair
♠10, ♠9, ♥3, ♦Q, ♣10 | pair
♠10, ♠9, ♥3, ♣10, ♠A | pair
♠10, ♠9, ♠7, ♣A, ♣10 | pair
♠10, ♠9, ♠7, ♣A, ♠A | pair
♠10, ♠9, ♠7, ♥K, ♥K | pair
♠10, ♠9, ♠7, ♥K, ♣10 | pair
♠10, ♠9, ♠7, ♥K, ♣10 | pair
♠10, ♠9, ♠7, ♥4, ♣10 | pair
♠10, ♠9, ♠7, ♣2, ♣10 | pair
♠10, ♠9, ♠7, ♦Q, ♣10 | pair
♠10, ♠9, ♠7, ♣10, ♠A | pair
♠10, ♠9, ♣A, ♥K, ♥K | pair
♠10, ♠9, ♣A, ♥K, ♣10 | pair
♠10, ♠9, ♣A, ♥K, ♠A | pair
♠10, ♠9, ♣A, ♥K, ♣10 | pair
♠10, ♠9, ♣A, ♥K, ♠A | pair
♠10, ♠9, ♣A, ♥4, ♣10 | pair
♠10, ♠9, ♣A, ♥4, ♠A | pair
♠10, ♠9, ♣A, ♣2, ♣10 | pair
♠10, ♠9, ♣A, ♣2, ♠A | pair
♠10, ♠9, ♣A, ♦Q, ♣10 | pair
♠10, ♠9, ♣A, ♦Q, ♠A | pair
♠10, ♠9, ♣A, ♣10, ♠A | two pairs
♠10, ♠9, ♥K, ♥K, ♥4 | pair
♠10, ♠9, ♥K, ♥K, ♣2 | pair
♠10, ♠9, ♥K, ♥K, ♦Q | pair
♠10, ♠9, ♥K, ♥K, ♣10 | two pairs
♠10, ♠9, ♥K, ♥K, ♠A | pair
♠10, ♠9, ♥K, ♥4, ♣10 | pair
♠10, ♠9, ♥K, ♣2, ♣10 | pair
♠10, ♠9, ♥K, ♦Q, ♣10 | pair
♠10, ♠9, ♥K, ♣10, ♠A | pair
♠10, ♠9, ♥K, ♥4, ♣10 | pair
♠10, ♠9, ♥K, ♣2, ♣10 | pair
♠10, ♠9, ♥K, ♦Q, ♣10 | pair
♠10, ♠9, ♥K, ♣10, ♠A | pair
♠10, ♠9, ♥4, ♣2, ♣10 | pair
♠10, ♠9, ♥4, ♦Q, ♣10 | pair
♠10, ♠9, ♥4, ♣10, ♠A | pair
♠10, ♠9, ♣2, ♦Q, ♣10 | pair
♠10, ♠9, ♣2, ♣10, ♠A | pair
♠10, ♠9, ♦Q, ♣10, ♠A | pair
♠10, ♠9, ♥3, ♠7, ♣10 | pair
♠10, ♠9, ♥3, ♣A, ♣10 | pair
♠10, ♠9, ♥3, ♣A, ♠A | pair
♠10, ♠9, ♥3, ♥K, ♥K | pair
♠10, ♠9, ♥3, ♥K, ♣10 | pair
♠10, ♠9, ♥3, ♥K, ♣10 | pair
♠10, ♠9, ♥3, ♥4, ♣10 | pair
♠10, ♠9, ♥3, ♣2, ♣10 | pair
♠10, ♠9, ♥3, ♦Q, ♣10 | pair
♠10, ♠9, ♥3, ♣10, ♠A | pair
♠10, ♠9, ♠7, ♣A, ♣10 | pair
♠10, ♠9, ♠7, ♣A, ♠A | pair
♠10, ♠9, ♠7, ♥K, ♥K | pair
♠10, ♠9, ♠7, ♥K, ♣10 | pair
♠10, ♠9, ♠7, ♥K, ♣10 | pair
♠10, ♠9, ♠7, ♥4, ♣10 | pair
♠10, ♠9, ♠7, ♣2, ♣10 | pair
♠10, ♠9, ♠7, ♦Q, ♣10 | pair
♠10, ♠9, ♠7, ♣10, ♠A | pair
♠10, ♠9, ♣A, ♥K, ♥K | pair
♠10, ♠9, ♣A, ♥K, ♣10 | pair
♠10, ♠9, ♣A, ♥K, ♠A | pair
♠10, ♠9, ♣A, ♥K, ♣10 | pair
♠10, ♠9, ♣A, ♥K, ♠A | pair
♠10, ♠9, ♣A, ♥4, ♣10 | pair
♠10, ♠9, ♣A, ♥4, ♠A | pair
♠10, ♠9, ♣A, ♣2, ♣10 | pair
♠10, ♠9, ♣A, ♣2, ♠A | pair
♠10, ♠9, ♣A, ♦Q, ♣10 | pair
♠10, ♠9, ♣A, ♦Q, ♠A | pair
♠10, ♠9, ♣A, ♣10, ♠A | two pairs
♠10, ♠9, ♥K, ♥K, ♥4 | pair
♠10, ♠9, ♥K, ♥K, ♣2 | pair
♠10, ♠9, ♥K, ♥K, ♦Q | pair
♠10, ♠9, ♥K, ♥K, ♣10 | two pairs
♠10, ♠9, ♥K, ♥K, ♠A | pair
♠10, ♠9, ♥K, ♥4, ♣10 | pair
♠10, ♠9, ♥K, ♣2, ♣10 | pair
♠10, ♠9, ♥K, ♦Q, ♣10 | pair
♠10, ♠9, ♥K, ♣10, ♠A | pair
♠10, ♠9, ♥K, ♥4, ♣10 | pair
♠10, ♠9, ♥K, ♣2, ♣10 | pair
♠10, ♠9, ♥K, ♦Q, ♣10 | pair
♠10, ♠9, ♥K, ♣10, ♠A | pair
♠10, ♠9, ♥4, ♣2, ♣10 | pair
♠10, ♠9, ♥4, ♦Q, ♣10 | pair
♠10, ♠9, ♥4, ♣10, ♠A | pair
♠10, ♠9, ♣2, ♦Q, ♣10 | pair
♠10, ♠9, ♣2, ♣10, ♠A | pair
♠10, ♠9, ♦Q, ♣10, ♠A | pair
♠10, ♥3, ♠7, ♣A, ♣10 | pair
♠10, ♥3, ♠7, ♣A, ♠A | pair
♠10, ♥3, ♠7, ♥K, ♥K | pair
♠10, ♥3, ♠7, ♥K, ♣10 | pair
♠10, ♥3, ♠7, ♥K, ♣10 | pair
♠10, ♥3, ♠7, ♥4, ♣10 | pair
♠10, ♥3, ♠7, ♣2, ♣10 | pair
♠10, ♥3, ♠7, ♦Q, ♣10 | pair
♠10, ♥3, ♠7, ♣10, ♠A | pair
♠10, ♥3, ♣A, ♥K, ♥K | pair
♠10, ♥3, ♣A, ♥K, ♣10 | pair
♠10, ♥3, ♣A, ♥K, ♠A | pair
♠10, ♥3, ♣A, ♥K, ♣10 | pair
♠10, ♥3, ♣A, ♥K, ♠A | pair
♠10, ♥3, ♣A, ♥4, ♣10 | pair
♠10, ♥3, ♣A, ♥4, ♠A | pair
♠10, ♥3, ♣A, ♣2, ♣10 | pair
♠10, ♥3, ♣A, ♣2, ♠A | pair
♠10, ♥3, ♣A, ♦Q, ♣10 | pair
♠10, ♥3, ♣A, ♦Q, ♠A | pair
♠10, ♥3, ♣A, ♣10, ♠A | two pairs
♠10, ♥3, ♥K, ♥K, ♥4 | pair
♠10, ♥3, ♥K, ♥K, ♣2 | pair
♠10, ♥3, ♥K, ♥K, ♦Q | pair
♠10, ♥3, ♥K, ♥K, ♣10 | two pairs
♠10, ♥3, ♥K, ♥K, ♠A | pair
♠10, ♥3, ♥K, ♥4, ♣10 | pair
♠10, ♥3, ♥K, ♣2, ♣10 | pair
♠10, ♥3, ♥K, ♦Q, ♣10 | pair
♠10, ♥3, ♥K, ♣10, ♠A | pair
♠10, ♥3, ♥K, ♥4, ♣10 | pair
♠10, ♥3, ♥K, ♣2, ♣10 | pair
♠10, ♥3, ♥K, ♦Q, ♣10 | pair
♠10, ♥3, ♥K, ♣10, ♠A | pair
♠10, ♥3, ♥4, ♣2, ♣10 | pair
♠10, ♥3, ♥4, ♦Q, ♣10 | pair
♠10, ♥3, ♥4, ♣10, ♠A | pair
♠10, ♥3, ♣2, ♦Q, ♣10 | pair
♠10, ♥3, ♣2, ♣10, ♠A | pair
♠10, ♥3, ♦Q, ♣10, ♠A | pair
♠10, ♠7, ♣A, ♥K, ♥K | pair
♠10, ♠7, ♣A, ♥K, ♣10 | pair
♠10, ♠7, ♣A, ♥K, ♠A | pair
♠10, ♠7, ♣A, ♥K, ♣10 | pair
♠10, ♠7, ♣A, ♥K, ♠A | pair
♠10, ♠7, ♣A, ♥4, ♣10 | pair
♠10, ♠7, ♣A, ♥4, ♠A | pair
♠10, ♠7, ♣A, ♣2, ♣10 | pair
♠10, ♠7, ♣A, ♣2, ♠A | pair
♠10, ♠7, ♣A, ♦Q, ♣10 | pair
♠10, ♠7, ♣A, ♦Q, ♠A | pair
♠10, ♠7, ♣A, ♣10, ♠A | two pairs
♠10, ♠7, ♥K, ♥K, ♥4 | pair
♠10, ♠7, ♥K, ♥K, ♣2 | pair
♠10, ♠7, ♥K, ♥K, ♦Q | pair
♠10, ♠7, ♥K, ♥K, ♣10 | two pairs
♠10, ♠7, ♥K, ♥K, ♠A | pair
♠10, ♠7, ♥K, ♥4, ♣10 | pair
♠10, ♠7, ♥K, ♣2, ♣10 | pair
♠10, ♠7, ♥K, ♦Q, ♣10 | pair
♠10, ♠7, ♥K, ♣10, ♠A | pair
♠10, ♠7, ♥K, ♥4, ♣10 | pair
♠10, ♠7, ♥K, ♣2, ♣10 | pair
♠10, ♠7, ♥K, ♦Q, ♣10 | pair
♠10, ♠7, ♥K, ♣10, ♠A | pair
♠10, ♠7, ♥4, ♣2, ♣10 | pair
♠10, ♠7, ♥4, ♦Q, ♣10 | pair
♠10, ♠7, ♥4, ♣10, ♠A | pair
♠10, ♠7, ♣2, ♦Q, ♣10 | pair
♠10, ♠7, ♣2, ♣10, ♠A | pair
♠10, ♠7, ♦Q, ♣10, ♠A | pair
♠10, ♣A, ♥K, ♥K, ♥4 | pair
♠10, ♣A, ♥K, ♥K, ♣2 | pair
♠10, ♣A, ♥K, ♥K, ♦Q | pair
♠10, ♣A, ♥K, ♥K, ♣10 | two pairs
♠10, ♣A, ♥K, ♥K, ♠A | two pairs
♠10, ♣A, ♥K, ♥4, ♣10 | pair
♠10, ♣A, ♥K, ♥4, ♠A | pair
♠10, ♣A, ♥K, ♣2, ♣10 | pair
♠10, ♣A, ♥K, ♣2, ♠A | pair
♠10, ♣A, ♥K, ♦Q, ♣10 | pair
♠10, ♣A, ♥K, ♦Q, ♠A | pair
♠10, ♣A, ♥K, ♣10, ♠A | two pairs
♠10, ♣A, ♥K, ♥4, ♣10 | pair
♠10, ♣A, ♥K, ♥4, ♠A | pair
♠10, ♣A, ♥K, ♣2, ♣10 | pair
♠10, ♣A, ♥K, ♣2, ♠A | pair
♠10, ♣A, ♥K, ♦Q, ♣10 | pair
♠10, ♣A, ♥K, ♦Q, ♠A | pair
♠10, ♣A, ♥K, ♣10, ♠A | two pairs
♠10, ♣A, ♥4, ♣2, ♣10 | pair
♠10, ♣A, ♥4, ♣2, ♠A | pair
♠10, ♣A, ♥4, ♦Q, ♣10 | pair
♠10, ♣A, ♥4, ♦Q, ♠A | pair
♠10, ♣A, ♥4, ♣10, ♠A | two pairs
♠10, ♣A, ♣2, ♦Q, ♣10 | pair
♠10, ♣A, ♣2, ♦Q, ♠A | pair
♠10, ♣A, ♣2, ♣10, ♠A | two pairs
♠10, ♣A, ♦Q, ♣10, ♠A | two pairs
♠10, ♥K, ♥K, ♥4, ♣2 | pair
♠10, ♥K, ♥K, ♥4, ♦Q | pair
♠10, ♥K, ♥K, ♥4, ♣10 | two pairs
♠10, ♥K, ♥K, ♥4, ♠A | pair
♠10, ♥K, ♥K, ♣2, ♦Q | pair
♠10, ♥K, ♥K, ♣2, ♣10 | two pairs
♠10, ♥K, ♥K, ♣2, ♠A | pair
♠10, ♥K, ♥K, ♦Q, ♣10 | two pairs
♠10, ♥K, ♥K, ♦Q, ♠A | pair
♠10, ♥K, ♥K, ♣10, ♠A | two pairs
♠10, ♥K, ♥4, ♣2, ♣10 | pair
♠10, ♥K, ♥4, ♦Q, ♣10 | pair
♠10, ♥K, ♥4, ♣10, ♠A | pair
♠10, ♥K, ♣2, ♦Q, ♣10 | pair
♠10, ♥K, ♣2, ♣10, ♠A | pair
♠10, ♥K, ♦Q, ♣10, ♠A | pair
♠10, ♥K, ♥4, ♣2, ♣10 | pair
♠10, ♥K, ♥4, ♦Q, ♣10 | pair
♠10, ♥K, ♥4, ♣10, ♠A | pair
♠10, ♥K, ♣2, ♦Q, ♣10 | pair
♠10, ♥K, ♣2, ♣10, ♠A | pair
♠10, ♥K, ♦Q, ♣10, ♠A | pair
♠10, ♥4, ♣2, ♦Q, ♣10 | pair
♠10, ♥4, ♣2, ♣10, ♠A | pair
♠10, ♥4, ♦Q, ♣10, ♠A | pair
♠10, ♣2, ♦Q, ♣10, ♠A | pair
♥K, ♣3, ♠9, ♠9, ♥3 | two pairs
♥K, ♣3, ♠9, ♠9, ♠7 | pair
♥K, ♣3, ♠9, ♠9, ♣A | pair
♥K, ♣3, ♠9, ♠9, ♥K | two pairs
♥K, ♣3, ♠9, ♠9, ♥K | two pairs
♥K, ♣3, ♠9, ♠9, ♥4 | pair
♥K, ♣3, ♠9, ♠9, ♣2 | pair
♥K, ♣3, ♠9, ♠9, ♦Q | pair
♥K, ♣3, ♠9, ♠9, ♣10 | pair
♥K, ♣3, ♠9, ♠9, ♠A | pair
♥K, ♣3, ♠9, ♥3, ♠7 | pair
♥K, ♣3, ♠9, ♥3, ♣A | pair
♥K, ♣3, ♠9, ♥3, ♥K | two pairs
♥K, ♣3, ♠9, ♥3, ♥K | two pairs
♥K, ♣3, ♠9, ♥3, ♥4 | pair
♥K, ♣3, ♠9, ♥3, ♣2 | pair
♥K, ♣3, ♠9, ♥3, ♦Q | pair
♥K, ♣3, ♠9, ♥3, ♣10 | pair
♥K, ♣3, ♠9, ♥3, ♠A | pair
♥K, ♣3, ♠9, ♠7, ♥K | pair
♥K, ♣3, ♠9, ♠7, ♥K | pair
♥K, ♣3, ♠9, ♣A, ♥K | pair
♥K, ♣3, ♠9, ♣A, ♥K | pair
♥K, ♣3, ♠9, ♣A, ♠A | pair
♥K, ♣3, ♠9, ♥K, ♥K | three of a kind
♥K, ♣3, ♠9, ♥K, ♥4 | pair
♥K, ♣3, ♠9, ♥K, ♣2 | pair
♥K, ♣3, ♠9, ♥K, ♦Q | pair
♥K, ♣3, ♠9, ♥K, ♣10 | pair
♥K, ♣3, ♠9, ♥K, ♠A | pair
♥K, ♣3, ♠9, ♥K, ♥4 | pair
♥K, ♣3, ♠9, ♥K, ♣2 | pair
♥K, ♣3, ♠9, ♥K, ♦Q | pair
♥K, ♣3, ♠9, ♥K, ♣10 | pair
♥K, ♣3, ♠9, ♥K, ♠A | pair
♥K, ♣3, ♠9, ♥3, ♠7 | pair
♥K, ♣3, ♠9, ♥3, ♣A | pair
♥K, ♣3, ♠9, ♥3, ♥K | two pairs
♥K, ♣3, ♠9, ♥3, ♥K | two pairs
♥K, ♣3, ♠9, ♥3, ♥4 | pair
♥K, ♣3, ♠9, ♥3, ♣2 | pair
♥K, ♣3, ♠9, ♥3, ♦Q | pair
♥K, ♣3, ♠9, ♥3, ♣10 | pair
♥K, ♣3, ♠9, ♥3, ♠A | pair
♥K, ♣3, ♠9, ♠7, ♥K | pair
♥K, ♣3, ♠9, ♠7, ♥K | pair
♥K, ♣3, ♠9, ♣A, ♥K | pair
♥K, ♣3, ♠9, ♣A, ♥K | pair
♥K, ♣3, ♠9, ♣A, ♠A | pair
♥K, ♣3, ♠9, ♥K, ♥K | three of a kind
♥K, ♣3, ♠9, ♥K, ♥4 | pair
♥K, ♣3, ♠9, ♥K, ♣2 | pair
♥K, ♣3, ♠9, ♥K, ♦Q | pair
♥K, ♣3, ♠9, ♥K, ♣10 | pair
♥K, ♣3, ♠9, ♥K, ♠A | pair
♥K, ♣3, ♠9, ♥K, ♥4 | pair
♥K, ♣3, ♠9, ♥K, ♣2 | pair
♥K, ♣3, ♠9, ♥K, ♦Q | pair
♥K, ♣3, ♠9, ♥K, ♣10 | pair
♥K, ♣3, ♠9, ♥K, ♠A | pair
♥K, ♣3, ♥3, ♠7, ♣A | pair
♥K, ♣3, ♥3, ♠7, ♥K | two pairs
♥K, ♣3, ♥3, ♠7, ♥K | two pairs
♥K, ♣3, ♥3, ♠7, ♥4 | pair
♥K, ♣3, ♥3, ♠7, ♣2 | pair
♥K, ♣3, ♥3, ♠7, ♦Q | pair
♥K, ♣3, ♥3, ♠7, ♣10 | pair
♥K, ♣3, ♥3, ♠7, ♠A | pair
♥K, ♣3, ♥3, ♣A, ♥K | two pairs
♥K, ♣3, ♥3, ♣A, ♥K | two pairs
♥K, ♣3, ♥3, ♣A, ♥4 | pair
♥K, ♣3, ♥3, ♣A, ♣2 | pair
♥K, ♣3, ♥3, ♣A, ♦Q | pair
♥K, ♣3, ♥3, ♣A, ♣10 | pair
♥K, ♣3, ♥3, ♣A, ♠A | two pairs
♥K, ♣3, ♥3, ♥K, ♥K | fullhouse
♥K, ♣3, ♥3, ♥K, ♥4 | two pairs
♥K, ♣3, ♥3, ♥K, ♣2 | two pairs
♥K, ♣3, ♥3, ♥K, ♦Q | two pairs
♥K, ♣3, ♥3, ♥K, ♣10 | two pairs
♥K, ♣3, ♥3, ♥K, ♠A | two pairs
♥K, ♣3, ♥3, ♥K, ♥4 | two pairs
♥K, ♣3, ♥3, ♥K, ♣2 | two pairs
♥K, ♣3, ♥3, ♥K, ♦Q | two pairs
♥K, ♣3, ♥3, ♥K, ♣10 | two pairs
♥K, ♣3, ♥3, ♥K, ♠A | two pairs
♥K, ♣3, ♥3, ♥4, ♣2 | pair
♥K, ♣3, ♥3, ♥4, ♦Q | pair
♥K, ♣3, ♥3, ♥4, ♣10 | pair
♥K, ♣3, ♥3, ♥4, ♠A | pair
♥K, ♣3, ♥3, ♣2, ♦Q | pair
♥K, ♣3, ♥3, ♣2, ♣10 | pair
♥K, ♣3, ♥3, ♣2, ♠A | pair
♥K, ♣3, ♥3, ♦Q, ♣10 | pair
♥K, ♣3, ♥3, ♦Q, ♠A | pair
♥K, ♣3, ♥3, ♣10, ♠A | pair
♥K, ♣3, ♠7, ♣A, ♥K | pair
♥K, ♣3, ♠7, ♣A, ♥K | pair
♥K, ♣3, ♠7, ♣A, ♠A | pair
♥K, ♣3, ♠7, ♥K, ♥K | three of a kind
♥K, ♣3, ♠7, ♥K, ♥4 | pair
♥K, ♣3, ♠7, ♥K, ♣2 | pair
♥K, ♣3, ♠7, ♥K, ♦Q | pair
♥K, ♣3, ♠7, ♥K, ♣10 | pair
♥K, ♣3, ♠7, ♥K, ♠A | pair
♥K, ♣3, ♠7, ♥K, ♥4 | pair
♥K, ♣3, ♠7, ♥K, ♣2 | pair
♥K, ♣3, ♠7, ♥K, ♦Q | pair
♥K, ♣3, ♠7, ♥K, ♣10 | pair
♥K, ♣3, ♠7, ♥K, ♠A | pair
♥K, ♣3, ♣A, ♥K, ♥K | three of a kind
♥K, ♣3, ♣A, ♥K, ♥4 | pair
♥K, ♣3, ♣A, ♥K, ♣2 | pair
♥K, ♣3, ♣A, ♥K, ♦Q | pair
♥K, ♣3, ♣A, ♥K, ♣10 | pair
♥K, ♣3, ♣A, ♥K, ♠A | two pairs
♥K, ♣3, ♣A, ♥K, ♥4 | pair
♥K, ♣3, ♣A, ♥K, ♣2 | pair
♥K, ♣3, ♣A, ♥K, ♦Q | pair
♥K, ♣3, ♣A, ♥K, ♣10 | pair
♥K, ♣3, ♣A, ♥K, ♠A | two pairs
♥K, ♣3, ♣A, ♥4, ♠A | pair
♥K, ♣3, ♣A, ♣2, ♠A | pair
♥K, ♣3, ♣A, ♦Q, ♠A | pair
♥K, ♣3, ♣A, ♣10, ♠A | pair
♥K, ♣3, ♥K, ♥K, ♥4 | three of a kind
