♦7, ♣Q, ♠J, ♣3, ♥3 | pair
♠J, ♣3, ♠10, ♥K, ♥J | pair
♠J, ♣3, ♠10, ♥J, ♦4 | pair
♠J, ♣3, ♠10, ♥J, ♥4 | pair
♠J, ♣3, ♠10, ♥J, ♥8 | pair
♠J, ♣3, ♠10, ♦4, ♥4 | pair
♠J, ♣3, ♠K, ♣A, ♥K | pair
♠J, ♣3, ♠K, ♣A, ♥J | pair
♠J, ♣3, ♠K, ♥K, ♥J | two pairs
♠J, ♣3, ♠K, ♥K, ♦4 | pair
♠J, ♣3, ♠K, ♥K, ♥4 | pair
♠J, ♣3, ♠K, ♥K, ♥8 | pair
♠J, ♣3, ♠K, ♥J, ♦4 | pair
♠J, ♣3, ♠K, ♥J, ♥4 | pair
♠J, ♣3, ♠K, ♥J, ♥8 | pair
♠J, ♣3, ♠K, ♦4, ♥4 | pair
♠J, ♣3, ♣A, ♥K, ♥J | pair
♠J, ♣3, ♣A, ♥J, ♦4 | pair
♠J, ♣3, ♣A, ♥J, ♥4 | pair
♠J, ♣3, ♣A, ♥J, ♥8 | pair
♠J, ♣3, ♣A, ♦4, ♥4 | pair
♠J, ♣3, ♥K, ♥J, ♦4 | pair
♠J, ♣3, ♥K, ♥J, ♥4 | pair
♠J, ♣3, ♥K, ♥J, ♥8 | pair
♠J, ♣3, ♥K, ♦4, ♥4 | pair
♠J, ♣3, ♥J, ♦4, ♥4 | two pairs
♠J, ♣3, ♥J, ♦4, ♥8 | pair
♠J, ♣3, ♥J, ♥4, ♥8 | pair
♠J, ♣3, ♦4, ♥4, ♥8 | pair
♠J, ♥K, ♥3, ♣Q, ♠K | pair
♠J, ♥K, ♥3, ♣Q, ♥K | pair
♠J, ♥K, ♥3, ♣Q, ♥J | pair
♠J, ♥K, ♥3, ♠10, ♠K | pair
♠J, ♥K, ♥3, ♠10, ♥K | pair
♠J, ♥K, ♥3, ♠10, ♥J | pair
♠J, ♥K, ♥3, ♠K, ♣A | pair
♠J, ♥K, ♥3, ♠K, ♥K | three of a kind
♠J, ♥K, ♥3, ♠K, ♥J | two pairs
♠J, ♥K, ♥3, ♠K, ♦4 | pair
♠J, ♥K, ♥3, ♠K, ♥4 | pair
♠J, ♥K, ♥3, ♠K, ♥8 | pair
♠J, ♥K, ♥3, ♣A, ♥K | pair
♠J, ♥K, ♥3, ♣A, ♥J | pair
♠J, ♥K, ♥3, ♥K, ♥J | two pairs
♠J, ♥K, ♥3, ♥K, ♦4 | pair
♠J, ♥K, ♥3, ♥K, ♥4 | pair
♠J, ♥K, ♥3, ♥K, ♥8 | pair
♠J, ♥K, ♥3, ♥J, ♦4 | pair
♠J, ♥K, ♥3, ♥J, ♥4 | pair
♠J, ♥K, ♥3, ♥J, ♥8 | pair
♠J, ♥K, ♥3, ♦4, ♥4 | pair
♠J, ♥K, ♣Q, ♠10, ♠K | pair
♠J, ♥K, ♣Q, ♠10, ♣A | straight
♠J, ♥K, ♣Q, ♠10, ♥K | pair
♠J, ♥K, ♣Q, ♠10, ♥J | pair
♠J, ♥K, ♣Q, ♠K, ♣A | pair
♠J, ♥K, ♣Q, ♠K, ♥K | three of a kind
♠J, ♥K, ♣Q, ♠K, ♥J | two pairs
♠J, ♥K, ♣Q, ♠K, ♦4 | pair
♠J, ♥K, ♣Q, ♠K, ♥4 | pair
♠J, ♥K, ♣Q, ♠K, ♥8 | pair
♠J, ♥K, ♣Q, ♣A, ♥K | pair
♠J, ♥K, ♣Q, ♣A, ♥J | pair
♠J, ♥K, ♣Q, ♥K, ♥J | two pairs
♠J, ♥K, ♣Q, ♥K, ♦4 | pair
♠J, ♥K, ♣Q, ♥K, ♥4 | pair
♠J, ♥K, ♣Q, ♥K, ♥8 | pair
♠J, ♥K, ♣Q, ♥J, ♦4 | pair
♠J, ♥K, ♣Q, ♥J, ♥4 | pair
♠J, ♥K, ♣Q, ♥J, ♥8 | pair
♠J, ♥K, ♣Q, ♦4, ♥4 | pair
♠J, ♥K, ♠10, ♠K, ♣A | pair
♠J, ♥K, ♠10, ♠K, ♥K | three of a kind
♠J, ♥K, ♠10, ♠K, ♥J | two pairs
♠J, ♥K, ♠10, ♠K, ♦4 | pair
♠J, ♥K, ♠10, ♠K, ♥4 | pair
♠J, ♥K, ♠10, ♠K, ♥8 | pair
♠J, ♥K, ♠10, ♣A, ♥K | pair
♠J, ♥K, ♠10, ♣A, ♥J | pair
♠J, ♥K, ♠10, ♥K, ♥J | two pairs
♠J, ♥K, ♠10, ♥K, ♦4 | pair
♠J, ♥K, ♠10, ♥K, ♥4 | pair
♠J, ♥K, ♠10, ♥K, ♥8 | pair
♠J, ♥K, ♠10, ♥J, ♦4 | pair
♠J, ♥K, ♠10, ♥J, ♥4 | pair
♠J, ♥K, ♠10, ♥J, ♥8 | pair
♠J, ♥K, ♠10, ♦4, ♥4 | pair
♠J, ♥K, ♠K, ♣A, ♥K | three of a kind
♠J, ♥K, ♠K, ♣A, ♥J | two pairs
♠J, ♥K, ♠K, ♣A, ♦4 | pair
♠J, ♥K, ♠K, ♣A, ♥4 | pair
♠J, ♥K, ♠K, ♣A, ♥8 | pair
♠J, ♥K, ♠K, ♥K, ♥J | fullhouse
♠J, ♥K, ♠K, ♥K, ♦4 | three of a kind
♠J, ♥K, ♠K, ♥K, ♥4 | three of a kind
♠J, ♥K, ♠K, ♥K, ♥8 | three of a kind
♠J, ♥K, ♠K, ♥J, ♦4 | two pairs
♠J, ♥K, ♠K, ♥J, ♥4 | two pairs
♠J, ♥K, ♠K, ♥J, ♥8 | two pairs
♠J, ♥K, ♠K, ♦4, ♥4 | two pairs
♠J, ♥K, ♠K, ♦4, ♥8 | pair
♠J, ♥K, ♠K, ♥4, ♥8 | pair
♠J, ♥K, ♣A, ♥K, ♥J | two pairs
♠J, ♥K, ♣A, ♥K, ♦4 | pair
♠J, ♥K, ♣A, ♥K, ♥4 | pair
♠J, ♥K, ♣A, ♥K, ♥8 | pair
♠J, ♥K, ♣A, ♥J, ♦4 | pair
♠J, ♥K, ♣A, ♥J, ♥4 | pair
♠J, ♥K, ♣A, ♥J, ♥8 | pair
♠J, ♥K, ♣A, ♦4, ♥4 | pair
♠J, ♥K, ♥K, ♥J, ♦4 | two pairs
♠J, ♥K, ♥K, ♥J, ♥4 | two pairs
♠J, ♥K, ♥K, ♥J, ♥8 | two pairs
♠J, ♥K, ♥K, ♦4, ♥4 | two pairs
♠J, ♥K, ♥K, ♦4, ♥8 | pair
♠J, ♥K, ♥K, ♥4, ♥8 | pair
♠J, ♥K, ♥J, ♦4, ♥4 | two pairs
♠J, ♥K, ♥J, ♦4, ♥8 | pair
♠J, ♥K, ♥J, ♥4, ♥8 | pair
♠J, ♥K, ♦4, ♥4, ♥8 | pair
♠J, ♥3, ♣Q, ♠10, ♥J | pair
♠J, ♥3, ♣Q, ♠K, ♥K | pair
♠J, ♥3, ♣Q, ♠K, ♥J | pair
♠J, ♥3, ♣Q, ♣A, ♥J | pair
♠J, ♥3, ♣Q, ♥K, ♥J | pair
♠J, ♥3, ♣Q, ♥J, ♦4 | pair
♠J, ♥3, ♣Q, ♥J, ♥4 | pair
♠J, ♥3, ♣Q, ♥J, ♥8 | pair
♠J, ♥3, ♣Q, ♦4, ♥4 | pair
♠J, ♥3, ♠10, ♠K, ♥K | pair
♠J, ♥3, ♠10, ♠K, ♥J | pair
♠J, ♥3, ♠10, ♣A, ♥J | pair
♠J, ♥3, ♠10, ♥K, ♥J | pair
♠J, ♥3, ♠10, ♥J, ♦4 | pair
♠J, ♥3, ♠10, ♥J, ♥4 | pair
♠J, ♥3, ♠10, ♥J, ♥8 | pair
♠J, ♥3, ♠10, ♦4, ♥4 | pair
♠J, ♥3, ♠K, ♣A, ♥K | pair
♠J, ♥3, ♠K, ♣A, ♥J | pair
♠J, ♥3, ♠K, ♥K, ♥J | two pairs
♠J, ♥3, ♠K, ♥K, ♦4 | pair
♠J, ♥3, ♠K, ♥K, ♥4 | pair
♠J, ♥3, ♠K, ♥K, ♥8 | pair
♠J, ♥3, ♠K, ♥J, ♦4 | pair
♠J, ♥3, ♠K, ♥J, ♥4 | pair
♠J, ♥3, ♠K, ♥J, ♥8 | pair
♠J, ♥3, ♠K, ♦4, ♥4 | pair
♠J, ♥3, ♣A, ♥K, ♥J | pair
♠J, ♥3, ♣A, ♥J, ♦4 | pair
♠J, ♥3, ♣A, ♥J, ♥4 | pair
♠J, ♥3, ♣A, ♥J, ♥8 | pair
♠J, ♥3, ♣A, ♦4, ♥4 | pair
♠J, ♥3, ♥K, ♥J, ♦4 | pair
♠J, ♥3, ♥K, ♥J, ♥4 | pair
♠J, ♥3, ♥K, ♥J, ♥8 | pair
♠J, ♥3, ♥K, ♦4, ♥4 | pair
♠J, ♥3, ♥J, ♦4, ♥4 | two pairs
♠J, ♥3, ♥J, ♦4, ♥8 | pair
♠J, ♥3, ♥J, ♥4, ♥8 | pair
♠J, ♥3, ♦4, ♥4, ♥8 | pair
♠J, ♣Q, ♠10, ♠K, ♣A | straight
♠J, ♣Q, ♠10, ♠K, ♥K | pair
♠J, ♣Q, ♠10, ♠K, ♥J | pair
♠J, ♣Q, ♠10, ♣A, ♥K | straight
♠J, ♣Q, ♠10, ♣A, ♥J | pair
♠J, ♣Q, ♠10, ♥K, ♥J | pair
♠J, ♣Q, ♠10, ♥J, ♦4 | pair
♠J, ♣Q, ♠10, ♥J, ♥4 | pair
♠J, ♣Q, ♠10, ♥J, ♥8 | pair
♠J, ♣Q, ♠10, ♦4, ♥4 | pair
♠J, ♣Q, ♠K, ♣A, ♥K | pair
♠J, ♣Q, ♠K, ♣A, ♥J | pair
♠J, ♣Q, ♠K, ♥K, ♥J | two pairs
♠J, ♣Q, ♠K, ♥K, ♦4 | pair
♠J, ♣Q, ♠K, ♥K, ♥4 | pair
♠J, ♣Q, ♠K, ♥K, ♥8 | pair
♠J, ♣Q, ♠K, ♥J, ♦4 | pair
♠J, ♣Q, ♠K, ♥J, ♥4 | pair
♠J, ♣Q, ♠K, ♥J, ♥8 | pair
♠J, ♣Q, ♠K, ♦4, ♥4 | pair
♠J, ♣Q, ♣A, ♥K, ♥J | pair
♠J, ♣Q, ♣A, ♥J, ♦4 | pair
♠J, ♣Q, ♣A, ♥J, ♥4 | pair
♠J, ♣Q, ♣A, ♥J, ♥8 | pair
♠J, ♣Q, ♣A, ♦4, ♥4 | pair
♠J, ♣Q, ♥K, ♥J, ♦4 | pair
♠J, ♣Q, ♥K, ♥J, ♥4 | pair
♠J, ♣Q, ♥K, ♥J, ♥8 | pair
♠J, ♣Q, ♥K, ♦4, ♥4 | pair
♠J, ♣Q, ♥J, ♦4, ♥4 | two pairs
♠J, ♣Q, ♥J, ♦4, ♥8 | pair
♠J, ♣Q, ♥J, ♥4, ♥8 | pair
♠J, ♣Q, ♦4, ♥4, ♥8 | pair
♠J, ♠10, ♠K, ♣A, ♥K | pair
♠J, ♠10, ♠K, ♣A, ♥J | pair
♠J, ♠10, ♠K, ♥K, ♥J | two pairs
♠J, ♠10, ♠K, ♥K, ♦4 | pair
♠J, ♠10, ♠K, ♥K, ♥4 | pair
♠J, ♠10, ♠K, ♥K, ♥8 | pair
♠J, ♠10, ♠K, ♥J, ♦4 | pair
♠J, ♠10, ♠K, ♥J, ♥4 | pair
♠J, ♠10, ♠K, ♥J, ♥8 | pair
♠J, ♠10, ♠K, ♦4, ♥4 | pair
♠J, ♠10, ♣A, ♥K, ♥J | pair
♠J, ♠10, ♣A, ♥J, ♦4 | pair
♠J, ♠10, ♣A, ♥J, ♥4 | pair
♠J, ♠10, ♣A, ♥J, ♥8 | pair
♠J, ♠10, ♣A, ♦4, ♥4 | pair
♠J, ♠10, ♥K, ♥J, ♦4 | pair
♠J, ♠10, ♥K, ♥J, ♥4 | pair
♠J, ♠10, ♥K, ♥J, ♥8 | pair
♠J, ♠10, ♥K, ♦4, ♥4 | pair
♠J, ♠10, ♥J, ♦4, ♥4 | two pairs
♠J, ♠10, ♥J, ♦4, ♥8 | pair
♠J, ♠10, ♥J, ♥4, ♥8 | pair
♠J, ♠10, ♦4, ♥4, ♥8 | pair
♠J, ♠K, ♣A, ♥K, ♥J | two pairs
♠J, ♠K, ♣A, ♥K, ♦4 | pair
♠J, ♠K, ♣A, ♥K, ♥4 | pair
♠J, ♠K, ♣A, ♥K, ♥8 | pair
♠J, ♠K, ♣A, ♥J, ♦4 | pair
♠J, ♠K, ♣A, ♥J, ♥4 | pair
♠J, ♠K, ♣A, ♥J, ♥8 | pair
♠J, ♠K, ♣A, ♦4, ♥4 | pair
♠J, ♠K, ♥K, ♥J, ♦4 | two pairs
♠J, ♠K, ♥K, ♥J, ♥4 | two pairs
♠J, ♠K, ♥K, ♥J, ♥8 | two pairs
♠J, ♠K, ♥K, ♦4, ♥4 | two pairs
♠J, ♠K, ♥K, ♦4, ♥8 | pair
♠J, ♠K, ♥K, ♥4, ♥8 | pair
♠J, ♠K, ♥J, ♦4, ♥4 | two pairs
♠J, ♠K, ♥J, ♦4, ♥8 | pair
♠J, ♠K, ♥J, ♥4, ♥8 | pair
♠J, ♠K, ♦4, ♥4, ♥8 | pair
♠J, ♣A, ♥K, ♥J, ♦4 | pair
♠J, ♣A, ♥K, ♥J, ♥4 | pair
♠J, ♣A, ♥K, ♥J, ♥8 | pair
♠J, ♣A, ♥K, ♦4, ♥4 | pair
♠J, ♣A, ♥J, ♦4, ♥4 | two pairs
♠J, ♣A, ♥J, ♦4, ♥8 | pair
♠J, ♣A, ♥J, ♥4, ♥8 | pair
♠J, ♣A, ♦4, ♥4, ♥8 | pair
♠J, ♥K, ♥J, ♦4, ♥4 | two pairs
♠J, ♥K, ♥J, ♦4, ♥8 | pair
♠J, ♥K, ♥J, ♥4, ♥8 | pair
♠J, ♥K, ♦4, ♥4, ♥8 | pair
♠J, ♥J, ♦4, ♥4, ♥8 | two pairs
♣3, ♥K, ♥3, ♣Q, ♠10 | pair
♣3, ♥K, ♥3, ♣Q, ♠K | two pairs
♣3, ♥K, ♥3, ♣Q, ♣A | pair
♣3, ♥K, ♥3, ♣Q, ♥K | two pairs
♣3, ♥K, ♥3, ♣Q, ♥J | pair
♣3, ♥K, ♥3, ♣Q, ♦4 | pair
♣3, ♥K, ♥3, ♣Q, ♥4 | pair
♣3, ♥K, ♥3, ♣Q, ♥8 | pair
♣3, ♥K, ♥3, ♠10, ♠K | two pairs
♣3, ♥K, ♥3, ♠10, ♣A | pair
♣3, ♥K, ♥3, ♠10, ♥K | two pairs
♣3, ♥K, ♥3, ♠10, ♥J | pair
♣3, ♥K, ♥3, ♠10, ♦4 | pair
♣3, ♥K, ♥3, ♠10, ♥4 | pair
♣3, ♥K, ♥3, ♠10, ♥8 | pair
♣3, ♥K, ♥3, ♠K, ♣A | two pairs
♣3, ♥K, ♥3, ♠K, ♥K | fullhouse
♣3, ♥K, ♥3, ♠K, ♥J | two pairs
♣3, ♥K, ♥3, ♠K, ♦4 | two pairs
♣3, ♥K, ♥3, ♠K, ♥4 | two pairs
♣3, ♥K, ♥3, ♠K, ♥8 | two pairs
♣3, ♥K, ♥3, ♣A, ♥K | two pairs
♣3, ♥K, ♥3, ♣A, ♥J | pair
♣3, ♥K, ♥3, ♣A, ♦4 | pair
♣3, ♥K, ♥3, ♣A, ♥4 | pair
♣3, ♥K, ♥3, ♣A, ♥8 | pair
♣3, ♥K, ♥3, ♥K, ♥J | two pairs
♣3, ♥K, ♥3, ♥K, ♦4 | two pairs
♣3, ♥K, ♥3, ♥K, ♥4 | two pairs
♣3, ♥K, ♥3, ♥K, ♥8 | two pairs
♣3, ♥K, ♥3, ♥J, ♦4 | pair
♣3, ♥K, ♥3, ♥J, ♥4 | pair
♣3, ♥K, ♥3, ♥J, ♥8 | pair
♣3, ♥K, ♥3, ♦4, ♥4 | two pairs
♣3, ♥K, ♥3, ♦4, ♥8 | pair
♣3, ♥K, ♥3, ♥4, ♥8 | pair
♣3, ♥K, ♣Q, ♠10, ♠K | pair
♣3, ♥K, ♣Q, ♠10, ♥K | pair
♣3, ♥K, ♣Q, ♠K, ♣A | pair
♣3, ♥K, ♣Q, ♠K, ♥K | three of a kind
♣3, ♥K, ♣Q, ♠K, ♥J | pair
♣3, ♥K, ♣Q, ♠K, ♦4 | pair
♣3, ♥K, ♣Q, ♠K, ♥4 | pair
♣3, ♥K, ♣Q, ♠K, ♥8 | pair
♣3, ♥K, ♣Q, ♣A, ♥K | pair
♣3, ♥K, ♣Q, ♥K, ♥J | pair
♣3, ♥K, ♣Q, ♥K, ♦4 | pair
♣3, ♥K, ♣Q, ♥K, ♥4 | pair
♣3, ♥K, ♣Q, ♥K, ♥8 | pair
♣3, ♥K, ♣Q, ♦4, ♥4 | pair
♣3, ♥K, ♠10, ♠K, ♣A | pair
♣3, ♥K, ♠10, ♠K, ♥K | three of a kind
♣3, ♥K, ♠10, ♠K, ♥J | pair
♣3, ♥K, ♠10, ♠K, ♦4 | pair
♣3, ♥K, ♠10, ♠K, ♥4 | pair
♣3, ♥K, ♠10, ♠K, ♥8 | pair
♣3, ♥K, ♠10, ♣A, ♥K | pair
♣3, ♥K, ♠10, ♥K, ♥J | pair
♣3, ♥K, ♠10, ♥K, ♦4 | pair
♣3, ♥K, ♠10, ♥K, ♥4 | pair
♣3, ♥K, ♠10, ♥K, ♥8 | pair
♣3, ♥K, ♠10, ♦4, ♥4 | pair
♣3, ♥K, ♠K, ♣A, ♥K | three of a kind
♣3, ♥K, ♠K, ♣A, ♥J | pair
♣3, ♥K, ♠K, ♣A, ♦4 | pair
♣3, ♥K, ♠K, ♣A, ♥4 | pair
♣3, ♥K, ♠K, ♣A, ♥8 | pair
♣3, ♥K, ♠K, ♥K, ♥J | three of a kind
♣3, ♥K, ♠K, ♥K, ♦4 | three of a kind
♣3, ♥K, ♠K, ♥K, ♥4 | three of a kind
♣3, ♥K, ♠K, ♥K, ♥8 | three of a kind
♣3, ♥K, ♠K, ♥J, ♦4 | pair
♣3, ♥K, ♠K, ♥J, ♥4 | pair
♣3, ♥K, ♠K, ♥J, ♥8 | pair
♣3, ♥K, ♠K, ♦4, ♥4 | two pairs
♣3, ♥K, ♠K, ♦4, ♥8 | pair
♣3, ♥K, ♠K, ♥4, ♥8 | pair
♣3, ♥K, ♣A, ♥K, ♥J | pair
♣3, ♥K, ♣A, ♥K, ♦4 | pair
♣3, ♥K, ♣A, ♥K, ♥4 | pair
♣3, ♥K, ♣A, ♥K, ♥8 | pair
♣3, ♥K, ♣A, ♦4, ♥4 | pair
♣3, ♥K, ♥K, ♥J, ♦4 | pair
♣3, ♥K, ♥K, ♥J, ♥4 | pair
♣3, ♥K, ♥K, ♥J, ♥8 | pair
♣3, ♥K, ♥K, ♦4, ♥4 | two pairs
♣3, ♥K, ♥K, ♦4, ♥8 | pair
♣3, ♥K, ♥K, ♥4, ♥8 | pair
♣3, ♥K, ♥J, ♦4, ♥4 | pair
♣3, ♥K, ♦4, ♥4, ♥8 | pair
♣3, ♥3, ♣Q, ♠10, ♠K | pair
♣3, ♥3, ♣Q, ♠10, ♣A | pair
♣3, ♥3, ♣Q, ♠10, ♥K | pair
♣3, ♥3, ♣Q, ♠10, ♥J | pair
♣3, ♥3, ♣Q, ♠10, ♦4 | pair
♣3, ♥3, ♣Q, ♠10, ♥4 | pair
♣3, ♥3, ♣Q, ♠10, ♥8 | pair
♣3, ♥3, ♣Q, ♠K, ♣A | pair
♣3, ♥3, ♣Q, ♠K, ♥K | two pairs
♣3, ♥3, ♣Q, ♠K, ♥J | pair
♣3, ♥3, ♣Q, ♠K, ♦4 | pair
♣3, ♥3, ♣Q, ♠K, ♥4 | pair
♣3, ♥3, ♣Q, ♠K, ♥8 | pair
♣3, ♥3, ♣Q, ♣A, ♥K | pair
♣3, ♥3, ♣Q, ♣A, ♥J | pair
♣3, ♥3, ♣Q, ♣A, ♦4 | pair
♣3, ♥3, ♣Q, ♣A, ♥4 | pair
♣3, ♥3, ♣Q, ♣A, ♥8 | pair
♣3, ♥3, ♣Q, ♥K, ♥J | pair
♣3, ♥3, ♣Q, ♥K, ♦4 | pair
♣3, ♥3, ♣Q, ♥K, ♥4 | pair
♣3, ♥3, ♣Q, ♥K, ♥8 | pair
♣3, ♥3, ♣Q, ♥J, ♦4 | pair
♣3, ♥3, ♣Q, ♥J, ♥4 | pair
♣3, ♥3, ♣Q, ♥J, ♥8 | pair
♣3, ♥3, ♣Q, ♦4, ♥4 | two pairs
♣3, ♥3, ♣Q, ♦4, ♥8 | pair
♣3, ♥3, ♣Q, ♥4, ♥8 | pair
♣3, ♥3, ♠10, ♠K, ♣A | pair
♣3, ♥3, ♠10, ♠K, ♥K | two pairs
♣3, ♥3, ♠10, ♠K, ♥J | pair
♣3, ♥3, ♠10, ♠K, ♦4 | pair
♣3, ♥3, ♠10, ♠K, ♥4 | pair
♣3, ♥3, ♠10, ♠K, ♥8 | pair
♣3, ♥3, ♠10, ♣A, ♥K | pair
♣3, ♥3, ♠10, ♣A, ♥J | pair
♣3, ♥3, ♠10, ♣A, ♦4 | pair
♣3, ♥3, ♠10, ♣A, ♥4 | pair
♣3, ♥3, ♠10, ♣A, ♥8 | pair
♣3, ♥3, ♠10, ♥K, ♥J | pair
♣3, ♥3, ♠10, ♥K, ♦4 | pair
♣3, ♥3, ♠10, ♥K, ♥4 | pair
♣3, ♥3, ♠10, ♥K, ♥8 | pair
♣3, ♥3, ♠10, ♥J, ♦4 | pair
♣3, ♥3, ♠10, ♥J, ♥4 | pair
♣3, ♥3, ♠10, ♥J, ♥8 | pair
♣3, ♥3, ♠10, ♦4, ♥4 | two pairs
♣3, ♥3, ♠10, ♦4, ♥8 | pair
♣3, ♥3, ♠10, ♥4, ♥8 | pair
♣3, ♥3, ♠K, ♣A, ♥K | two pairs
♣3, ♥3, ♠K, ♣A, ♥J | pair
♣3, ♥3, ♠K, ♣A, ♦4 | pair
♣3, ♥3, ♠K, ♣A, ♥4 | pair
♣3, ♥3, ♠K, ♣A, ♥8 | pair
♣3, ♥3, ♠K, ♥K, ♥J | two pairs
♣3, ♥3, ♠K, ♥K, ♦4 | two pairs
♣3, ♥3, ♠K, ♥K, ♥4 | two pairs
♣3, ♥3, ♠K, ♥K, ♥8 | two pairs
♣3, ♥3, ♠K, ♥J, ♦4 | pair
♣3, ♥3, ♠K, ♥J, ♥4 | pair
♣3, ♥3, ♠K, ♥J, ♥8 | pair
♣3, ♥3, ♠K, ♦4, ♥4 | two pairs
♣3, ♥3, ♠K, ♦4, ♥8 | pair
♣3, ♥3, ♠K, ♥4, ♥8 | pair
♣3, ♥3, ♣A, ♥K, ♥J | pair
♣3, ♥3, ♣A, ♥K, ♦4 | pair
♣3, ♥3, ♣A, ♥K, ♥4 | pair
♣3, ♥3, ♣A, ♥K, ♥8 | pair
♣3, ♥3, ♣A, ♥J, ♦4 | pair
♣3, ♥3, ♣A, ♥J, ♥4 | pair
♣3, ♥3, ♣A, ♥J, ♥8 | pair
♣3, ♥3, ♣A, ♦4, ♥4 | two pairs
♣3, ♥3, ♣A, ♦4, ♥8 | pair
♣3, ♥3, ♣A, ♥4, ♥8 | pair
♣3, ♥3, ♥K, ♥J, ♦4 | pair
♣3, ♥3, ♥K, ♥J, ♥4 | pair
♣3, ♥3, ♥K, ♥J, ♥8 | pair
♣3, ♥3, ♥K, ♦4, ♥4 | two pairs
♣3, ♥3, ♥K, ♦4, ♥8 | pair
♣3, ♥3, ♥K, ♥4, ♥8 | pair
♣3, ♥3, ♥J, ♦4, ♥4 | two pairs
♣3, ♥3, ♥J, ♦4, ♥8 | pair
♣3, ♥3, ♥J, ♥4, ♥8 | pair
♣3, ♥3, ♦4, ♥4, ♥8 | two pairs
♣3, ♣Q, ♠10, ♠K, ♥K | pair
♣3, ♣Q, ♠10, ♦4, ♥4 | pair
♣3, ♣Q, ♠K, ♣A, ♥K | pair
♣3, ♣Q, ♠K, ♥K, ♥J | pair
♣3, ♣Q, ♠K, ♥K, ♦4 | pair
♣3, ♣Q, ♠K, ♥K, ♥4 | pair
♣3, ♣Q, ♠K, ♥K, ♥8 | pair
♣3, ♣Q, ♠K, ♦4, ♥4 | pair
♣3, ♣Q, ♣A, ♦4, ♥4 | pair
♣3, ♣Q, ♥K, ♦4, ♥4 | pair
♣3, ♣Q, ♥J, ♦4, ♥4 | pair
♣3, ♣Q, ♦4, ♥4, ♥8 | pair
♣3, ♠10, ♠K, ♣A, ♥K | pair
♣3, ♠10, ♠K, ♥K, ♥J | pair
♣3, ♠10, ♠K, ♥K, ♦4 | pair
♣3, ♠10, ♠K, ♥K, ♥4 | pair
♣3, ♠10, ♠K, ♥K, ♥8 | pair
♣3, ♠10, ♠K, ♦4, ♥4 | pair
♣3, ♠10, ♣A, ♦4, ♥4 | pair
♣3, ♠10, ♥K, ♦4, ♥4 | pair
♣3, ♠10, ♥J, ♦4, ♥4 | pair
♣3, ♠10, ♦4, ♥4, ♥8 | pair
♣3, ♠K, ♣A, ♥K, ♥J | pair
♣3, ♠K, ♣A, ♥K, ♦4 | pair
♣3, ♠K, ♣A, ♥K, ♥4 | pair
♣3, ♠K, ♣A, ♥K, ♥8 | pair
♣3, ♠K, ♣A, ♦4, ♥4 | pair
♣3, ♠K, ♥K, ♥J, ♦4 | pair
♣3, ♠K, ♥K, ♥J, ♥4 | pair
♣3, ♠K, ♥K, ♥J, ♥8 | pair
♣3, ♠K, ♥K, ♦4, ♥4 | two pairs
♣3, ♠K, ♥K, ♦4, ♥8 | pair
♣3, ♠K, ♥K, ♥4, ♥8 | pair
♣3, ♠K, ♥J, ♦4, ♥4 | pair
♣3, ♠K, ♦4, ♥4, ♥8 | pair
♣3, ♣A, ♥K, ♦4, ♥4 | pair
♣3, ♣A, ♥J, ♦4, ♥4 | pair
♣3, ♣A, ♦4, ♥4, ♥8 | pair
♣3, ♥K, ♥J, ♦4, ♥4 | pair
♣3, ♥K, ♦4, ♥4, ♥8 | pair
♣3, ♥J, ♦4, ♥4, ♥8 | pair
♥K, ♥3, ♣Q, ♠10, ♠K | pair
♥K, ♥3, ♣Q, ♠10, ♥K | pair
♥K, ♥3, ♣Q, ♠K, ♣A | pair
♥K, ♥3, ♣Q, ♠K, ♥K | three of a kind
♥K, ♥3, ♣Q, ♠K, ♥J | pair
♥K, ♥3, ♣Q, ♠K, ♦4 | pair
♥K, ♥3, ♣Q, ♠K, ♥4 | pair
♥K, ♥3, ♣Q, ♠K, ♥8 | pair
♥K, ♥3, ♣Q, ♣A, ♥K | pair
♥K, ♥3, ♣Q, ♥K, ♥J | pair
♥K, ♥3, ♣Q, ♥K, ♦4 | pair
♥K, ♥3, ♣Q, ♥K, ♥4 | pair
♥K, ♥3, ♣Q, ♥K, ♥8 | pair
♥K, ♥3, ♣Q, ♦4, ♥4 | pair
♥K, ♥3, ♠10, ♠K, ♣A | pair
♥K, ♥3, ♠10, ♠K, ♥K | three of a kind
♥K, ♥3, ♠10, ♠K, ♥J | pair
♥K, ♥3, ♠10, ♠K, ♦4 | pair
♥K, ♥3, ♠10, ♠K, ♥4 | pair
♥K, ♥3, ♠10, ♠K, ♥8 | pair
♥K, ♥3, ♠10, ♣A, ♥K | pair
♥K, ♥3, ♠10, ♥K, ♥J | pair
♥K, ♥3, ♠10, ♥K, ♦4 | pair
♥K, ♥3, ♠10, ♥K, ♥4 | pair
♥K, ♥3, ♠10, ♥K, ♥8 | pair
♥K, ♥3, ♠10, ♦4, ♥4 | pair
♥K, ♥3, ♠K, ♣A, ♥K | three of a kind
♥K, ♥3, ♠K, ♣A, ♥J | pair
♥K, ♥3, ♠K, ♣A, ♦4 | pair
♥K, ♥3, ♠K, ♣A, ♥4 | pair
♥K, ♥3, ♠K, ♣A, ♥8 | pair
