♥2, ♥7, ♣9, ♥8, ♠2 | pair
♥7, ♥8, ♠5, ♥4, ♦4 | pair
♥7, ♥8, ♠5, ♥4, ♠4 | pair
♥7, ♥8, ♠5, ♣A, ♣A | pair
♥7, ♥8, ♠5, ♦4, ♠4 | pair
♥7, ♥8, ♥10, ♥7, ♥4 | flush
♥7, ♥8, ♥10, ♥7, ♣A | pair
♥7, ♥8, ♥10, ♥7, ♠K | pair
♥7, ♥8, ♥10, ♥7, ♣A | pair
♥7, ♥8, ♥10, ♥7, ♦4 | pair
♥7, ♥8, ♥10, ♥7, ♠4 | pair
♥7, ♥8, ♥10, ♥4, ♦4 | pair
♥7, ♥8, ♥10, ♥4, ♠4 | pair
♥7, ♥8, ♥10, ♣A, ♣A | pair
♥7, ♥8, ♥10, ♦4, ♠4 | pair
♥7, ♥8, ♥7, ♥4, ♣A | pair
♥7, ♥8, ♥7, ♥4, ♠K | pair
♥7, ♥8, ♥7, ♥4, ♣A | pair
♥7, ♥8, ♥7, ♥4, ♦4 | two pairs
♥7, ♥8, ♥7, ♥4, ♠4 | two pairs
♥7, ♥8, ♥7, ♣A, ♠K | pair
♥7, ♥8, ♥7, ♣A, ♣A | two pairs
♥7, ♥8, ♥7, ♣A, ♦4 | pair
♥7, ♥8, ♥7, ♣A, ♠4 | pair
♥7, ♥8, ♥7, ♠K, ♣A | pair
♥7, ♥8, ♥7, ♠K, ♦4 | pair
♥7, ♥8, ♥7, ♠K, ♠4 | pair
♥7, ♥8, ♥7, ♣A, ♦4 | pair
♥7, ♥8, ♥7, ♣A, ♠4 | pair
♥7, ♥8, ♥7, ♦4, ♠4 | two pairs
♥7, ♥8, ♥4, ♣A, ♣A | pair
♥7, ♥8, ♥4, ♣A, ♦4 | pair
♥7, ♥8, ♥4, ♣A, ♠4 | pair
♥7, ♥8, ♥4, ♠K, ♦4 | pair
♥7, ♥8, ♥4, ♠K, ♠4 | pair
♥7, ♥8, ♥4, ♣A, ♦4 | pair
♥7, ♥8, ♥4, ♣A, ♠4 | pair
♥7, ♥8, ♥4, ♦4, ♠4 | three of a kind
♥7, ♥8, ♣A, ♠K, ♣A | pair
♥7, ♥8, ♣A, ♣A, ♦4 | pair
♥7, ♥8, ♣A, ♣A, ♠4 | pair
♥7, ♥8, ♣A, ♦4, ♠4 | pair
♥7, ♥8, ♠K, ♦4, ♠4 | pair
♥7, ♥8, ♣A, ♦4, ♠4 | pair
♥7, ♣J, ♥4, ♠2, ♥7 | pair
♥7, ♣J, ♥4, ♠2, ♥4 | pair
♥7, ♣J, ♥4, ♠2, ♦4 | pair
♥7, ♣J, ♥4, ♠2, ♠4 | pair
♥7, ♣J, ♥4, ♠5, ♥7 | pair
♥7, ♣J, ♥4, ♠5, ♥4 | pair
♥7, ♣J, ♥4, ♠5, ♦4 | pair
♥7, ♣J, ♥4, ♠5, ♠4 | pair
♥7, ♣J, ♥4, ♥10, ♥7 | pair
♥7, ♣J, ♥4, ♥10, ♥4 | pair
♥7, ♣J, ♥4, ♥10, ♦4 | pair
♥7, ♣J, ♥4, ♥10, ♠4 | pair
♥7, ♣J, ♥4, ♥7, ♥4 | two pairs
♥7, ♣J, ♥4, ♥7, ♣A | pair
♥7, ♣J, ♥4, ♥7, ♠K | pair
♥7, ♣J, ♥4, ♥7, ♣A | pair
♥7, ♣J, ♥4, ♥7, ♦4 | two pairs
♥7, ♣J, ♥4, ♥7, ♠4 | two pairs
♥7, ♣J, ♥4, ♥4, ♣A | pair
♥7, ♣J, ♥4, ♥4, ♠K | pair
♥7, ♣J, ♥4, ♥4, ♣A | pair
♥7, ♣J, ♥4, ♥4, ♦4 | three of a kind
♥7, ♣J, ♥4, ♥4, ♠4 | three of a kind
♥7, ♣J, ♥4, ♣A, ♣A | pair
♥7, ♣J, ♥4, ♣A, ♦4 | pair
♥7, ♣J, ♥4, ♣A, ♠4 | pair
♥7, ♣J, ♥4, ♠K, ♦4 | pair
♥7, ♣J, ♥4, ♠K, ♠4 | pair
♥7, ♣J, ♥4, ♣A, ♦4 | pair
♥7, ♣J, ♥4, ♣A, ♠4 | pair
♥7, ♣J, ♥4, ♦4, ♠4 | three of a kind
♥7, ♣J, ♠2, ♠5, ♥7 | pair
♥7, ♣J, ♠2, ♥10, ♥7 | pair
♥7, ♣J, ♠2, ♥7, ♥4 | pair
♥7, ♣J, ♠2, ♥7, ♣A | pair
♥7, ♣J, ♠2, ♥7, ♠K | pair
♥7, ♣J, ♠2, ♥7, ♣A | pair
♥7, ♣J, ♠2, ♥7, ♦4 | pair
♥7, ♣J, ♠2, ♥7, ♠4 | pair
♥7, ♣J, ♠2, ♥4, ♦4 | pair
♥7, ♣J, ♠2, ♥4, ♠4 | pair
♥7, ♣J, ♠2, ♣A, ♣A | pair
♥7, ♣J, ♠2, ♦4, ♠4 | pair
♥7, ♣J, ♠5, ♥10, ♥7 | pair
♥7, ♣J, ♠5, ♥7, ♥4 | pair
♥7, ♣J, ♠5, ♥7, ♣A | pair
♥7, ♣J, ♠5, ♥7, ♠K | pair
♥7, ♣J, ♠5, ♥7, ♣A | pair
♥7, ♣J, ♠5, ♥7, ♦4 | pair
♥7, ♣J, ♠5, ♥7, ♠4 | pair
♥7, ♣J, ♠5, ♥4, ♦4 | pair
♥7, ♣J, ♠5, ♥4, ♠4 | pair
♥7, ♣J, ♠5, ♣A, ♣A | pair
♥7, ♣J, ♠5, ♦4, ♠4 | pair
♥7, ♣J, ♥10, ♥7, ♥4 | pair
♥7, ♣J, ♥10, ♥7, ♣A | pair
♥7, ♣J, ♥10, ♥7, ♠K | pair
♥7, ♣J, ♥10, ♥7, ♣A | pair
♥7, ♣J, ♥10, ♥7, ♦4 | pair
♥7, ♣J, ♥10, ♥7, ♠4 | pair
♥7, ♣J, ♥10, ♥4, ♦4 | pair
♥7, ♣J, ♥10, ♥4, ♠4 | pair
♥7, ♣J, ♥10, ♣A, ♣A | pair
♥7, ♣J, ♥10, ♦4, ♠4 | pair
♥7, ♣J, ♥7, ♥4, ♣A | pair
♥7, ♣J, ♥7, ♥4, ♠K | pair
♥7, ♣J, ♥7, ♥4, ♣A | pair
♥7, ♣J, ♥7, ♥4, ♦4 | two pairs
♥7, ♣J, ♥7, ♥4, ♠4 | two pairs
♥7, ♣J, ♥7, ♣A, ♠K | pair
♥7, ♣J, ♥7, ♣A, ♣A | two pairs
♥7, ♣J, ♥7, ♣A, ♦4 | pair
♥7, ♣J, ♥7, ♣A, ♠4 | pair
♥7, ♣J, ♥7, ♠K, ♣A | pair
♥7, ♣J, ♥7, ♠K, ♦4 | pair
♥7, ♣J, ♥7, ♠K, ♠4 | pair
♥7, ♣J, ♥7, ♣A, ♦4 | pair
♥7, ♣J, ♥7, ♣A, ♠4 | pair
♥7, ♣J, ♥7, ♦4, ♠4 | two pairs
♥7, ♣J, ♥4, ♣A, ♣A | pair
♥7, ♣J, ♥4, ♣A, ♦4 | pair
♥7, ♣J, ♥4, ♣A, ♠4 | pair
♥7, ♣J, ♥4, ♠K, ♦4 | pair
♥7, ♣J, ♥4, ♠K, ♠4 | pair
♥7, ♣J, ♥4, ♣A, ♦4 | pair
♥7, ♣J, ♥4, ♣A, ♠4 | pair
♥7, ♣J, ♥4, ♦4, ♠4 | three of a kind
♥7, ♣J, ♣A, ♠K, ♣A | pair
♥7, ♣J, ♣A, ♣A, ♦4 | pair
♥7, ♣J, ♣A, ♣A, ♠4 | pair
♥7, ♣J, ♣A, ♦4, ♠4 | pair
♥7, ♣J, ♠K, ♦4, ♠4 | pair
♥7, ♣J, ♣A, ♦4, ♠4 | pair
♥7, ♥4, ♠2, ♠5, ♥7 | pair
♥7, ♥4, ♠2, ♠5, ♥4 | pair
♥7, ♥4, ♠2, ♠5, ♦4 | pair
♥7, ♥4, ♠2, ♠5, ♠4 | pair
♥7, ♥4, ♠2, ♥10, ♥7 | pair
♥7, ♥4, ♠2, ♥10, ♥4 | pair
♥7, ♥4, ♠2, ♥10, ♦4 | pair
♥7, ♥4, ♠2, ♥10, ♠4 | pair
♥7, ♥4, ♠2, ♥7, ♥4 | two pairs
♥7, ♥4, ♠2, ♥7, ♣A | pair
♥7, ♥4, ♠2, ♥7, ♠K | pair
♥7, ♥4, ♠2, ♥7, ♣A | pair
♥7, ♥4, ♠2, ♥7, ♦4 | two pairs
♥7, ♥4, ♠2, ♥7, ♠4 | two pairs
♥7, ♥4, ♠2, ♥4, ♣A | pair
♥7, ♥4, ♠2, ♥4, ♠K | pair
♥7, ♥4, ♠2, ♥4, ♣A | pair
♥7, ♥4, ♠2, ♥4, ♦4 | three of a kind
♥7, ♥4, ♠2, ♥4, ♠4 | three of a kind
♥7, ♥4, ♠2, ♣A, ♣A | pair
♥7, ♥4, ♠2, ♣A, ♦4 | pair
♥7, ♥4, ♠2, ♣A, ♠4 | pair
♥7, ♥4, ♠2, ♠K, ♦4 | pair
♥7, ♥4, ♠2, ♠K, ♠4 | pair
♥7, ♥4, ♠2, ♣A, ♦4 | pair
♥7, ♥4, ♠2, ♣A, ♠4 | pair
♥7, ♥4, ♠2, ♦4, ♠4 | three of a kind
♥7, ♥4, ♠5, ♥10, ♥7 | pair
♥7, ♥4, ♠5, ♥10, ♥4 | pair
♥7, ♥4, ♠5, ♥10, ♦4 | pair
♥7, ♥4, ♠5, ♥10, ♠4 | pair
♥7, ♥4, ♠5, ♥7, ♥4 | two pairs
♥7, ♥4, ♠5, ♥7, ♣A | pair
♥7, ♥4, ♠5, ♥7, ♠K | pair
♥7, ♥4, ♠5, ♥7, ♣A | pair
♥7, ♥4, ♠5, ♥7, ♦4 | two pairs
♥7, ♥4, ♠5, ♥7, ♠4 | two pairs
♥7, ♥4, ♠5, ♥4, ♣A | pair
♥7, ♥4, ♠5, ♥4, ♠K | pair
♥7, ♥4, ♠5, ♥4, ♣A | pair
♥7, ♥4, ♠5, ♥4, ♦4 | three of a kind
♥7, ♥4, ♠5, ♥4, ♠4 | three of a kind
♥7, ♥4, ♠5, ♣A, ♣A | pair
♥7, ♥4, ♠5, ♣A, ♦4 | pair
♥7, ♥4, ♠5, ♣A, ♠4 | pair
♥7, ♥4, ♠5, ♠K, ♦4 | pair
♥7, ♥4, ♠5, ♠K, ♠4 | pair
♥7, ♥4, ♠5, ♣A, ♦4 | pair
♥7, ♥4, ♠5, ♣A, ♠4 | pair
♥7, ♥4, ♠5, ♦4, ♠4 | three of a kind
♥7, ♥4, ♥10, ♥7, ♥4 | flush
♥7, ♥4, ♥10, ♥7, ♣A | pair
♥7, ♥4, ♥10, ♥7, ♠K | pair
♥7, ♥4, ♥10, ♥7, ♣A | pair
♥7, ♥4, ♥10, ♥7, ♦4 | two pairs
♥7, ♥4, ♥10, ♥7, ♠4 | two pairs
♥7, ♥4, ♥10, ♥4, ♣A | pair
♥7, ♥4, ♥10, ♥4, ♠K | pair
♥7, ♥4, ♥10, ♥4, ♣A | pair
♥7, ♥4, ♥10, ♥4, ♦4 | three of a kind
♥7, ♥4, ♥10, ♥4, ♠4 | three of a kind
♥7, ♥4, ♥10, ♣A, ♣A | pair
♥7, ♥4, ♥10, ♣A, ♦4 | pair
♥7, ♥4, ♥10, ♣A, ♠4 | pair
♥7, ♥4, ♥10, ♠K, ♦4 | pair
♥7, ♥4, ♥10, ♠K, ♠4 | pair
♥7, ♥4, ♥10, ♣A, ♦4 | pair
♥7, ♥4, ♥10, ♣A, ♠4 | pair
♥7, ♥4, ♥10, ♦4, ♠4 | three of a kind
♥7, ♥4, ♥7, ♥4, ♣A | two pairs
♥7, ♥4, ♥7, ♥4, ♠K | two pairs
♥7, ♥4, ♥7, ♥4, ♣A | two pairs
♥7, ♥4, ♥7, ♥4, ♦4 | fullhouse
♥7, ♥4, ♥7, ♥4, ♠4 | fullhouse
♥7, ♥4, ♥7, ♣A, ♠K | pair
♥7, ♥4, ♥7, ♣A, ♣A | two pairs
♥7, ♥4, ♥7, ♣A, ♦4 | two pairs
♥7, ♥4, ♥7, ♣A, ♠4 | two pairs
♥7, ♥4, ♥7, ♠K, ♣A | pair
♥7, ♥4, ♥7, ♠K, ♦4 | two pairs
♥7, ♥4, ♥7, ♠K, ♠4 | two pairs
♥7, ♥4, ♥7, ♣A, ♦4 | two pairs
♥7, ♥4, ♥7, ♣A, ♠4 | two pairs
♥7, ♥4, ♥7, ♦4, ♠4 | fullhouse
♥7, ♥4, ♥4, ♣A, ♠K | pair
♥7, ♥4, ♥4, ♣A, ♣A | two pairs
♥7, ♥4, ♥4, ♣A, ♦4 | three of a kind
♥7, ♥4, ♥4, ♣A, ♠4 | three of a kind
♥7, ♥4, ♥4, ♠K, ♣A | pair
♥7, ♥4, ♥4, ♠K, ♦4 | three of a kind
♥7, ♥4, ♥4, ♠K, ♠4 | three of a kind
♥7, ♥4, ♥4, ♣A, ♦4 | three of a kind
♥7, ♥4, ♥4, ♣A, ♠4 | three of a kind
♥7, ♥4, ♥4, ♦4, ♠4 | four of a kind!
♥7, ♥4, ♣A, ♠K, ♣A | pair
♥7, ♥4, ♣A, ♠K, ♦4 | pair
♥7, ♥4, ♣A, ♠K, ♠4 | pair
♥7, ♥4, ♣A, ♣A, ♦4 | two pairs
♥7, ♥4, ♣A, ♣A, ♠4 | two pairs
♥7, ♥4, ♣A, ♦4, ♠4 | three of a kind
♥7, ♥4, ♠K, ♣A, ♦4 | pair
♥7, ♥4, ♠K, ♣A, ♠4 | pair
♥7, ♥4, ♠K, ♦4, ♠4 | three of a kind
♥7, ♥4, ♣A, ♦4, ♠4 | three of a kind
♥7, ♠2, ♠5, ♥10, ♥7 | pair
♥7, ♠2, ♠5, ♥7, ♥4 | pair
♥7, ♠2, ♠5, ♥7, ♣A | pair
♥7, ♠2, ♠5, ♥7, ♠K | pair
♥7, ♠2, ♠5, ♥7, ♣A | pair
♥7, ♠2, ♠5, ♥7, ♦4 | pair
♥7, ♠2, ♠5, ♥7, ♠4 | pair
♥7, ♠2, ♠5, ♥4, ♦4 | pair
♥7, ♠2, ♠5, ♥4, ♠4 | pair
♥7, ♠2, ♠5, ♣A, ♣A | pair
♥7, ♠2, ♠5, ♦4, ♠4 | pair
♥7, ♠2, ♥10, ♥7, ♥4 | pair
♥7, ♠2, ♥10, ♥7, ♣A | pair
♥7, ♠2, ♥10, ♥7, ♠K | pair
♥7, ♠2, ♥10, ♥7, ♣A | pair
♥7, ♠2, ♥10, ♥7, ♦4 | pair
♥7, ♠2, ♥10, ♥7, ♠4 | pair
♥7, ♠2, ♥10, ♥4, ♦4 | pair
♥7, ♠2, ♥10, ♥4, ♠4 | pair
♥7, ♠2, ♥10, ♣A, ♣A | pair
♥7, ♠2, ♥10, ♦4, ♠4 | pair
♥7, ♠2, ♥7, ♥4, ♣A | pair
♥7, ♠2, ♥7, ♥4, ♠K | pair
♥7, ♠2, ♥7, ♥4, ♣A | pair
♥7, ♠2, ♥7, ♥4, ♦4 | two pairs
♥7, ♠2, ♥7, ♥4, ♠4 | two pairs
♥7, ♠2, ♥7, ♣A, ♠K | pair
♥7, ♠2, ♥7, ♣A, ♣A | two pairs
♥7, ♠2, ♥7, ♣A, ♦4 | pair
♥7, ♠2, ♥7, ♣A, ♠4 | pair
♥7, ♠2, ♥7, ♠K, ♣A | pair
♥7, ♠2, ♥7, ♠K, ♦4 | pair
♥7, ♠2, ♥7, ♠K, ♠4 | pair
♥7, ♠2, ♥7, ♣A, ♦4 | pair
♥7, ♠2, ♥7, ♣A, ♠4 | pair
♥7, ♠2, ♥7, ♦4, ♠4 | two pairs
♥7, ♠2, ♥4, ♣A, ♣A | pair
♥7, ♠2, ♥4, ♣A, ♦4 | pair
♥7, ♠2, ♥4, ♣A, ♠4 | pair
♥7, ♠2, ♥4, ♠K, ♦4 | pair
♥7, ♠2, ♥4, ♠K, ♠4 | pair
♥7, ♠2, ♥4, ♣A, ♦4 | pair
♥7, ♠2, ♥4, ♣A, ♠4 | pair
♥7, ♠2, ♥4, ♦4, ♠4 | three of a kind
♥7, ♠2, ♣A, ♠K, ♣A | pair
♥7, ♠2, ♣A, ♣A, ♦4 | pair
♥7, ♠2, ♣A, ♣A, ♠4 | pair
♥7, ♠2, ♣A, ♦4, ♠4 | pair
♥7, ♠2, ♠K, ♦4, ♠4 | pair
♥7, ♠2, ♣A, ♦4, ♠4 | pair
♥7, ♠5, ♥10, ♥7, ♥4 | pair
♥7, ♠5, ♥10, ♥7, ♣A | pair
♥7, ♠5, ♥10, ♥7, ♠K | pair
♥7, ♠5, ♥10, ♥7, ♣A | pair
♥7, ♠5, ♥10, ♥7, ♦4 | pair
♥7, ♠5, ♥10, ♥7, ♠4 | pair
♥7, ♠5, ♥10, ♥4, ♦4 | pair
♥7, ♠5, ♥10, ♥4, ♠4 | pair
♥7, ♠5, ♥10, ♣A, ♣A | pair
♥7, ♠5, ♥10, ♦4, ♠4 | pair
♥7, ♠5, ♥7, ♥4, ♣A | pair
♥7, ♠5, ♥7, ♥4, ♠K | pair
♥7, ♠5, ♥7, ♥4, ♣A | pair
♥7, ♠5, ♥7, ♥4, ♦4 | two pairs
♥7, ♠5, ♥7, ♥4, ♠4 | two pairs
♥7, ♠5, ♥7, ♣A, ♠K | pair
♥7, ♠5, ♥7, ♣A, ♣A | two pairs
♥7, ♠5, ♥7, ♣A, ♦4 | pair
♥7, ♠5, ♥7, ♣A, ♠4 | pair
♥7, ♠5, ♥7, ♠K, ♣A | pair
♥7, ♠5, ♥7, ♠K, ♦4 | pair
♥7, ♠5, ♥7, ♠K, ♠4 | pair
♥7, ♠5, ♥7, ♣A, ♦4 | pair
♥7, ♠5, ♥7, ♣A, ♠4 | pair
♥7, ♠5, ♥7, ♦4, ♠4 | two pairs
♥7, ♠5, ♥4, ♣A, ♣A | pair
♥7, ♠5, ♥4, ♣A, ♦4 | pair
♥7, ♠5, ♥4, ♣A, ♠4 | pair
♥7, ♠5, ♥4, ♠K, ♦4 | pair
♥7, ♠5, ♥4, ♠K, ♠4 | pair
♥7, ♠5, ♥4, ♣A, ♦4 | pair
♥7, ♠5, ♥4, ♣A, ♠4 | pair
♥7, ♠5, ♥4, ♦4, ♠4 | three of a kind
♥7, ♠5, ♣A, ♠K, ♣A | pair
♥7, ♠5, ♣A, ♣A, ♦4 | pair
♥7, ♠5, ♣A, ♣A, ♠4 | pair
♥7, ♠5, ♣A, ♦4, ♠4 | pair
♥7, ♠5, ♠K, ♦4, ♠4 | pair
♥7, ♠5, ♣A, ♦4, ♠4 | pair
♥7, ♥10, ♥7, ♥4, ♣A | pair
♥7, ♥10, ♥7, ♥4, ♠K | pair
♥7, ♥10, ♥7, ♥4, ♣A | pair
♥7, ♥10, ♥7, ♥4, ♦4 | two pairs
♥7, ♥10, ♥7, ♥4, ♠4 | two pairs
♥7, ♥10, ♥7, ♣A, ♠K | pair
♥7, ♥10, ♥7, ♣A, ♣A | two pairs
♥7, ♥10, ♥7, ♣A, ♦4 | pair
♥7, ♥10, ♥7, ♣A, ♠4 | pair
♥7, ♥10, ♥7, ♠K, ♣A | pair
♥7, ♥10, ♥7, ♠K, ♦4 | pair
♥7, ♥10, ♥7, ♠K, ♠4 | pair
♥7, ♥10, ♥7, ♣A, ♦4 | pair
♥7, ♥10, ♥7, ♣A, ♠4 | pair
♥7, ♥10, ♥7, ♦4, ♠4 | two pairs
♥7, ♥10, ♥4, ♣A, ♣A | pair
♥7, ♥10, ♥4, ♣A, ♦4 | pair
♥7, ♥10, ♥4, ♣A, ♠4 | pair
♥7, ♥10, ♥4, ♠K, ♦4 | pair
♥7, ♥10, ♥4, ♠K, ♠4 | pair
♥7, ♥10, ♥4, ♣A, ♦4 | pair
♥7, ♥10, ♥4, ♣A, ♠4 | pair
♥7, ♥10, ♥4, ♦4, ♠4 | three of a kind
♥7, ♥10, ♣A, ♠K, ♣A | pair
♥7, ♥10, ♣A, ♣A, ♦4 | pair
♥7, ♥10, ♣A, ♣A, ♠4 | pair
♥7, ♥10, ♣A, ♦4, ♠4 | pair
♥7, ♥10, ♠K, ♦4, ♠4 | pair
♥7, ♥10, ♣A, ♦4, ♠4 | pair
♥7, ♥7, ♥4, ♣A, ♠K | pair
♥7, ♥7, ♥4, ♣A, ♣A | two pairs
♥7, ♥7, ♥4, ♣A, ♦4 | two pairs
♥7, ♥7, ♥4, ♣A, ♠4 | two pairs
♥7, ♥7, ♥4, ♠K, ♣A | pair
♥7, ♥7, ♥4, ♠K, ♦4 | two pairs
♥7, ♥7, ♥4, ♠K, ♠4 | two pairs
♥7, ♥7, ♥4, ♣A, ♦4 | two pairs
♥7, ♥7, ♥4, ♣A, ♠4 | two pairs
♥7, ♥7, ♥4, ♦4, ♠4 | fullhouse
♥7, ♥7, ♣A, ♠K, ♣A | two pairs
♥7, ♥7, ♣A, ♠K, ♦4 | pair
♥7, ♥7, ♣A, ♠K, ♠4 | pair
♥7, ♥7, ♣A, ♣A, ♦4 | two pairs
♥7, ♥7, ♣A, ♣A, ♠4 | two pairs
♥7, ♥7, ♣A, ♦4, ♠4 | two pairs
♥7, ♥7, ♠K, ♣A, ♦4 | pair
♥7, ♥7, ♠K, ♣A, ♠4 | pair
♥7, ♥7, ♠K, ♦4, ♠4 | two pairs
♥7, ♥7, ♣A, ♦4, ♠4 | two pairs
♥7, ♥4, ♣A, ♠K, ♣A | pair
♥7, ♥4, ♣A, ♠K, ♦4 | pair
♥7, ♥4, ♣A, ♠K, ♠4 | pair
♥7, ♥4, ♣A, ♣A, ♦4 | two pairs
♥7, ♥4, ♣A, ♣A, ♠4 | two pairs
♥7, ♥4, ♣A, ♦4, ♠4 | three of a kind
♥7, ♥4, ♠K, ♣A, ♦4 | pair
♥7, ♥4, ♠K, ♣A, ♠4 | pair
♥7, ♥4, ♠K, ♦4, ♠4 | three of a kind
♥7, ♥4, ♣A, ♦4, ♠4 | three of a kind
♥7, ♣A, ♠K, ♣A, ♦4 | pair
♥7, ♣A, ♠K, ♣A, ♠4 | pair
♥7, ♣A, ♠K, ♦4, ♠4 | pair
♥7, ♣A, ♣A, ♦4, ♠4 | two pairs
♥7, ♠K, ♣A, ♦4, ♠4 | pair
♣9, ♥8, ♣J, ♥4, ♥4 | pair
♣9, ♥8, ♣J, ♥4, ♦4 | pair
♣9, ♥8, ♣J, ♥4, ♠4 | pair
♣9, ♥8, ♣J, ♥10, ♥7 | straight
♣9, ♥8, ♣J, ♥4, ♦4 | pair
♣9, ♥8, ♣J, ♥4, ♠4 | pair
♣9, ♥8, ♣J, ♣A, ♣A | pair
♣9, ♥8, ♣J, ♦4, ♠4 | pair
♣9, ♥8, ♥4, ♠2, ♥4 | pair
♣9, ♥8, ♥4, ♠2, ♦4 | pair
♣9, ♥8, ♥4, ♠2, ♠4 | pair
♣9, ♥8, ♥4, ♠5, ♥4 | pair
♣9, ♥8, ♥4, ♠5, ♦4 | pair
♣9, ♥8, ♥4, ♠5, ♠4 | pair
♣9, ♥8, ♥4, ♥10, ♥4 | pair
♣9, ♥8, ♥4, ♥10, ♦4 | pair
♣9, ♥8, ♥4, ♥10, ♠4 | pair
♣9, ♥8, ♥4, ♥7, ♥4 | pair
♣9, ♥8, ♥4, ♥7, ♦4 | pair
♣9, ♥8, ♥4, ♥7, ♠4 | pair
♣9, ♥8, ♥4, ♥4, ♣A | pair
♣9, ♥8, ♥4, ♥4, ♠K | pair
♣9, ♥8, ♥4, ♥4, ♣A | pair
♣9, ♥8, ♥4, ♥4, ♦4 | three of a kind
♣9, ♥8, ♥4, ♥4, ♠4 | three of a kind
♣9, ♥8, ♥4, ♣A, ♣A | pair
♣9, ♥8, ♥4, ♣A, ♦4 | pair
♣9, ♥8, ♥4, ♣A, ♠4 | pair
♣9, ♥8, ♥4, ♠K, ♦4 | pair
♣9, ♥8, ♥4, ♠K, ♠4 | pair
♣9, ♥8, ♥4, ♣A, ♦4 | pair
♣9, ♥8, ♥4, ♣A, ♠4 | pair
♣9, ♥8, ♥4, ♦4, ♠4 | three of a kind
♣9, ♥8, ♠2, ♥4, ♦4 | pair
♣9, ♥8, ♠2, ♥4, ♠4 | pair
♣9, ♥8, ♠2, ♣A, ♣A | pair
♣9, ♥8, ♠2, ♦4, ♠4 | pair
♣9, ♥8, ♠5, ♥4, ♦4 | pair
♣9, ♥8, ♠5, ♥4, ♠4 | pair
♣9, ♥8, ♠5, ♣A, ♣A | pair
♣9, ♥8, ♠5, ♦4, ♠4 | pair
♣9, ♥8, ♥10, ♥4, ♦4 | pair
♣9, ♥8, ♥10, ♥4, ♠4 | pair
♣9, ♥8, ♥10, ♣A, ♣A | pair
♣9, ♥8, ♥10, ♦4, ♠4 | pair
♣9, ♥8, ♥7, ♥4, ♦4 | pair
♣9, ♥8, ♥7, ♥4, ♠4 | pair
♣9, ♥8, ♥7, ♣A, ♣A | pair
♣9, ♥8, ♥7, ♦4, ♠4 | pair
♣9, ♥8, ♥4, ♣A, ♣A | pair
♣9, ♥8, ♥4, ♣A, ♦4 | pair
♣9, ♥8, ♥4, ♣A, ♠4 | pair
♣9, ♥8, ♥4, ♠K, ♦4 | pair
♣9, ♥8, ♥4, ♠K, ♠4 | pair
♣9, ♥8, ♥4, ♣A, ♦4 | pair
♣9, ♥8, ♥4, ♣A, ♠4 | pair
♣9, ♥8, ♥4, ♦4, ♠4 | three of a kind
♣9, ♥8, ♣A, ♠K, ♣A | pair
♣9, ♥8, ♣A, ♣A, ♦4 | pair
♣9, ♥8, ♣A, ♣A, ♠4 | pair
♣9, ♥8, ♣A, ♦4, ♠4 | pair
♣9, ♥8, ♠K, ♦4, ♠4 | pair
♣9, ♥8, ♣A, ♦4, ♠4 | pair
♣9, ♣J, ♥4, ♠2, ♥4 | pair
♣9, ♣J, ♥4, ♠2, ♦4 | pair
♣9, ♣J, ♥4, ♠2, ♠4 | pair
♣9, ♣J, ♥4, ♠5, ♥4 | pair
♣9, ♣J, ♥4, ♠5, ♦4 | pair
♣9, ♣J, ♥4, ♠5, ♠4 | pair
♣9, ♣J, ♥4, ♥10, ♥4 | pair
♣9, ♣J, ♥4, ♥10, ♦4 | pair
♣9, ♣J, ♥4, ♥10, ♠4 | pair
♣9, ♣J, ♥4, ♥7, ♥4 | pair
♣9, ♣J, ♥4, ♥7, ♦4 | pair
♣9, ♣J, ♥4, ♥7, ♠4 | pair
♣9, ♣J, ♥4, ♥4, ♣A | pair
♣9, ♣J, ♥4, ♥4, ♠K | pair
♣9, ♣J, ♥4, ♥4, ♣A | pair
♣9, ♣J, ♥4, ♥4, ♦4 | three of a kind
♣9, ♣J, ♥4, ♥4, ♠4 | three of a kind
♣9, ♣J, ♥4, ♣A, ♣A | pair
♣9, ♣J, ♥4, ♣A, ♦4 | pair
♣9, ♣J, ♥4, ♣A, ♠4 | pair
♣9, ♣J, ♥4, ♠K, ♦4 | pair
♣9, ♣J, ♥4, ♠K, ♠4 | pair
♣9, ♣J, ♥4, ♣A, ♦4 | pair
♣9, ♣J, ♥4, ♣A, ♠4 | pair
♣9, ♣J, ♥4, ♦4, ♠4 | three of a kind
♣9, ♣J, ♠2, ♥4, ♦4 | pair
♣9, ♣J, ♠2, ♥4, ♠4 | pair
♣9, ♣J, ♠2, ♣A, ♣A | pair
♣9, ♣J, ♠2, ♦4, ♠4 | pair
♣9, ♣J, ♠5, ♥4, ♦4 | pair
♣9, ♣J, ♠5, ♥4, ♠4 | pair
♣9, ♣J, ♠5, ♣A, ♣A | pair
♣9, ♣J, ♠5, ♦4, ♠4 | pair
♣9, ♣J, ♥10, ♥4, ♦4 | pair
♣9, ♣J, ♥10, ♥4, ♠4 | pair
♣9, ♣J, ♥10, ♣A, ♣A | pair
♣9, ♣J, ♥10, ♦4, ♠4 | pair
♣9, ♣J, ♥7, ♥4, ♦4 | pair
