♦Q, ♥6, ♥3, ♦4, ♦3 | pair
♥6, ♦A, ♣9, ♥6, ♦7 | pair
♥6, ♦A, ♣9, ♥6, ♥7 | pair
♥6, ♦A, ♣9, ♥6, ♣2 | pair
♥6, ♦A, ♣9, ♥6, ♦6 | three of a kind
♥6, ♦A, ♣9, ♥6, ♣8 | pair
♥6, ♦A, ♣9, ♥6, ♣7 | pair
♥6, ♦A, ♣9, ♠3, ♦6 | pair
♥6, ♦A, ♣9, ♠K, ♦6 | pair
♥6, ♦A, ♣9, ♦7, ♥7 | pair
♥6, ♦A, ♣9, ♦7, ♦6 | pair
♥6, ♦A, ♣9, ♦7, ♣7 | pair
♥6, ♦A, ♣9, ♥7, ♦6 | pair
♥6, ♦A, ♣9, ♥7, ♣7 | pair
♥6, ♦A, ♣9, ♣2, ♦6 | pair
♥6, ♦A, ♣9, ♦6, ♣8 | pair
♥6, ♦A, ♣9, ♦6, ♣7 | pair
♥6, ♦A, ♦3, ♥6, ♠3 | two pairs
♥6, ♦A, ♦3, ♥6, ♠K | pair
♥6, ♦A, ♦3, ♥6, ♦7 | pair
♥6, ♦A, ♦3, ♥6, ♥7 | pair
♥6, ♦A, ♦3, ♥6, ♣2 | pair
♥6, ♦A, ♦3, ♥6, ♦6 | three of a kind
♥6, ♦A, ♦3, ♥6, ♣8 | pair
♥6, ♦A, ♦3, ♥6, ♣7 | pair
♥6, ♦A, ♦3, ♠3, ♠K | pair
♥6, ♦A, ♦3, ♠3, ♦7 | pair
♥6, ♦A, ♦3, ♠3, ♥7 | pair
♥6, ♦A, ♦3, ♠3, ♣2 | pair
♥6, ♦A, ♦3, ♠3, ♦6 | two pairs
♥6, ♦A, ♦3, ♠3, ♣8 | pair
♥6, ♦A, ♦3, ♠3, ♣7 | pair
♥6, ♦A, ♦3, ♠K, ♦6 | pair
♥6, ♦A, ♦3, ♦7, ♥7 | pair
♥6, ♦A, ♦3, ♦7, ♦6 | pair
♥6, ♦A, ♦3, ♦7, ♣7 | pair
♥6, ♦A, ♦3, ♥7, ♦6 | pair
♥6, ♦A, ♦3, ♥7, ♣7 | pair
♥6, ♦A, ♦3, ♣2, ♦6 | pair
♥6, ♦A, ♦3, ♦6, ♣8 | pair
♥6, ♦A, ♦3, ♦6, ♣7 | pair
♥6, ♦A, ♥6, ♠3, ♠K | pair
♥6, ♦A, ♥6, ♠3, ♦7 | pair
♥6, ♦A, ♥6, ♠3, ♥7 | pair
♥6, ♦A, ♥6, ♠3, ♣2 | pair
♥6, ♦A, ♥6, ♠3, ♦6 | three of a kind
♥6, ♦A, ♥6, ♠3, ♣8 | pair
♥6, ♦A, ♥6, ♠3, ♣7 | pair
♥6, ♦A, ♥6, ♠K, ♦7 | pair
♥6, ♦A, ♥6, ♠K, ♥7 | pair
♥6, ♦A, ♥6, ♠K, ♣2 | pair
♥6, ♦A, ♥6, ♠K, ♦6 | three of a kind
♥6, ♦A, ♥6, ♠K, ♣8 | pair
♥6, ♦A, ♥6, ♠K, ♣7 | pair
♥6, ♦A, ♥6, ♦7, ♥7 | two pairs
♥6, ♦A, ♥6, ♦7, ♣2 | pair
♥6, ♦A, ♥6, ♦7, ♦6 | three of a kind
♥6, ♦A, ♥6, ♦7, ♣8 | pair
♥6, ♦A, ♥6, ♦7, ♣7 | two pairs
♥6, ♦A, ♥6, ♥7, ♣2 | pair
♥6, ♦A, ♥6, ♥7, ♦6 | three of a kind
♥6, ♦A, ♥6, ♥7, ♣8 | pair
♥6, ♦A, ♥6, ♥7, ♣7 | two pairs
♥6, ♦A, ♥6, ♣2, ♦6 | three of a kind
♥6, ♦A, ♥6, ♣2, ♣8 | pair
♥6, ♦A, ♥6, ♣2, ♣7 | pair
♥6, ♦A, ♥6, ♦6, ♣8 | three of a kind
♥6, ♦A, ♥6, ♦6, ♣7 | three of a kind
♥6, ♦A, ♥6, ♣8, ♣7 | pair
♥6, ♦A, ♠3, ♠K, ♦6 | pair
♥6, ♦A, ♠3, ♦7, ♥7 | pair
♥6, ♦A, ♠3, ♦7, ♦6 | pair
♥6, ♦A, ♠3, ♦7, ♣7 | pair
♥6, ♦A, ♠3, ♥7, ♦6 | pair
♥6, ♦A, ♠3, ♥7, ♣7 | pair
♥6, ♦A, ♠3, ♣2, ♦6 | pair
♥6, ♦A, ♠3, ♦6, ♣8 | pair
♥6, ♦A, ♠3, ♦6, ♣7 | pair
♥6, ♦A, ♠K, ♦7, ♥7 | pair
♥6, ♦A, ♠K, ♦7, ♦6 | pair
♥6, ♦A, ♠K, ♦7, ♣7 | pair
♥6, ♦A, ♠K, ♥7, ♦6 | pair
♥6, ♦A, ♠K, ♥7, ♣7 | pair
♥6, ♦A, ♠K, ♣2, ♦6 | pair
♥6, ♦A, ♠K, ♦6, ♣8 | pair
♥6, ♦A, ♠K, ♦6, ♣7 | pair
♥6, ♦A, ♦7, ♥7, ♣2 | pair
♥6, ♦A, ♦7, ♥7, ♦6 | two pairs
♥6, ♦A, ♦7, ♥7, ♣8 | pair
♥6, ♦A, ♦7, ♥7, ♣7 | three of a kind
♥6, ♦A, ♦7, ♣2, ♦6 | pair
♥6, ♦A, ♦7, ♣2, ♣7 | pair
♥6, ♦A, ♦7, ♦6, ♣8 | pair
♥6, ♦A, ♦7, ♦6, ♣7 | two pairs
♥6, ♦A, ♦7, ♣8, ♣7 | pair
♥6, ♦A, ♥7, ♣2, ♦6 | pair
♥6, ♦A, ♥7, ♣2, ♣7 | pair
♥6, ♦A, ♥7, ♦6, ♣8 | pair
♥6, ♦A, ♥7, ♦6, ♣7 | two pairs
♥6, ♦A, ♥7, ♣8, ♣7 | pair
♥6, ♦A, ♣2, ♦6, ♣8 | pair
♥6, ♦A, ♣2, ♦6, ♣7 | pair
♥6, ♦A, ♦6, ♣8, ♣7 | pair
♥6, ♣9, ♦3, ♥6, ♠3 | two pairs
♥6, ♣9, ♦3, ♥6, ♠K | pair
♥6, ♣9, ♦3, ♥6, ♦7 | pair
♥6, ♣9, ♦3, ♥6, ♥7 | pair
♥6, ♣9, ♦3, ♥6, ♣2 | pair
♥6, ♣9, ♦3, ♥6, ♦6 | three of a kind
♥6, ♣9, ♦3, ♥6, ♣8 | pair
♥6, ♣9, ♦3, ♥6, ♣7 | pair
♥6, ♣9, ♦3, ♠3, ♠K | pair
♥6, ♣9, ♦3, ♠3, ♦7 | pair
♥6, ♣9, ♦3, ♠3, ♥7 | pair
♥6, ♣9, ♦3, ♠3, ♣2 | pair
♥6, ♣9, ♦3, ♠3, ♦6 | two pairs
♥6, ♣9, ♦3, ♠3, ♣8 | pair
♥6, ♣9, ♦3, ♠3, ♣7 | pair
♥6, ♣9, ♦3, ♠K, ♦6 | pair
♥6, ♣9, ♦3, ♦7, ♥7 | pair
♥6, ♣9, ♦3, ♦7, ♦6 | pair
♥6, ♣9, ♦3, ♦7, ♣7 | pair
♥6, ♣9, ♦3, ♥7, ♦6 | pair
♥6, ♣9, ♦3, ♥7, ♣7 | pair
♥6, ♣9, ♦3, ♣2, ♦6 | pair
♥6, ♣9, ♦3, ♦6, ♣8 | pair
♥6, ♣9, ♦3, ♦6, ♣7 | pair
♥6, ♣9, ♥6, ♠3, ♠K | pair
♥6, ♣9, ♥6, ♠3, ♦7 | pair
♥6, ♣9, ♥6, ♠3, ♥7 | pair
♥6, ♣9, ♥6, ♠3, ♣2 | pair
♥6, ♣9, ♥6, ♠3, ♦6 | three of a kind
♥6, ♣9, ♥6, ♠3, ♣8 | pair
♥6, ♣9, ♥6, ♠3, ♣7 | pair
♥6, ♣9, ♥6, ♠K, ♦7 | pair
♥6, ♣9, ♥6, ♠K, ♥7 | pair
♥6, ♣9, ♥6, ♠K, ♣2 | pair
♥6, ♣9, ♥6, ♠K, ♦6 | three of a kind
♥6, ♣9, ♥6, ♠K, ♣8 | pair
♥6, ♣9, ♥6, ♠K, ♣7 | pair
♥6, ♣9, ♥6, ♦7, ♥7 | two pairs
♥6, ♣9, ♥6, ♦7, ♣2 | pair
♥6, ♣9, ♥6, ♦7, ♦6 | three of a kind
♥6, ♣9, ♥6, ♦7, ♣8 | pair
♥6, ♣9, ♥6, ♦7, ♣7 | two pairs
♥6, ♣9, ♥6, ♥7, ♣2 | pair
♥6, ♣9, ♥6, ♥7, ♦6 | three of a kind
♥6, ♣9, ♥6, ♥7, ♣8 | pair
♥6, ♣9, ♥6, ♥7, ♣7 | two pairs
♥6, ♣9, ♥6, ♣2, ♦6 | three of a kind
♥6, ♣9, ♥6, ♣2, ♣8 | pair
♥6, ♣9, ♥6, ♣2, ♣7 | pair
♥6, ♣9, ♥6, ♦6, ♣8 | three of a kind
♥6, ♣9, ♥6, ♦6, ♣7 | three of a kind
♥6, ♣9, ♥6, ♣8, ♣7 | pair
♥6, ♣9, ♠3, ♠K, ♦6 | pair
♥6, ♣9, ♠3, ♦7, ♥7 | pair
♥6, ♣9, ♠3, ♦7, ♦6 | pair
♥6, ♣9, ♠3, ♦7, ♣7 | pair
♥6, ♣9, ♠3, ♥7, ♦6 | pair
♥6, ♣9, ♠3, ♥7, ♣7 | pair
♥6, ♣9, ♠3, ♣2, ♦6 | pair
♥6, ♣9, ♠3, ♦6, ♣8 | pair
♥6, ♣9, ♠3, ♦6, ♣7 | pair
♥6, ♣9, ♠K, ♦7, ♥7 | pair
♥6, ♣9, ♠K, ♦7, ♦6 | pair
♥6, ♣9, ♠K, ♦7, ♣7 | pair
♥6, ♣9, ♠K, ♥7, ♦6 | pair
♥6, ♣9, ♠K, ♥7, ♣7 | pair
♥6, ♣9, ♠K, ♣2, ♦6 | pair
♥6, ♣9, ♠K, ♦6, ♣8 | pair
♥6, ♣9, ♠K, ♦6, ♣7 | pair
♥6, ♣9, ♦7, ♥7, ♣2 | pair
♥6, ♣9, ♦7, ♥7, ♦6 | two pairs
♥6, ♣9, ♦7, ♥7, ♣8 | pair
♥6, ♣9, ♦7, ♥7, ♣7 | three of a kind
♥6, ♣9, ♦7, ♣2, ♦6 | pair
♥6, ♣9, ♦7, ♣2, ♣7 | pair
♥6, ♣9, ♦7, ♦6, ♣8 | pair
♥6, ♣9, ♦7, ♦6, ♣7 | two pairs
♥6, ♣9, ♦7, ♣8, ♣7 | pair
♥6, ♣9, ♥7, ♣2, ♦6 | pair
♥6, ♣9, ♥7, ♣2, ♣7 | pair
♥6, ♣9, ♥7, ♦6, ♣8 | pair
♥6, ♣9, ♥7, ♦6, ♣7 | two pairs
♥6, ♣9, ♥7, ♣8, ♣7 | pair
♥6, ♣9, ♣2, ♦6, ♣8 | pair
♥6, ♣9, ♣2, ♦6, ♣7 | pair
♥6, ♣9, ♦6, ♣8, ♣7 | pair
♥6, ♦3, ♥6, ♠3, ♠K | two pairs
♥6, ♦3, ♥6, ♠3, ♦7 | two pairs
♥6, ♦3, ♥6, ♠3, ♥7 | two pairs
♥6, ♦3, ♥6, ♠3, ♣2 | two pairs
♥6, ♦3, ♥6, ♠3, ♦6 | fullhouse
♥6, ♦3, ♥6, ♠3, ♣8 | two pairs
♥6, ♦3, ♥6, ♠3, ♣7 | two pairs
♥6, ♦3, ♥6, ♠K, ♦7 | pair
♥6, ♦3, ♥6, ♠K, ♥7 | pair
♥6, ♦3, ♥6, ♠K, ♣2 | pair
♥6, ♦3, ♥6, ♠K, ♦6 | three of a kind
♥6, ♦3, ♥6, ♠K, ♣8 | pair
♥6, ♦3, ♥6, ♠K, ♣7 | pair
♥6, ♦3, ♥6, ♦7, ♥7 | two pairs
♥6, ♦3, ♥6, ♦7, ♣2 | pair
♥6, ♦3, ♥6, ♦7, ♦6 | three of a kind
♥6, ♦3, ♥6, ♦7, ♣8 | pair
♥6, ♦3, ♥6, ♦7, ♣7 | two pairs
♥6, ♦3, ♥6, ♥7, ♣2 | pair
♥6, ♦3, ♥6, ♥7, ♦6 | three of a kind
♥6, ♦3, ♥6, ♥7, ♣8 | pair
♥6, ♦3, ♥6, ♥7, ♣7 | two pairs
♥6, ♦3, ♥6, ♣2, ♦6 | three of a kind
♥6, ♦3, ♥6, ♣2, ♣8 | pair
♥6, ♦3, ♥6, ♣2, ♣7 | pair
♥6, ♦3, ♥6, ♦6, ♣8 | three of a kind
♥6, ♦3, ♥6, ♦6, ♣7 | three of a kind
♥6, ♦3, ♥6, ♣8, ♣7 | pair
♥6, ♦3, ♠3, ♠K, ♦7 | pair
♥6, ♦3, ♠3, ♠K, ♥7 | pair
♥6, ♦3, ♠3, ♠K, ♣2 | pair
♥6, ♦3, ♠3, ♠K, ♦6 | two pairs
♥6, ♦3, ♠3, ♠K, ♣8 | pair
♥6, ♦3, ♠3, ♠K, ♣7 | pair
♥6, ♦3, ♠3, ♦7, ♥7 | two pairs
♥6, ♦3, ♠3, ♦7, ♣2 | pair
♥6, ♦3, ♠3, ♦7, ♦6 | two pairs
♥6, ♦3, ♠3, ♦7, ♣8 | pair
♥6, ♦3, ♠3, ♦7, ♣7 | two pairs
♥6, ♦3, ♠3, ♥7, ♣2 | pair
♥6, ♦3, ♠3, ♥7, ♦6 | two pairs
♥6, ♦3, ♠3, ♥7, ♣8 | pair
♥6, ♦3, ♠3, ♥7, ♣7 | two pairs
♥6, ♦3, ♠3, ♣2, ♦6 | two pairs
♥6, ♦3, ♠3, ♣2, ♣8 | pair
♥6, ♦3, ♠3, ♣2, ♣7 | pair
♥6, ♦3, ♠3, ♦6, ♣8 | two pairs
♥6, ♦3, ♠3, ♦6, ♣7 | two pairs
♥6, ♦3, ♠3, ♣8, ♣7 | pair
♥6, ♦3, ♠K, ♦7, ♥7 | pair
♥6, ♦3, ♠K, ♦7, ♦6 | pair
♥6, ♦3, ♠K, ♦7, ♣7 | pair
♥6, ♦3, ♠K, ♥7, ♦6 | pair
♥6, ♦3, ♠K, ♥7, ♣7 | pair
♥6, ♦3, ♠K, ♣2, ♦6 | pair
♥6, ♦3, ♠K, ♦6, ♣8 | pair
♥6, ♦3, ♠K, ♦6, ♣7 | pair
♥6, ♦3, ♦7, ♥7, ♣2 | pair
♥6, ♦3, ♦7, ♥7, ♦6 | two pairs
♥6, ♦3, ♦7, ♥7, ♣8 | pair
♥6, ♦3, ♦7, ♥7, ♣7 | three of a kind
♥6, ♦3, ♦7, ♣2, ♦6 | pair
♥6, ♦3, ♦7, ♣2, ♣7 | pair
♥6, ♦3, ♦7, ♦6, ♣8 | pair
♥6, ♦3, ♦7, ♦6, ♣7 | two pairs
♥6, ♦3, ♦7, ♣8, ♣7 | pair
♥6, ♦3, ♥7, ♣2, ♦6 | pair
♥6, ♦3, ♥7, ♣2, ♣7 | pair
♥6, ♦3, ♥7, ♦6, ♣8 | pair
♥6, ♦3, ♥7, ♦6, ♣7 | two pairs
♥6, ♦3, ♥7, ♣8, ♣7 | pair
♥6, ♦3, ♣2, ♦6, ♣8 | pair
♥6, ♦3, ♣2, ♦6, ♣7 | pair
♥6, ♦3, ♦6, ♣8, ♣7 | pair
♥6, ♥6, ♠3, ♠K, ♦7 | pair
♥6, ♥6, ♠3, ♠K, ♥7 | pair
♥6, ♥6, ♠3, ♠K, ♣2 | pair
♥6, ♥6, ♠3, ♠K, ♦6 | three of a kind
♥6, ♥6, ♠3, ♠K, ♣8 | pair
♥6, ♥6, ♠3, ♠K, ♣7 | pair
♥6, ♥6, ♠3, ♦7, ♥7 | two pairs
♥6, ♥6, ♠3, ♦7, ♣2 | pair
♥6, ♥6, ♠3, ♦7, ♦6 | three of a kind
♥6, ♥6, ♠3, ♦7, ♣8 | pair
♥6, ♥6, ♠3, ♦7, ♣7 | two pairs
♥6, ♥6, ♠3, ♥7, ♣2 | pair
♥6, ♥6, ♠3, ♥7, ♦6 | three of a kind
♥6, ♥6, ♠3, ♥7, ♣8 | pair
♥6, ♥6, ♠3, ♥7, ♣7 | two pairs
♥6, ♥6, ♠3, ♣2, ♦6 | three of a kind
♥6, ♥6, ♠3, ♣2, ♣8 | pair
♥6, ♥6, ♠3, ♣2, ♣7 | pair
♥6, ♥6, ♠3, ♦6, ♣8 | three of a kind
♥6, ♥6, ♠3, ♦6, ♣7 | three of a kind
♥6, ♥6, ♠3, ♣8, ♣7 | pair
♥6, ♥6, ♠K, ♦7, ♥7 | two pairs
♥6, ♥6, ♠K, ♦7, ♣2 | pair
♥6, ♥6, ♠K, ♦7, ♦6 | three of a kind
♥6, ♥6, ♠K, ♦7, ♣8 | pair
♥6, ♥6, ♠K, ♦7, ♣7 | two pairs
♥6, ♥6, ♠K, ♥7, ♣2 | pair
♥6, ♥6, ♠K, ♥7, ♦6 | three of a kind
♥6, ♥6, ♠K, ♥7, ♣8 | pair
♥6, ♥6, ♠K, ♥7, ♣7 | two pairs
♥6, ♥6, ♠K, ♣2, ♦6 | three of a kind
♥6, ♥6, ♠K, ♣2, ♣8 | pair
♥6, ♥6, ♠K, ♣2, ♣7 | pair
♥6, ♥6, ♠K, ♦6, ♣8 | three of a kind
♥6, ♥6, ♠K, ♦6, ♣7 | three of a kind
♥6, ♥6, ♠K, ♣8, ♣7 | pair
♥6, ♥6, ♦7, ♥7, ♣2 | two pairs
♥6, ♥6, ♦7, ♥7, ♦6 | fullhouse
♥6, ♥6, ♦7, ♥7, ♣8 | two pairs
♥6, ♥6, ♦7, ♥7, ♣7 | fullhouse
♥6, ♥6, ♦7, ♣2, ♦6 | three of a kind
♥6, ♥6, ♦7, ♣2, ♣8 | pair
♥6, ♥6, ♦7, ♣2, ♣7 | two pairs
♥6, ♥6, ♦7, ♦6, ♣8 | three of a kind
♥6, ♥6, ♦7, ♦6, ♣7 | fullhouse
♥6, ♥6, ♦7, ♣8, ♣7 | two pairs
♥6, ♥6, ♥7, ♣2, ♦6 | three of a kind
♥6, ♥6, ♥7, ♣2, ♣8 | pair
♥6, ♥6, ♥7, ♣2, ♣7 | two pairs
♥6, ♥6, ♥7, ♦6, ♣8 | three of a kind
♥6, ♥6, ♥7, ♦6, ♣7 | fullhouse
♥6, ♥6, ♥7, ♣8, ♣7 | two pairs
♥6, ♥6, ♣2, ♦6, ♣8 | three of a kind
♥6, ♥6, ♣2, ♦6, ♣7 | three of a kind
♥6, ♥6, ♣2, ♣8, ♣7 | pair
♥6, ♥6, ♦6, ♣8, ♣7 | three of a kind
♥6, ♠3, ♠K, ♦7, ♥7 | pair
♥6, ♠3, ♠K, ♦7, ♦6 | pair
♥6, ♠3, ♠K, ♦7, ♣7 | pair
♥6, ♠3, ♠K, ♥7, ♦6 | pair
♥6, ♠3, ♠K, ♥7, ♣7 | pair
♥6, ♠3, ♠K, ♣2, ♦6 | pair
♥6, ♠3, ♠K, ♦6, ♣8 | pair
♥6, ♠3, ♠K, ♦6, ♣7 | pair
♥6, ♠3, ♦7, ♥7, ♣2 | pair
♥6, ♠3, ♦7, ♥7, ♦6 | two pairs
♥6, ♠3, ♦7, ♥7, ♣8 | pair
♥6, ♠3, ♦7, ♥7, ♣7 | three of a kind
♥6, ♠3, ♦7, ♣2, ♦6 | pair
♥6, ♠3, ♦7, ♣2, ♣7 | pair
♥6, ♠3, ♦7, ♦6, ♣8 | pair
♥6, ♠3, ♦7, ♦6, ♣7 | two pairs
♥6, ♠3, ♦7, ♣8, ♣7 | pair
♥6, ♠3, ♥7, ♣2, ♦6 | pair
♥6, ♠3, ♥7, ♣2, ♣7 | pair
♥6, ♠3, ♥7, ♦6, ♣8 | pair
♥6, ♠3, ♥7, ♦6, ♣7 | two pairs
♥6, ♠3, ♥7, ♣8, ♣7 | pair
♥6, ♠3, ♣2, ♦6, ♣8 | pair
♥6, ♠3, ♣2, ♦6, ♣7 | pair
♥6, ♠3, ♦6, ♣8, ♣7 | pair
♥6, ♠K, ♦7, ♥7, ♣2 | pair
♥6, ♠K, ♦7, ♥7, ♦6 | two pairs
♥6, ♠K, ♦7, ♥7, ♣8 | pair
♥6, ♠K, ♦7, ♥7, ♣7 | three of a kind
♥6, ♠K, ♦7, ♣2, ♦6 | pair
♥6, ♠K, ♦7, ♣2, ♣7 | pair
♥6, ♠K, ♦7, ♦6, ♣8 | pair
♥6, ♠K, ♦7, ♦6, ♣7 | two pairs
♥6, ♠K, ♦7, ♣8, ♣7 | pair
♥6, ♠K, ♥7, ♣2, ♦6 | pair
♥6, ♠K, ♥7, ♣2, ♣7 | pair
♥6, ♠K, ♥7, ♦6, ♣8 | pair
♥6, ♠K, ♥7, ♦6, ♣7 | two pairs
♥6, ♠K, ♥7, ♣8, ♣7 | pair
♥6, ♠K, ♣2, ♦6, ♣8 | pair
♥6, ♠K, ♣2, ♦6, ♣7 | pair
♥6, ♠K, ♦6, ♣8, ♣7 | pair
♥6, ♦7, ♥7, ♣2, ♦6 | two pairs
♥6, ♦7, ♥7, ♣2, ♣8 | pair
♥6, ♦7, ♥7, ♣2, ♣7 | three of a kind
♥6, ♦7, ♥7, ♦6, ♣8 | two pairs
♥6, ♦7, ♥7, ♦6, ♣7 | fullhouse
♥6, ♦7, ♥7, ♣8, ♣7 | three of a kind
♥6, ♦7, ♣2, ♦6, ♣8 | pair
♥6, ♦7, ♣2, ♦6, ♣7 | two pairs
♥6, ♦7, ♣2, ♣8, ♣7 | pair
♥6, ♦7, ♦6, ♣8, ♣7 | two pairs
♥6, ♥7, ♣2, ♦6, ♣8 | pair
♥6, ♥7, ♣2, ♦6, ♣7 | two pairs
♥6, ♥7, ♣2, ♣8, ♣7 | pair
♥6, ♥7, ♦6, ♣8, ♣7 | two pairs
♥6, ♣2, ♦6, ♣8, ♣7 | pair
♥3, ♦4, ♦A, ♣9, ♦3 | pair
♥3, ♦4, ♦A, ♣9, ♠3 | pair
♥3, ♦4, ♦A, ♦3, ♥6 | pair
♥3, ♦4, ♦A, ♦3, ♠3 | three of a kind
♥3, ♦4, ♦A, ♦3, ♠K | pair
♥3, ♦4, ♦A, ♦3, ♦7 | pair
♥3, ♦4, ♦A, ♦3, ♥7 | pair
♥3, ♦4, ♦A, ♦3, ♣2 | pair
♥3, ♦4, ♦A, ♦3, ♦6 | pair
♥3, ♦4, ♦A, ♦3, ♣8 | pair
♥3, ♦4, ♦A, ♦3, ♣7 | pair
♥3, ♦4, ♦A, ♥6, ♠3 | pair
♥3, ♦4, ♦A, ♥6, ♦6 | pair
♥3, ♦4, ♦A, ♠3, ♠K | pair
♥3, ♦4, ♦A, ♠3, ♦7 | pair
♥3, ♦4, ♦A, ♠3, ♥7 | pair
♥3, ♦4, ♦A, ♠3, ♣2 | pair
♥3, ♦4, ♦A, ♠3, ♦6 | pair
♥3, ♦4, ♦A, ♠3, ♣8 | pair
♥3, ♦4, ♦A, ♠3, ♣7 | pair
♥3, ♦4, ♦A, ♦7, ♥7 | pair
♥3, ♦4, ♦A, ♦7, ♣7 | pair
♥3, ♦4, ♦A, ♥7, ♣7 | pair
♥3, ♦4, ♣9, ♦3, ♥6 | pair
♥3, ♦4, ♣9, ♦3, ♠3 | three of a kind
♥3, ♦4, ♣9, ♦3, ♠K | pair
♥3, ♦4, ♣9, ♦3, ♦7 | pair
♥3, ♦4, ♣9, ♦3, ♥7 | pair
♥3, ♦4, ♣9, ♦3, ♣2 | pair
♥3, ♦4, ♣9, ♦3, ♦6 | pair
♥3, ♦4, ♣9, ♦3, ♣8 | pair
♥3, ♦4, ♣9, ♦3, ♣7 | pair
♥3, ♦4, ♣9, ♥6, ♠3 | pair
♥3, ♦4, ♣9, ♥6, ♦6 | pair
♥3, ♦4, ♣9, ♠3, ♠K | pair
♥3, ♦4, ♣9, ♠3, ♦7 | pair
♥3, ♦4, ♣9, ♠3, ♥7 | pair
♥3, ♦4, ♣9, ♠3, ♣2 | pair
♥3, ♦4, ♣9, ♠3, ♦6 | pair
♥3, ♦4, ♣9, ♠3, ♣8 | pair
♥3, ♦4, ♣9, ♠3, ♣7 | pair
♥3, ♦4, ♣9, ♦7, ♥7 | pair
♥3, ♦4, ♣9, ♦7, ♣7 | pair
♥3, ♦4, ♣9, ♥7, ♣7 | pair
♥3, ♦4, ♦3, ♥6, ♠3 | three of a kind
♥3, ♦4, ♦3, ♥6, ♠K | pair
♥3, ♦4, ♦3, ♥6, ♦7 | pair
♥3, ♦4, ♦3, ♥6, ♥7 | pair
♥3, ♦4, ♦3, ♥6, ♣2 | pair
♥3, ♦4, ♦3, ♥6, ♦6 | two pairs
♥3, ♦4, ♦3, ♥6, ♣8 | pair
♥3, ♦4, ♦3, ♥6, ♣7 | pair
♥3, ♦4, ♦3, ♠3, ♠K | three of a kind
♥3, ♦4, ♦3, ♠3, ♦7 | three of a kind
♥3, ♦4, ♦3, ♠3, ♥7 | three of a kind
♥3, ♦4, ♦3, ♠3, ♣2 | three of a kind
♥3, ♦4, ♦3, ♠3, ♦6 | three of a kind
♥3, ♦4, ♦3, ♠3, ♣8 | three of a kind
♥3, ♦4, ♦3, ♠3, ♣7 | three of a kind
♥3, ♦4, ♦3, ♠K, ♦7 | pair
♥3, ♦4, ♦3, ♠K, ♥7 | pair
♥3, ♦4, ♦3, ♠K, ♣2 | pair
♥3, ♦4, ♦3, ♠K, ♦6 | pair
♥3, ♦4, ♦3, ♠K, ♣8 | pair
♥3, ♦4, ♦3, ♠K, ♣7 | pair
♥3, ♦4, ♦3, ♦7, ♥7 | two pairs
♥3, ♦4, ♦3, ♦7, ♣2 | pair
♥3, ♦4, ♦3, ♦7, ♦6 | pair
♥3, ♦4, ♦3, ♦7, ♣8 | pair
♥3, ♦4, ♦3, ♦7, ♣7 | two pairs
♥3, ♦4, ♦3, ♥7, ♣2 | pair
♥3, ♦4, ♦3, ♥7, ♦6 | pair
♥3, ♦4, ♦3, ♥7, ♣8 | pair
♥3, ♦4, ♦3, ♥7, ♣7 | two pairs
♥3, ♦4, ♦3, ♣2, ♦6 | pair
♥3, ♦4, ♦3, ♣2, ♣8 | pair
♥3, ♦4, ♦3, ♣2, ♣7 | pair
♥3, ♦4, ♦3, ♦6, ♣8 | pair
♥3, ♦4, ♦3, ♦6, ♣7 | pair
♥3, ♦4, ♦3, ♣8, ♣7 | pair
♥3, ♦4, ♥6, ♠3, ♠K | pair
♥3, ♦4, ♥6, ♠3, ♦7 | pair
♥3, ♦4, ♥6, ♠3, ♥7 | pair
♥3, ♦4, ♥6, ♠3, ♣2 | pair
♥3, ♦4, ♥6, ♠3, ♦6 | two pairs
♥3, ♦4, ♥6, ♠3, ♣8 | pair
♥3, ♦4, ♥6, ♠3, ♣7 | pair
♥3, ♦4, ♥6, ♠K, ♦6 | pair
♥3, ♦4, ♥6, ♦7, ♥7 | pair
♥3, ♦4, ♥6, ♦7, ♦6 | pair
♥3, ♦4, ♥6, ♦7, ♣7 | pair
♥3, ♦4, ♥6, ♥7, ♦6 | pair
♥3, ♦4, ♥6, ♥7, ♣7 | pair
♥3, ♦4, ♥6, ♣2, ♦6 | pair
♥3, ♦4, ♥6, ♦6, ♣8 | pair
♥3, ♦4, ♥6, ♦6, ♣7 | pair
♥3, ♦4, ♠3, ♠K, ♦7 | pair
♥3, ♦4, ♠3, ♠K, ♥7 | pair
♥3, ♦4, ♠3, ♠K, ♣2 | pair
♥3, ♦4, ♠3, ♠K, ♦6 | pair
♥3, ♦4, ♠3, ♠K, ♣8 | pair
♥3, ♦4, ♠3, ♠K, ♣7 | pair
♥3, ♦4, ♠3, ♦7, ♥7 | two pairs
♥3, ♦4, ♠3, ♦7, ♣2 | pair
♥3, ♦4, ♠3, ♦7, ♦6 | pair
♥3, ♦4, ♠3, ♦7, ♣8 | pair
♥3, ♦4, ♠3, ♦7, ♣7 | two pairs
♥3, ♦4, ♠3, ♥7, ♣2 | pair
♥3, ♦4, ♠3, ♥7, ♦6 | pair
♥3, ♦4, ♠3, ♥7, ♣8 | pair
♥3, ♦4, ♠3, ♥7, ♣7 | two pairs
♥3, ♦4, ♠3, ♣2, ♦6 | pair
