♦9, ♦5, ♦J, ♠4, ♣J | pair
♦5, ♣A, ♠A, ♠6, ♦9 | pair
♦5, ♣A, ♠A, ♦8, ♦5 | two pairs
♦5, ♣A, ♠A, ♦8, ♦9 | pair
♦5, ♣A, ♠A, ♦5, ♦9 | two pairs
♦5, ♣A, ♣J, ♠6, ♦5 | pair
♦5, ♣A, ♣J, ♦8, ♦5 | pair
♦5, ♣A, ♣J, ♦5, ♦9 | pair
♦5, ♣A, ♠6, ♦8, ♦5 | pair
♦5, ♣A, ♠6, ♦5, ♦9 | pair
♦5, ♣A, ♦8, ♦5, ♦9 | pair
♦5, ♠A, ♣J, ♠6, ♦5 | pair
♦5, ♠A, ♣J, ♦8, ♦5 | pair
♦5, ♠A, ♣J, ♦5, ♦9 | pair
♦5, ♠A, ♠6, ♦8, ♦5 | pair
♦5, ♠A, ♠6, ♦5, ♦9 | pair
♦5, ♠A, ♦8, ♦5, ♦9 | pair
♦5, ♣J, ♠6, ♦8, ♦5 | pair
♦5, ♣J, ♠6, ♦5, ♦9 | pair
♦5, ♣J, ♦8, ♦5, ♦9 | pair
♦5, ♠6, ♦8, ♦5, ♦9 | pair
♦J, ♠4, ♥2, ♣Q, ♣J | pair
♦J, ♠4, ♥2, ♦8, ♦8 | pair
♦J, ♠4, ♥2, ♦8, ♣J | pair
♦J, ♠4, ♥2, ♦8, ♦8 | pair
♦J, ♠4, ♥2, ♦8, ♣J | pair
♦J, ♠4, ♥2, ♦8, ♦8 | pair
♦J, ♠4, ♥2, ♣A, ♠A | pair
♦J, ♠4, ♥2, ♣A, ♣J | pair
♦J, ♠4, ♥2, ♠A, ♣J | pair
♦J, ♠4, ♥2, ♣J, ♠6 | pair
♦J, ♠4, ♥2, ♣J, ♦8 | pair
♦J, ♠4, ♥2, ♣J, ♦5 | pair
♦J, ♠4, ♥2, ♣J, ♦9 | pair
♦J, ♠4, ♣Q, ♦8, ♦8 | pair
♦J, ♠4, ♣Q, ♦8, ♣J | pair
♦J, ♠4, ♣Q, ♦8, ♦8 | pair
♦J, ♠4, ♣Q, ♦8, ♣J | pair
♦J, ♠4, ♣Q, ♦8, ♦8 | pair
♦J, ♠4, ♣Q, ♣A, ♠A | pair
♦J, ♠4, ♣Q, ♣A, ♣J | pair
♦J, ♠4, ♣Q, ♠A, ♣J | pair
♦J, ♠4, ♣Q, ♣J, ♠6 | pair
♦J, ♠4, ♣Q, ♣J, ♦8 | pair
♦J, ♠4, ♣Q, ♣J, ♦5 | pair
♦J, ♠4, ♣Q, ♣J, ♦9 | pair
♦J, ♠4, ♦8, ♦8, ♣A | pair
♦J, ♠4, ♦8, ♦8, ♠A | pair
♦J, ♠4, ♦8, ♦8, ♣J | two pairs
♦J, ♠4, ♦8, ♦8, ♠6 | pair
♦J, ♠4, ♦8, ♦8, ♦8 | three of a kind
♦J, ♠4, ♦8, ♦8, ♦5 | pair
♦J, ♠4, ♦8, ♦8, ♦9 | pair
♦J, ♠4, ♦8, ♣A, ♠A | pair
♦J, ♠4, ♦8, ♣A, ♣J | pair
♦J, ♠4, ♦8, ♣A, ♦8 | pair
♦J, ♠4, ♦8, ♠A, ♣J | pair
♦J, ♠4, ♦8, ♠A, ♦8 | pair
♦J, ♠4, ♦8, ♣J, ♠6 | pair
♦J, ♠4, ♦8, ♣J, ♦8 | two pairs
♦J, ♠4, ♦8, ♣J, ♦5 | pair
♦J, ♠4, ♦8, ♣J, ♦9 | pair
♦J, ♠4, ♦8, ♠6, ♦8 | pair
♦J, ♠4, ♦8, ♦8, ♦5 | pair
♦J, ♠4, ♦8, ♦8, ♦9 | pair
♦J, ♠4, ♦8, ♣A, ♠A | pair
♦J, ♠4, ♦8, ♣A, ♣J | pair
♦J, ♠4, ♦8, ♣A, ♦8 | pair
♦J, ♠4, ♦8, ♠A, ♣J | pair
♦J, ♠4, ♦8, ♠A, ♦8 | pair
♦J, ♠4, ♦8, ♣J, ♠6 | pair
♦J, ♠4, ♦8, ♣J, ♦8 | two pairs
♦J, ♠4, ♦8, ♣J, ♦5 | pair
♦J, ♠4, ♦8, ♣J, ♦9 | pair
♦J, ♠4, ♦8, ♠6, ♦8 | pair
♦J, ♠4, ♦8, ♦8, ♦5 | pair
♦J, ♠4, ♦8, ♦8, ♦9 | pair
♦J, ♠4, ♣A, ♠A, ♣J | two pairs
♦J, ♠4, ♣A, ♠A, ♠6 | pair
♦J, ♠4, ♣A, ♠A, ♦8 | pair
♦J, ♠4, ♣A, ♠A, ♦5 | pair
♦J, ♠4, ♣A, ♠A, ♦9 | pair
♦J, ♠4, ♣A, ♣J, ♠6 | pair
♦J, ♠4, ♣A, ♣J, ♦8 | pair
♦J, ♠4, ♣A, ♣J, ♦5 | pair
♦J, ♠4, ♣A, ♣J, ♦9 | pair
♦J, ♠4, ♠A, ♣J, ♠6 | pair
♦J, ♠4, ♠A, ♣J, ♦8 | pair
♦J, ♠4, ♠A, ♣J, ♦5 | pair
♦J, ♠4, ♠A, ♣J, ♦9 | pair
♦J, ♠4, ♣J, ♠6, ♦8 | pair
♦J, ♠4, ♣J, ♠6, ♦5 | pair
♦J, ♠4, ♣J, ♠6, ♦9 | pair
♦J, ♠4, ♣J, ♦8, ♦5 | pair
♦J, ♠4, ♣J, ♦8, ♦9 | pair
♦J, ♠4, ♣J, ♦5, ♦9 | pair
♦J, ♥2, ♣Q, ♦8, ♦8 | pair
♦J, ♥2, ♣Q, ♦8, ♣J | pair
♦J, ♥2, ♣Q, ♦8, ♦8 | pair
♦J, ♥2, ♣Q, ♦8, ♣J | pair
♦J, ♥2, ♣Q, ♦8, ♦8 | pair
♦J, ♥2, ♣Q, ♣A, ♠A | pair
♦J, ♥2, ♣Q, ♣A, ♣J | pair
♦J, ♥2, ♣Q, ♠A, ♣J | pair
♦J, ♥2, ♣Q, ♣J, ♠6 | pair
♦J, ♥2, ♣Q, ♣J, ♦8 | pair
♦J, ♥2, ♣Q, ♣J, ♦5 | pair
♦J, ♥2, ♣Q, ♣J, ♦9 | pair
♦J, ♥2, ♦8, ♦8, ♣A | pair
♦J, ♥2, ♦8, ♦8, ♠A | pair
♦J, ♥2, ♦8, ♦8, ♣J | two pairs
♦J, ♥2, ♦8, ♦8, ♠6 | pair
♦J, ♥2, ♦8, ♦8, ♦8 | three of a kind
♦J, ♥2, ♦8, ♦8, ♦5 | pair
♦J, ♥2, ♦8, ♦8, ♦9 | pair
♦J, ♥2, ♦8, ♣A, ♠A | pair
♦J, ♥2, ♦8, ♣A, ♣J | pair
♦J, ♥2, ♦8, ♣A, ♦8 | pair
♦J, ♥2, ♦8, ♠A, ♣J | pair
♦J, ♥2, ♦8, ♠A, ♦8 | pair
♦J, ♥2, ♦8, ♣J, ♠6 | pair
♦J, ♥2, ♦8, ♣J, ♦8 | two pairs
♦J, ♥2, ♦8, ♣J, ♦5 | pair
♦J, ♥2, ♦8, ♣J, ♦9 | pair
♦J, ♥2, ♦8, ♠6, ♦8 | pair
♦J, ♥2, ♦8, ♦8, ♦5 | pair
♦J, ♥2, ♦8, ♦8, ♦9 | pair
♦J, ♥2, ♦8, ♣A, ♠A | pair
♦J, ♥2, ♦8, ♣A, ♣J | pair
♦J, ♥2, ♦8, ♣A, ♦8 | pair
♦J, ♥2, ♦8, ♠A, ♣J | pair
♦J, ♥2, ♦8, ♠A, ♦8 | pair
♦J, ♥2, ♦8, ♣J, ♠6 | pair
♦J, ♥2, ♦8, ♣J, ♦8 | two pairs
♦J, ♥2, ♦8, ♣J, ♦5 | pair
♦J, ♥2, ♦8, ♣J, ♦9 | pair
♦J, ♥2, ♦8, ♠6, ♦8 | pair
♦J, ♥2, ♦8, ♦8, ♦5 | pair
♦J, ♥2, ♦8, ♦8, ♦9 | pair
♦J, ♥2, ♣A, ♠A, ♣J | two pairs
♦J, ♥2, ♣A, ♠A, ♠6 | pair
♦J, ♥2, ♣A, ♠A, ♦8 | pair
♦J, ♥2, ♣A, ♠A, ♦5 | pair
♦J, ♥2, ♣A, ♠A, ♦9 | pair
♦J, ♥2, ♣A, ♣J, ♠6 | pair
♦J, ♥2, ♣A, ♣J, ♦8 | pair
♦J, ♥2, ♣A, ♣J, ♦5 | pair
♦J, ♥2, ♣A, ♣J, ♦9 | pair
♦J, ♥2, ♠A, ♣J, ♠6 | pair
♦J, ♥2, ♠A, ♣J, ♦8 | pair
♦J, ♥2, ♠A, ♣J, ♦5 | pair
♦J, ♥2, ♠A, ♣J, ♦9 | pair
♦J, ♥2, ♣J, ♠6, ♦8 | pair
♦J, ♥2, ♣J, ♠6, ♦5 | pair
♦J, ♥2, ♣J, ♠6, ♦9 | pair
♦J, ♥2, ♣J, ♦8, ♦5 | pair
♦J, ♥2, ♣J, ♦8, ♦9 | pair
♦J, ♥2, ♣J, ♦5, ♦9 | pair
♦J, ♣Q, ♦8, ♦8, ♣A | pair
♦J, ♣Q, ♦8, ♦8, ♠A | pair
♦J, ♣Q, ♦8, ♦8, ♣J | two pairs
♦J, ♣Q, ♦8, ♦8, ♠6 | pair
♦J, ♣Q, ♦8, ♦8, ♦8 | three of a kind
♦J, ♣Q, ♦8, ♦8, ♦5 | pair
♦J, ♣Q, ♦8, ♦8, ♦9 | pair
♦J, ♣Q, ♦8, ♣A, ♠A | pair
♦J, ♣Q, ♦8, ♣A, ♣J | pair
♦J, ♣Q, ♦8, ♣A, ♦8 | pair
♦J, ♣Q, ♦8, ♠A, ♣J | pair
♦J, ♣Q, ♦8, ♠A, ♦8 | pair
♦J, ♣Q, ♦8, ♣J, ♠6 | pair
♦J, ♣Q, ♦8, ♣J, ♦8 | two pairs
♦J, ♣Q, ♦8, ♣J, ♦5 | pair
♦J, ♣Q, ♦8, ♣J, ♦9 | pair
♦J, ♣Q, ♦8, ♠6, ♦8 | pair
♦J, ♣Q, ♦8, ♦8, ♦5 | pair
♦J, ♣Q, ♦8, ♦8, ♦9 | pair
♦J, ♣Q, ♦8, ♣A, ♠A | pair
♦J, ♣Q, ♦8, ♣A, ♣J | pair
♦J, ♣Q, ♦8, ♣A, ♦8 | pair
♦J, ♣Q, ♦8, ♠A, ♣J | pair
♦J, ♣Q, ♦8, ♠A, ♦8 | pair
♦J, ♣Q, ♦8, ♣J, ♠6 | pair
♦J, ♣Q, ♦8, ♣J, ♦8 | two pairs
♦J, ♣Q, ♦8, ♣J, ♦5 | pair
♦J, ♣Q, ♦8, ♣J, ♦9 | pair
♦J, ♣Q, ♦8, ♠6, ♦8 | pair
♦J, ♣Q, ♦8, ♦8, ♦5 | pair
♦J, ♣Q, ♦8, ♦8, ♦9 | pair
♦J, ♣Q, ♣A, ♠A, ♣J | two pairs
♦J, ♣Q, ♣A, ♠A, ♠6 | pair
♦J, ♣Q, ♣A, ♠A, ♦8 | pair
♦J, ♣Q, ♣A, ♠A, ♦5 | pair
♦J, ♣Q, ♣A, ♠A, ♦9 | pair
♦J, ♣Q, ♣A, ♣J, ♠6 | pair
♦J, ♣Q, ♣A, ♣J, ♦8 | pair
♦J, ♣Q, ♣A, ♣J, ♦5 | pair
♦J, ♣Q, ♣A, ♣J, ♦9 | pair
♦J, ♣Q, ♠A, ♣J, ♠6 | pair
♦J, ♣Q, ♠A, ♣J, ♦8 | pair
♦J, ♣Q, ♠A, ♣J, ♦5 | pair
♦J, ♣Q, ♠A, ♣J, ♦9 | pair
♦J, ♣Q, ♣J, ♠6, ♦8 | pair
♦J, ♣Q, ♣J, ♠6, ♦5 | pair
♦J, ♣Q, ♣J, ♠6, ♦9 | pair
♦J, ♣Q, ♣J, ♦8, ♦5 | pair
♦J, ♣Q, ♣J, ♦8, ♦9 | pair
♦J, ♣Q, ♣J, ♦5, ♦9 | pair
♦J, ♦8, ♦8, ♣A, ♠A | two pairs
♦J, ♦8, ♦8, ♣A, ♣J | two pairs
♦J, ♦8, ♦8, ♣A, ♠6 | pair
♦J, ♦8, ♦8, ♣A, ♦8 | three of a kind
♦J, ♦8, ♦8, ♣A, ♦5 | pair
♦J, ♦8, ♦8, ♣A, ♦9 | pair
♦J, ♦8, ♦8, ♠A, ♣J | two pairs
♦J, ♦8, ♦8, ♠A, ♠6 | pair
♦J, ♦8, ♦8, ♠A, ♦8 | three of a kind
♦J, ♦8, ♦8, ♠A, ♦5 | pair
♦J, ♦8, ♦8, ♠A, ♦9 | pair
♦J, ♦8, ♦8, ♣J, ♠6 | two pairs
♦J, ♦8, ♦8, ♣J, ♦8 | fullhouse
♦J, ♦8, ♦8, ♣J, ♦5 | two pairs
♦J, ♦8, ♦8, ♣J, ♦9 | two pairs
♦J, ♦8, ♦8, ♠6, ♦8 | three of a kind
♦J, ♦8, ♦8, ♠6, ♦5 | pair
♦J, ♦8, ♦8, ♠6, ♦9 | pair
♦J, ♦8, ♦8, ♦8, ♦5 | flush
♦J, ♦8, ♦8, ♦8, ♦9 | flush
♦J, ♦8, ♦8, ♦5, ♦9 | flush
♦J, ♦8, ♣A, ♠A, ♣J | two pairs
♦J, ♦8, ♣A, ♠A, ♠6 | pair
♦J, ♦8, ♣A, ♠A, ♦8 | two pairs
♦J, ♦8, ♣A, ♠A, ♦5 | pair
♦J, ♦8, ♣A, ♠A, ♦9 | pair
♦J, ♦8, ♣A, ♣J, ♠6 | pair
♦J, ♦8, ♣A, ♣J, ♦8 | two pairs
♦J, ♦8, ♣A, ♣J, ♦5 | pair
♦J, ♦8, ♣A, ♣J, ♦9 | pair
♦J, ♦8, ♣A, ♠6, ♦8 | pair
♦J, ♦8, ♣A, ♦8, ♦5 | pair
♦J, ♦8, ♣A, ♦8, ♦9 | pair
♦J, ♦8, ♠A, ♣J, ♠6 | pair
♦J, ♦8, ♠A, ♣J, ♦8 | two pairs
♦J, ♦8, ♠A, ♣J, ♦5 | pair
♦J, ♦8, ♠A, ♣J, ♦9 | pair
♦J, ♦8, ♠A, ♠6, ♦8 | pair
♦J, ♦8, ♠A, ♦8, ♦5 | pair
♦J, ♦8, ♠A, ♦8, ♦9 | pair
♦J, ♦8, ♣J, ♠6, ♦8 | two pairs
♦J, ♦8, ♣J, ♠6, ♦5 | pair
♦J, ♦8, ♣J, ♠6, ♦9 | pair
♦J, ♦8, ♣J, ♦8, ♦5 | two pairs
♦J, ♦8, ♣J, ♦8, ♦9 | two pairs
♦J, ♦8, ♣J, ♦5, ♦9 | pair
♦J, ♦8, ♠6, ♦8, ♦5 | pair
♦J, ♦8, ♠6, ♦8, ♦9 | pair
♦J, ♦8, ♦8, ♦5, ♦9 | flush
♦J, ♦8, ♣A, ♠A, ♣J | two pairs
♦J, ♦8, ♣A, ♠A, ♠6 | pair
♦J, ♦8, ♣A, ♠A, ♦8 | two pairs
♦J, ♦8, ♣A, ♠A, ♦5 | pair
♦J, ♦8, ♣A, ♠A, ♦9 | pair
♦J, ♦8, ♣A, ♣J, ♠6 | pair
♦J, ♦8, ♣A, ♣J, ♦8 | two pairs
♦J, ♦8, ♣A, ♣J, ♦5 | pair
♦J, ♦8, ♣A, ♣J, ♦9 | pair
♦J, ♦8, ♣A, ♠6, ♦8 | pair
♦J, ♦8, ♣A, ♦8, ♦5 | pair
♦J, ♦8, ♣A, ♦8, ♦9 | pair
♦J, ♦8, ♠A, ♣J, ♠6 | pair
♦J, ♦8, ♠A, ♣J, ♦8 | two pairs
♦J, ♦8, ♠A, ♣J, ♦5 | pair
♦J, ♦8, ♠A, ♣J, ♦9 | pair
♦J, ♦8, ♠A, ♠6, ♦8 | pair
♦J, ♦8, ♠A, ♦8, ♦5 | pair
♦J, ♦8, ♠A, ♦8, ♦9 | pair
♦J, ♦8, ♣J, ♠6, ♦8 | two pairs
♦J, ♦8, ♣J, ♠6, ♦5 | pair
♦J, ♦8, ♣J, ♠6, ♦9 | pair
♦J, ♦8, ♣J, ♦8, ♦5 | two pairs
♦J, ♦8, ♣J, ♦8, ♦9 | two pairs
♦J, ♦8, ♣J, ♦5, ♦9 | pair
♦J, ♦8, ♠6, ♦8, ♦5 | pair
♦J, ♦8, ♠6, ♦8, ♦9 | pair
♦J, ♦8, ♦8, ♦5, ♦9 | flush
♦J, ♣A, ♠A, ♣J, ♠6 | two pairs
♦J, ♣A, ♠A, ♣J, ♦8 | two pairs
♦J, ♣A, ♠A, ♣J, ♦5 | two pairs
♦J, ♣A, ♠A, ♣J, ♦9 | two pairs
♦J, ♣A, ♠A, ♠6, ♦8 | pair
♦J, ♣A, ♠A, ♠6, ♦5 | pair
♦J, ♣A, ♠A, ♠6, ♦9 | pair
♦J, ♣A, ♠A, ♦8, ♦5 | pair
♦J, ♣A, ♠A, ♦8, ♦9 | pair
♦J, ♣A, ♠A, ♦5, ♦9 | pair
♦J, ♣A, ♣J, ♠6, ♦8 | pair
♦J, ♣A, ♣J, ♠6, ♦5 | pair
♦J, ♣A, ♣J, ♠6, ♦9 | pair
♦J, ♣A, ♣J, ♦8, ♦5 | pair
♦J, ♣A, ♣J, ♦8, ♦9 | pair
♦J, ♣A, ♣J, ♦5, ♦9 | pair
♦J, ♠A, ♣J, ♠6, ♦8 | pair
♦J, ♠A, ♣J, ♠6, ♦5 | pair
♦J, ♠A, ♣J, ♠6, ♦9 | pair
♦J, ♠A, ♣J, ♦8, ♦5 | pair
♦J, ♠A, ♣J, ♦8, ♦9 | pair
♦J, ♠A, ♣J, ♦5, ♦9 | pair
♦J, ♣J, ♠6, ♦8, ♦5 | pair
♦J, ♣J, ♠6, ♦8, ♦9 | pair
♦J, ♣J, ♠6, ♦5, ♦9 | pair
♦J, ♣J, ♦8, ♦5, ♦9 | pair
♠4, ♥2, ♣Q, ♦8, ♦8 | pair
♠4, ♥2, ♣Q, ♦8, ♦8 | pair
♠4, ♥2, ♣Q, ♦8, ♦8 | pair
♠4, ♥2, ♣Q, ♣A, ♠A | pair
♠4, ♥2, ♦8, ♦8, ♣A | pair
♠4, ♥2, ♦8, ♦8, ♠A | pair
♠4, ♥2, ♦8, ♦8, ♣J | pair
♠4, ♥2, ♦8, ♦8, ♠6 | pair
♠4, ♥2, ♦8, ♦8, ♦8 | three of a kind
♠4, ♥2, ♦8, ♦8, ♦5 | pair
♠4, ♥2, ♦8, ♦8, ♦9 | pair
♠4, ♥2, ♦8, ♣A, ♠A | pair
♠4, ♥2, ♦8, ♣A, ♦8 | pair
♠4, ♥2, ♦8, ♠A, ♦8 | pair
♠4, ♥2, ♦8, ♣J, ♦8 | pair
♠4, ♥2, ♦8, ♠6, ♦8 | pair
♠4, ♥2, ♦8, ♦8, ♦5 | pair
♠4, ♥2, ♦8, ♦8, ♦9 | pair
♠4, ♥2, ♦8, ♣A, ♠A | pair
♠4, ♥2, ♦8, ♣A, ♦8 | pair
♠4, ♥2, ♦8, ♠A, ♦8 | pair
♠4, ♥2, ♦8, ♣J, ♦8 | pair
♠4, ♥2, ♦8, ♠6, ♦8 | pair
♠4, ♥2, ♦8, ♦8, ♦5 | pair
♠4, ♥2, ♦8, ♦8, ♦9 | pair
♠4, ♥2, ♣A, ♠A, ♣J | pair
♠4, ♥2, ♣A, ♠A, ♠6 | pair
♠4, ♥2, ♣A, ♠A, ♦8 | pair
♠4, ♥2, ♣A, ♠A, ♦5 | pair
♠4, ♥2, ♣A, ♠A, ♦9 | pair
♠4, ♣Q, ♦8, ♦8, ♣A | pair
♠4, ♣Q, ♦8, ♦8, ♠A | pair
♠4, ♣Q, ♦8, ♦8, ♣J | pair
♠4, ♣Q, ♦8, ♦8, ♠6 | pair
♠4, ♣Q, ♦8, ♦8, ♦8 | three of a kind
♠4, ♣Q, ♦8, ♦8, ♦5 | pair
♠4, ♣Q, ♦8, ♦8, ♦9 | pair
♠4, ♣Q, ♦8, ♣A, ♠A | pair
♠4, ♣Q, ♦8, ♣A, ♦8 | pair
♠4, ♣Q, ♦8, ♠A, ♦8 | pair
♠4, ♣Q, ♦8, ♣J, ♦8 | pair
♠4, ♣Q, ♦8, ♠6, ♦8 | pair
♠4, ♣Q, ♦8, ♦8, ♦5 | pair
♠4, ♣Q, ♦8, ♦8, ♦9 | pair
♠4, ♣Q, ♦8, ♣A, ♠A | pair
♠4, ♣Q, ♦8, ♣A, ♦8 | pair
♠4, ♣Q, ♦8, ♠A, ♦8 | pair
♠4, ♣Q, ♦8, ♣J, ♦8 | pair
♠4, ♣Q, ♦8, ♠6, ♦8 | pair
♠4, ♣Q, ♦8, ♦8, ♦5 | pair
♠4, ♣Q, ♦8, ♦8, ♦9 | pair
♠4, ♣Q, ♣A, ♠A, ♣J | pair
♠4, ♣Q, ♣A, ♠A, ♠6 | pair
♠4, ♣Q, ♣A, ♠A, ♦8 | pair
♠4, ♣Q, ♣A, ♠A, ♦5 | pair
♠4, ♣Q, ♣A, ♠A, ♦9 | pair
♠4, ♦8, ♦8, ♣A, ♠A | two pairs
♠4, ♦8, ♦8, ♣A, ♣J | pair
♠4, ♦8, ♦8, ♣A, ♠6 | pair
♠4, ♦8, ♦8, ♣A, ♦8 | three of a kind
♠4, ♦8, ♦8, ♣A, ♦5 | pair
♠4, ♦8, ♦8, ♣A, ♦9 | pair
♠4, ♦8, ♦8, ♠A, ♣J | pair
♠4, ♦8, ♦8, ♠A, ♠6 | pair
♠4, ♦8, ♦8, ♠A, ♦8 | three of a kind
♠4, ♦8, ♦8, ♠A, ♦5 | pair
♠4, ♦8, ♦8, ♠A, ♦9 | pair
♠4, ♦8, ♦8, ♣J, ♠6 | pair
♠4, ♦8, ♦8, ♣J, ♦8 | three of a kind
♠4, ♦8, ♦8, ♣J, ♦5 | pair
♠4, ♦8, ♦8, ♣J, ♦9 | pair
♠4, ♦8, ♦8, ♠6, ♦8 | three of a kind
♠4, ♦8, ♦8, ♠6, ♦5 | pair
♠4, ♦8, ♦8, ♠6, ♦9 | pair
♠4, ♦8, ♦8, ♦8, ♦5 | three of a kind
♠4, ♦8, ♦8, ♦8, ♦9 | three of a kind
♠4, ♦8, ♦8, ♦5, ♦9 | pair
♠4, ♦8, ♣A, ♠A, ♣J | pair
♠4, ♦8, ♣A, ♠A, ♠6 | pair
♠4, ♦8, ♣A, ♠A, ♦8 | two pairs
♠4, ♦8, ♣A, ♠A, ♦5 | pair
♠4, ♦8, ♣A, ♠A, ♦9 | pair
♠4, ♦8, ♣A, ♣J, ♦8 | pair
♠4, ♦8, ♣A, ♠6, ♦8 | pair
♠4, ♦8, ♣A, ♦8, ♦5 | pair
♠4, ♦8, ♣A, ♦8, ♦9 | pair
♠4, ♦8, ♠A, ♣J, ♦8 | pair
♠4, ♦8, ♠A, ♠6, ♦8 | pair
♠4, ♦8, ♠A, ♦8, ♦5 | pair
♠4, ♦8, ♠A, ♦8, ♦9 | pair
♠4, ♦8, ♣J, ♠6, ♦8 | pair
♠4, ♦8, ♣J, ♦8, ♦5 | pair
♠4, ♦8, ♣J, ♦8, ♦9 | pair
♠4, ♦8, ♠6, ♦8, ♦5 | pair
♠4, ♦8, ♠6, ♦8, ♦9 | pair
♠4, ♦8, ♦8, ♦5, ♦9 | pair
♠4, ♦8, ♣A, ♠A, ♣J | pair
♠4, ♦8, ♣A, ♠A, ♠6 | pair
♠4, ♦8, ♣A, ♠A, ♦8 | two pairs
♠4, ♦8, ♣A, ♠A, ♦5 | pair
♠4, ♦8, ♣A, ♠A, ♦9 | pair
♠4, ♦8, ♣A, ♣J, ♦8 | pair
♠4, ♦8, ♣A, ♠6, ♦8 | pair
♠4, ♦8, ♣A, ♦8, ♦5 | pair
♠4, ♦8, ♣A, ♦8, ♦9 | pair
♠4, ♦8, ♠A, ♣J, ♦8 | pair
♠4, ♦8, ♠A, ♠6, ♦8 | pair
♠4, ♦8, ♠A, ♦8, ♦5 | pair
♠4, ♦8, ♠A, ♦8, ♦9 | pair
♠4, ♦8, ♣J, ♠6, ♦8 | pair
♠4, ♦8, ♣J, ♦8, ♦5 | pair
♠4, ♦8, ♣J, ♦8, ♦9 | pair
♠4, ♦8, ♠6, ♦8, ♦5 | pair
♠4, ♦8, ♠6, ♦8, ♦9 | pair
♠4, ♦8, ♦8, ♦5, ♦9 | pair
♠4, ♣A, ♠A, ♣J, ♠6 | pair
♠4, ♣A, ♠A, ♣J, ♦8 | pair
♠4, ♣A, ♠A, ♣J, ♦5 | pair
♠4, ♣A, ♠A, ♣J, ♦9 | pair
♠4, ♣A, ♠A, ♠6, ♦8 | pair
♠4, ♣A, ♠A, ♠6, ♦5 | pair
♠4, ♣A, ♠A, ♠6, ♦9 | pair
♠4, ♣A, ♠A, ♦8, ♦5 | pair
♠4, ♣A, ♠A, ♦8, ♦9 | pair
♠4, ♣A, ♠A, ♦5, ♦9 | pair
♥2, ♣Q, ♦8, ♦8, ♣A | pair
♥2, ♣Q, ♦8, ♦8, ♠A | pair
♥2, ♣Q, ♦8, ♦8, ♣J | pair
♥2, ♣Q, ♦8, ♦8, ♠6 | pair
♥2, ♣Q, ♦8, ♦8, ♦8 | three of a kind
♥2, ♣Q, ♦8, ♦8, ♦5 | pair
♥2, ♣Q, ♦8, ♦8, ♦9 | pair
♥2, ♣Q, ♦8, ♣A, ♠A | pair
♥2, ♣Q, ♦8, ♣A, ♦8 | pair
♥2, ♣Q, ♦8, ♠A, ♦8 | pair
♥2, ♣Q, ♦8, ♣J, ♦8 | pair
♥2, ♣Q, ♦8, ♠6, ♦8 | pair
♥2, ♣Q, ♦8, ♦8, ♦5 | pair
♥2, ♣Q, ♦8, ♦8, ♦9 | pair
♥2, ♣Q, ♦8, ♣A, ♠A | pair
♥2, ♣Q, ♦8, ♣A, ♦8 | pair
♥2, ♣Q, ♦8, ♠A, ♦8 | pair
♥2, ♣Q, ♦8, ♣J, ♦8 | pair
♥2, ♣Q, ♦8, ♠6, ♦8 | pair
♥2, ♣Q, ♦8, ♦8, ♦5 | pair
♥2, ♣Q, ♦8, ♦8, ♦9 | pair
♥2, ♣Q, ♣A, ♠A, ♣J | pair
♥2, ♣Q, ♣A, ♠A, ♠6 | pair
♥2, ♣Q, ♣A, ♠A, ♦8 | pair
♥2, ♣Q, ♣A, ♠A, ♦5 | pair
♥2, ♣Q, ♣A, ♠A, ♦9 | pair
♥2, ♦8, ♦8, ♣A, ♠A | two pairs
♥2, ♦8, ♦8, ♣A, ♣J | pair
♥2, ♦8, ♦8, ♣A, ♠6 | pair
♥2, ♦8, ♦8, ♣A, ♦8 | three of a kind
♥2, ♦8, ♦8, ♣A, ♦5 | pair
♥2, ♦8, ♦8, ♣A, ♦9 | pair
♥2, ♦8, ♦8, ♠A, ♣J | pair
♥2, ♦8, ♦8, ♠A, ♠6 | pair
♥2, ♦8, ♦8, ♠A, ♦8 | three of a kind
♥2, ♦8, ♦8, ♠A, ♦5 | pair
♥2, ♦8, ♦8, ♠A, ♦9 | pair
♥2, ♦8, ♦8, ♣J, ♠6 | pair
♥2, ♦8, ♦8, ♣J, ♦8 | three of a kind
♥2, ♦8, ♦8, ♣J, ♦5 | pair
♥2, ♦8, ♦8, ♣J, ♦9 | pair
♥2, ♦8, ♦8, ♠6, ♦8 | three of a kind
♥2, ♦8, ♦8, ♠6, ♦5 | pair
♥2, ♦8, ♦8, ♠6, ♦9 | pair
♥2, ♦8, ♦8, ♦8, ♦5 | three of a kind
♥2, ♦8, ♦8, ♦8, ♦9 | three of a kind
♥2, ♦8, ♦8, ♦5, ♦9 | pair
♥2, ♦8, ♣A, ♠A, ♣J | pair
♥2, ♦8, ♣A, ♠A, ♠6 | pair
♥2, ♦8, ♣A, ♠A, ♦8 | two pairs
♥2, ♦8, ♣A, ♠A, ♦5 | pair
♥2, ♦8, ♣A, ♠A, ♦9 | pair
♥2, ♦8, ♣A, ♣J, ♦8 | pair
♥2, ♦8, ♣A, ♠6, ♦8 | pair
♥2, ♦8, ♣A, ♦8, ♦5 | pair
♥2, ♦8, ♣A, ♦8, ♦9 | pair
